from,to,weight
10994,1006,0.00050388294
10994,1039,0.00031712907
10994,1011,0.00059279933
10994,2000,0.00047587106
10994,1011,0.0005115563
10994,1056,0.0004987376
10994,6653,0.00040717982
10994,1007,0.0002615033
10994,2001,0.00035954113
10994,2179,0.000557764
10994,1999,0.00056371116
10994,4654,0.0005597503
10994,2239,0.0005023017
10994,6819,0.0005938795
10994,1997,0.00069706456
10994,1996,0.0005095424
10994,4962,0.00095158163
10994,5278,0.00045135943
10994,1043,0.0009611934
10994,19666,0.0007752366
10994,1011,0.00057198945
10994,19871,0.00052228424
10994,2000,0.0005299212
10994,1037,0.00047640238
10994,2644,0.0009205859
10994,19429,0.0012658526
10994,2239,0.00067274465
10994,1012,0.0017065485
10994,5776,0.0013105782
10994,1044,0.0011506687
10994,2497,0.0009424693
10994,1011,0.0007062303
10994,1020,0.0011769118
10994,2018,0.0008760846
10994,1037,0.000682152
10994,2391,0.000651731
10994,16221,0.002101183
10994,1006,0.0006216593
10994,1043,0.00081827014
10994,1011,0.00042570956
10994,2000,0.00056137436
10994,1011,0.00046629013
10994,1037,0.00051914214
10994,1007,0.0005339344
10994,1999,0.0008803095
10994,1996,0.00095622387
10994,11867,0.0012261915
10994,13231,0.0030954324
10994,5138,0.0012811088
10994,2953,0.0009531186
10994,2609,0.001564263
10994,1010,0.009122162
10994,2029,0.00043044996
10994,7153,0.0007738259
10994,1996,0.00063141814
10994,3671,0.0008798139
10994,11867,0.00096744887
10994,10415,0.002279158
10994,2075,0.00092714984
10994,1997,0.00073557795
10994,1996,0.00056138006
10994,2197,0.0009180677
10994,17174,0.0017049077
10994,2078,0.0007973001
10994,1043,0.0008565423
10994,1012,0.028689828
10994,1037,0.0008865663
10994,2235,0.00080637203
10994,2048,0.0008819033
10994,1011,0.00071940315
10994,16371,0.00085633877
10994,14321,0.001235364
10994,26601,0.0022390867
10994,3972,0.0029057239
10994,20624,0.0020991527
10994,2239,0.003465245
10994,1999,0.0029242262
10994,4654,0.0031691298
10994,2239,0.0023961465
10994,3523,0.0016847838
10994,2001,0.00086883496
10994,11156,0.0014419944
10994,1999,0.0007385714
10994,5776,0.0012234779
10994,1044,0.0005862579
10994,2497,0.00043403762
10994,1011,0.00042916927
10994,1021,0.00040043757
10994,1998,0.0006821395
10994,17544,0.0008698766
10994,11048,0.0017578956
10994,4048,0.001207706
10994,18915,0.00079331634
10994,13096,0.0015098162
10994,12737,0.0011455034
10994,1998,0.00062126055
10994,12527,0.0006163621
10994,2011,0.00062203076
10994,1037,0.0005378716
10994,2644,0.00086079986
10994,19429,0.0019752714
10994,2239,0.0007027616
10994,1012,0.028810421
10994,2122,0.00037361836
10994,24501,0.0010924643
10994,2271,0.00064816774
10994,21593,0.0009774537
10994,6592,0.0004201159
10994,2008,0.00030843134
10994,2025,0.0002347175
10994,2069,0.00029403408
10994,1996,0.00045003244
10994,7977,0.0010744788
10994,4962,0.0016156127
10994,3972,0.00059813523
10994,20624,0.0009870107
10994,2239,0.00052855694
10994,1997,0.00060401723
10994,5387,0.0005608675
10994,11814,0.0004395557
10994,4962,0.0009175826
10994,2021,0.00024139305
10994,2036,0.00012080519
10994,1996,0.00021907857
10994,2391,0.0002981663
10994,14494,0.00081882277
10994,2030,0.00018857034
10994,2235,0.00020864737
10994,16371,0.00030181836
10994,14321,0.0005629089
10994,26601,0.000762974
10994,3972,0.00031487265
10994,20624,0.0005908824
10994,2239,0.00034617857
10994,2008,0.0002442586
10994,2089,0.0001717207
10994,3426,0.00023754992
10994,1996,0.009232114
10994,24191,0.00036978995
10994,1997,0.00036972613
10994,16861,0.00076121395
10994,2592,0.000512836
10994,2015,0.00029342517
10994,2005,0.00033025924
10994,9677,0.00036131652
10994,5250,0.0013654503
10994,10752,0.0006954294
10994,2003,0.00018327254
10994,3653,0.0002091371
10994,10521,0.0003198485
10994,19155,0.00031657566
10994,2000,0.00025444644
10994,2458,0.0003545409
10994,1997,0.0003756617
10994,3424,0.00031104806
10994,1011,0.00027026844
10994,5387,0.0003530418
10994,11814,0.00031105988
10994,25456,0.0009476983
10994,1999,0.00039243448
10994,5022,0.0009586992
10994,2007,0.0004285499
10994,19610,0.0010645585
10994,7361,0.0005008791
10994,19466,0.00075804436
10994,2401,0.000649127
10994,1038,0.0010634415
10994,1012,0.00082747755
10994,102,0.33223143
3436,101,0.04739868
3436,6064,0.0032524674
3436,5537,0.0019553031
3436,4106,0.0018321121
3436,1997,0.00076199777
3436,2093,0.00047565266
3436,24054,0.0015581944
3436,1011,0.0007241444
3436,3893,0.00065763097
3436,19610,0.0007172686
3436,7361,0.00054614217
3436,19466,0.0006658036
3436,2401,0.00073443394
3436,1038,0.0005574927
3436,5022,0.0011667226
3436,2302,0.00061803893
3436,7977,0.0007049022
3436,4962,0.0013014025
3436,3972,0.0004756402
3436,20624,0.0006945491
3436,2239,0.00069161225
3436,1024,0.0014695784
3436,8720,0.00102777
3436,1997,0.000692
3436,2176,0.00042411685
3436,3117,0.00063944224
3436,14494,0.0015265029
3436,1999,0.0006590609
3436,5387,0.0006196593
3436,11814,0.00046339238
3436,4962,0.0013306827
3436,1012,0.0020231297
3436,2093,0.0011669934
3436,19610,0.001460578
3436,7361,0.0005436921
3436,19466,0.0009421733
3436,2401,0.0011620119
3436,1038,0.0008130721
3436,5022,0.0022744585
3436,2007,0.0012019814
3436,3424,0.00094156206
3436,1011,0.00059626345
3436,5387,0.0008343166
3436,11814,0.00083013636
3436,22931,0.0051283767
3436,2040,0.0015658714
3436,2018,0.0014312591
3436,2053,0.0014039974
3436,11487,0.0021317145
3436,3085,0.0017316968
3436,7977,0.0013544197
3436,3972,0.0011965835
3436,20624,0.0012760484
3436,2239,0.0015297047
3436,1997,0.001964036
3436,1996,0.0021361562
3436,5387,0.0018995524
3436,11814,0.0012034391
3436,4962,0.004357356
3436,2011,0.028853323
3436,2670,0.03921136
3436,1038,0.0148404455
3436,10994,0.072931744
3436,3436,0.03869002
3436,4106,0.07358874
3436,2020,0.010548979
3436,10847,0.010449016
3436,2012,0.00405338
3436,1996,0.008292276
3436,8382,0.0052111656
3436,2504,0.0033870551
3436,1012,0.02092126
3436,2035,0.0014712429
3436,2809,0.00092358125
3436,4654,0.0018907057
3436,5644,0.0018652467
3436,1010,0.0023507448
3436,5642,0.0015832478
3436,2011,0.0009948593
3436,2037,0.0012101643
3436,11867,0.00067015976
3436,10415,0.0029644093
3436,2075,0.002484439
3436,5098,0.0016121522
3436,4573,0.0014349684
3436,1998,0.0019880899
3436,3653,0.00092253485
3436,17421,0.0011342067
3436,24971,0.0013224817
3436,15543,0.0018258836
3436,4655,0.0019384051
3436,1997,0.0015873663
3436,1996,0.0014790709
3436,5387,0.000844673
3436,11814,0.00081536407
3436,4962,0.0024774056
3436,1999,0.0014846657
3436,2122,0.0007127829
3436,5022,0.0015503658
3436,1006,0.000805221
3436,2561,0.0006257129
3436,1019,0.0002790208
3436,1012,0.0006929511
3436,1019,0.00028141832
3436,21677,0.0016326305
3436,1999,0.0007625539
3436,3091,0.0011138147
3436,1007,0.014186899
3436,2020,0.00083946355
3436,26986,0.0023840528
3436,2007,0.0006144335
3436,1996,0.0005886267
3436,2224,0.0005075552
3436,1997,0.00053709216
3436,1996,0.00089288113
3436,17782,0.0013478191
3436,11022,0.001010045
3436,4677,0.0009372745
3436,4668,0.00095921074
3436,1010,0.0008609166
3436,2628,0.0005167347
3436,2011,0.00047964448
3436,3143,0.00044398682
3436,16371,0.00036068843
3436,14321,0.0004768799
3436,26601,0.0008171175
3436,5537,0.0010850269
3436,4106,0.0015267663
3436,1012,0.0010718784
3436,2093,0.0002660052
3436,2367,0.00025060753
3436,4127,0.00031732256
3436,1997,0.0003958451
3436,3117,0.00044155892
3436,2309,0.000251564
3436,2918,0.00039527903
3436,20885,0.000637806
3436,2015,0.0003254437
3436,1998,0.00039149242
3436,1037,0.00023592504
3436,1016,0.0001827037
3436,2918,0.00033848538
3436,1011,0.00030760252
3436,3940,0.00039948302
3436,16371,0.00034811528
3436,14321,0.00042026315
3436,26601,0.00086962787
3436,3972,0.000686536
3436,20624,0.00068888144
3436,2239,0.0005977801
3436,2020,0.0005440711
3436,4453,0.0010947298
3436,1012,0.010384263
3436,5776,0.0008026869
3436,1044,0.00025800476
3436,2497,0.000486829
3436,1011,0.0003648408
3436,1019,0.0002613896
3436,2018,0.00033093596
3436,2048,0.00021286141
3436,2391,0.00031576655
3436,14494,0.0010803923
3436,1999,0.00037120545
3436,2010,0.00063676754
3436,5387,0.00047669178
3436,11814,0.00034849523
3436,4962,0.0010316145
3436,1012,0.00085537665
3436,2028,0.0002561069
3436,2001,0.00034540534
3436,2284,0.0005889968
3436,2012,0.0003779987
3436,1996,0.00051954587
3436,15543,0.0009440077
3436,2555,0.00048766533
3436,2012,0.00043346963
3436,16371,0.00029377852
3436,14321,0.00046611205
3436,26601,0.00070361415
3436,1011,0.00050861575
3436,6535,0.000280979
3436,2509,0.00032947332
3436,1998,0.00074205257
3436,1996,0.00081910216
3436,2060,0.00037366306
3436,1006,0.0009885681
3436,1039,0.00030411984
3436,1011,0.00069268275
3436,2000,0.00041600052
3436,1011,0.0005415118
3436,1056,0.00044239138
3436,6653,0.0006486075
3436,1007,0.00038443547
3436,2001,0.00042257246
3436,2179,0.00092090346
3436,1999,0.0007358586
3436,4654,0.00053637
3436,2239,0.0005847616
3436,6819,0.00057347945
3436,1997,0.00077904155
3436,1996,0.00068831723
3436,4962,0.001332943
3436,5278,0.00069578935
3436,1043,0.00035920582
3436,19666,0.00069039076
3436,1011,0.00071403215
3436,19871,0.00065515545
3436,2000,0.0007195953
3436,1037,0.00057866966
3436,2644,0.0007359457
3436,19429,0.0009399446
3436,2239,0.00070514635
3436,1012,0.0020979997
3436,5776,0.0016169152
3436,1044,0.0005155483
3436,2497,0.00082750135
3436,1011,0.0012456251
3436,1020,0.00086530484
3436,2018,0.0013022376
3436,1037,0.0010665153
3436,2391,0.0009519284
3436,16221,0.0021405811
3436,1006,0.00087182206
3436,1043,0.00048430602
3436,1011,0.0005971301
3436,2000,0.0007604057
3436,1011,0.000678147
3436,1037,0.0005131814
3436,1007,0.0006633849
3436,1999,0.00097535335
3436,1996,0.0012421139
3436,11867,0.001309859
3436,13231,0.00318723
3436,5138,0.0011922902
3436,2953,0.0013434283
3436,2609,0.0016267233
3436,1010,0.008801212
3436,2029,0.000679121
3436,7153,0.0010525753
3436,1996,0.0008316365
3436,3671,0.00083101855
3436,11867,0.00064716075
3436,10415,0.0016424604
3436,2075,0.0022492048
3436,1997,0.0008030987
3436,1996,0.00072776794
3436,2197,0.0008774731
3436,17174,0.0014834605
3436,2078,0.0007887462
3436,1043,0.00050685706
3436,1012,0.023105886
3436,1037,0.0011792916
3436,2235,0.0010412598
3436,2048,0.0005663382
3436,1011,0.000898953
3436,16371,0.000624332
3436,14321,0.0008950493
3436,26601,0.0018480072
3436,3972,0.0030083072
3436,20624,0.0046259155
3436,2239,0.0018976975
3436,1999,0.003784952
3436,4654,0.0074656964
3436,2239,0.0026590254
3436,3523,0.0019193637
3436,2001,0.0013153412
3436,11156,0.002602888
3436,1999,0.0010540778
3436,5776,0.0013855472
3436,1044,0.00037379915
3436,2497,0.0005265492
3436,1011,0.0006767417
3436,1021,0.00047571782
3436,1998,0.00090447
3436,17544,0.0014876614
3436,11048,0.0012910282
3436,4048,0.0007944166
3436,18915,0.0008092702
3436,13096,0.0013480732
3436,12737,0.0010407201
3436,1998,0.00089260057
3436,12527,0.0007550577
3436,2011,0.00068688276
3436,1037,0.0008419976
3436,2644,0.0007405242
3436,19429,0.0010607287
3436,2239,0.0008916787
3436,1012,0.02281914
3436,2122,0.0007142846
3436,24501,0.0010765983
3436,2271,0.0009962999
3436,21593,0.001276534
3436,6592,0.001000894
3436,2008,0.00046976356
3436,2025,0.00039238663
3436,2069,0.00029754473
3436,1996,0.0007654758
3436,7977,0.0009862619
3436,4962,0.00196208
3436,3972,0.00083688425
3436,20624,0.0013388547
3436,2239,0.0011733973
3436,1997,0.00081675994
3436,5387,0.0006814825
3436,11814,0.00045768046
3436,4962,0.0012043912
3436,2021,0.00028665867
3436,2036,0.0001664383
3436,1996,0.00031773234
3436,2391,0.00033747367
3436,14494,0.00088659034
3436,2030,0.00025396288
3436,2235,0.00023260672
3436,16371,0.00024015193
3436,14321,0.00043442086
3436,26601,0.0005478857
3436,3972,0.00040061897
3436,20624,0.0005095442
3436,2239,0.00042179035
3436,2008,0.00029513228
3436,2089,0.00018892116
3436,3426,0.00030558213
3436,1996,0.008663681
3436,24191,0.0005344421
3436,1997,0.00045880003
3436,16861,0.00077292166
3436,2592,0.0004418
3436,2015,0.00038072644
3436,2005,0.0004035344
3436,9677,0.00031486992
3436,5250,0.00084003323
3436,10752,0.0009450217
3436,2003,0.00023448333
3436,3653,0.0003619655
3436,10521,0.00040074904
3436,19155,0.00036415132
3436,2000,0.0004140785
3436,2458,0.00047282947
3436,1997,0.0004867628
3436,3424,0.00038589645
3436,1011,0.0003419102
3436,5387,0.0003819596
3436,11814,0.00032426525
3436,25456,0.0016758168
3436,1999,0.00056619936
3436,5022,0.0008072079
3436,2007,0.0007029736
3436,19610,0.0009540881
3436,7361,0.00046848226
3436,19466,0.0008022439
3436,2401,0.0007082185
3436,1038,0.00036174024
3436,1012,0.00080976606
3436,102,0.21419145
4106,101,0.05624495
4106,6064,0.0021521572
4106,5537,0.0016626231
4106,4106,0.013630035
4106,1997,0.00087173824
4106,2093,0.0005960865
4106,24054,0.0016067552
4106,1011,0.00050265517
4106,3893,0.00093848177
4106,19610,0.0008900361
4106,7361,0.0002312712
4106,19466,0.0005385143
4106,2401,0.0004981597
4106,1038,0.0004976203
4106,5022,0.0015473736
4106,2302,0.00088060554
4106,7977,0.0008200158
4106,4962,0.0012591969
4106,3972,0.0003521789
4106,20624,0.0004699181
4106,2239,0.00050278084
4106,1024,0.0029897147
4106,8720,0.0020826512
4106,1997,0.00075956254
4106,2176,0.00059785275
4106,3117,0.00085978635
4106,14494,0.0016946421
4106,1999,0.0005772719
4106,5387,0.00062240247
4106,11814,0.0003497641
4106,4962,0.001170718
4106,1012,0.00357043
4106,2093,0.0018274646
4106,19610,0.00092896156
4106,7361,0.00023269928
4106,19466,0.00068586785
4106,2401,0.00090384774
4106,1038,0.000800792
4106,5022,0.0035432049
4106,2007,0.0014963802
4106,3424,0.0008988375
4106,1011,0.0003611714
4106,5387,0.0008691271
4106,11814,0.0005997363
4106,22931,0.004768129
4106,2040,0.0034547949
4106,2018,0.0027501925
4106,2053,0.0018520182
4106,11487,0.0032864346
4106,3085,0.002239033
4106,7977,0.0018081585
4106,3972,0.00075234997
4106,20624,0.0008165587
4106,2239,0.0014841754
4106,1997,0.0016243984
4106,1996,0.0018998435
4106,5387,0.0016689476
4106,11814,0.0010316418
4106,4962,0.0046479376
4106,2011,0.038546555
4106,2670,0.019118065
4106,1038,0.0050543267
4106,10994,0.011694379
4106,3436,0.038708866
4106,4106,0.0280529
4106,2020,0.032515775
4106,10847,0.014451544
4106,2012,0.006382795
4106,1996,0.009547544
4106,8382,0.0071163834
4106,2504,0.0042175134
4106,1012,0.023048656
4106,2035,0.002399172
4106,2809,0.0015843504
4106,4654,0.00093061966
4106,5644,0.0018880785
4106,1010,0.0032741886
4106,5642,0.0029938866
4106,2011,0.00096260925
4106,2037,0.001811481
4106,11867,0.00047966684
4106,10415,0.002014117
4106,2075,0.00096457993
4106,5098,0.0013117951
4106,4573,0.0013909048
4106,1998,0.0022290354
4106,3653,0.00056211563
4106,17421,0.00076124724
4106,24971,0.0015283697
4106,15543,0.0020808089
4106,4655,0.0016767953
4106,1997,0.0015469039
4106,1996,0.001627046
4106,5387,0.0010531836
4106,11814,0.0006970307
4106,4962,0.0026468146
4106,1999,0.0022253129
4106,2122,0.0011088484
4106,5022,0.0020732705
4106,1006,0.0009069455
4106,2561,0.00089646876
4106,1019,0.00029850347
4106,1012,0.0005866742
4106,1019,0.00027245053
4106,21677,0.0012965478
4106,1999,0.00069302693
4106,3091,0.0015063325
4106,1007,0.013630379
4106,2020,0.0015415015
4106,26986,0.003077821
4106,2007,0.0013912583
4106,1996,0.0008894205
4106,2224,0.0010825797
4106,1997,0.00071906706
4106,1996,0.0011898769
4106,17782,0.0008775399
4106,11022,0.00089813303
4106,4677,0.0006413481
4106,4668,0.0020939682
4106,1010,0.0012329994
4106,2628,0.0015927092
4106,2011,0.000784145
4106,3143,0.0008098078
4106,16371,0.0001922628
4106,14321,0.00034252997
4106,26601,0.00087122846
4106,5537,0.0009692778
4106,4106,0.010419837
4106,1012,0.0013225747
4106,2093,0.0003841268
4106,2367,0.0003962981
4106,4127,0.0005758054
4106,1997,0.00032467148
4106,3117,0.0005480054
4106,2309,0.00030076687
4106,2918,0.0003827406
4106,20885,0.0006561289
4106,2015,0.00024847445
4106,1998,0.0003517313
4106,1037,0.00021188443
4106,1016,0.00018788644
4106,2918,0.00035764943
4106,1011,0.00017391528
4106,3940,0.0003615625
4106,16371,0.00017734962
4106,14321,0.00028439797
4106,26601,0.000892159
4106,3972,0.0003411784
4106,20624,0.00036433566
4106,2239,0.00032635257
4106,2020,0.0009815486
4106,4453,0.0035709657
4106,1012,0.010332248
4106,5776,0.0011831088
4106,1044,0.00034374796
4106,2497,0.0002839466
4106,1011,0.0002629972
4106,1019,0.00032390523
4106,2018,0.00056321523
4106,2048,0.0002084632
4106,2391,0.00036674814
4106,14494,0.0014442296
4106,1999,0.00031677113
4106,2010,0.0006242756
4106,5387,0.00059977017
4106,11814,0.0003393547
4106,4962,0.0011932339
4106,1012,0.0009109524
4106,2028,0.00032901592
4106,2001,0.0006119292
4106,2284,0.00075202825
4106,2012,0.0003526323
4106,1996,0.00040553397
4106,15543,0.0010680128
4106,2555,0.0005186869
4106,2012,0.00037629867
4106,16371,0.00018570895
4106,14321,0.00028175642
4106,26601,0.0008211744
4106,1011,0.0003315775
4106,6535,0.0002907183
4106,2509,0.00042379787
4106,1998,0.0006616147
4106,1996,0.00064236374
4106,2060,0.00043340755
4106,1006,0.0006993989
4106,1039,0.00034561366
4106,1011,0.00046663824
4106,2000,0.00038186394
4106,1011,0.00031518977
4106,1056,0.00031906684
4106,6653,0.0005980133
4106,1007,0.00039678632
4106,2001,0.00061296043
4106,2179,0.0024823954
4106,1999,0.0005853204
4106,4654,0.0003883724
4106,2239,0.00038116556
4106,6819,0.00059065287
4106,1997,0.0006547319
4106,1996,0.0005890977
4106,4962,0.0012336691
4106,5278,0.0007534228
4106,1043,0.00024408281
4106,19666,0.00045622318
4106,1011,0.00042412835
4106,19871,0.00062682066
4106,2000,0.0005606169
4106,1037,0.0004551449
4106,2644,0.00057950575
4106,19429,0.0006451794
4106,2239,0.00034848726
4106,1012,0.0025713018
4106,5776,0.0018345664
4106,1044,0.00052944367
4106,2497,0.00046850828
4106,1011,0.0010441539
4106,1020,0.0012243313
4106,2018,0.0019803643
4106,1037,0.0013591318
4106,2391,0.0010139734
4106,16221,0.0030219546
4106,1006,0.000819895
4106,1043,0.0003501439
4106,1011,0.00045693532
4106,2000,0.0004987281
4106,1011,0.00062191853
4106,1037,0.00040756835
4106,1007,0.0006243093
4106,1999,0.0010061306
4106,1996,0.0012125706
4106,11867,0.00072560966
4106,13231,0.003227905
4106,5138,0.0010645146
4106,2953,0.0009876059
4106,2609,0.002690312
4106,1010,0.008726726
4106,2029,0.0007416251
4106,7153,0.0012028111
4106,1996,0.00066424656
4106,3671,0.0009819038
4106,11867,0.00050105667
4106,10415,0.001248177
4106,2075,0.00066254707
4106,1997,0.00069337955
4106,1996,0.0005693018
4106,2197,0.00090705353
4106,17174,0.0011864249
4106,2078,0.00063022104
4106,1043,0.00038415677
4106,1012,0.02285872
4106,1037,0.0012569127
4106,2235,0.0012164586
4106,2048,0.00056087784
4106,1011,0.0006610791
4106,16371,0.00036096448
4106,14321,0.0006284274
4106,26601,0.0018410488
4106,3972,0.00083005306
4106,20624,0.0010204543
4106,2239,0.0017672993
4106,1999,0.005079957
4106,4654,0.0018946264
4106,2239,0.0021003853
4106,3523,0.0019930915
4106,2001,0.0022048673
4106,11156,0.0048456104
4106,1999,0.0012496863
4106,5776,0.0017681126
4106,1044,0.00035347507
4106,2497,0.000382618
4106,1011,0.0005119647
4106,1021,0.0005027241
4106,1998,0.0010056719
4106,17544,0.0024947198
4106,11048,0.0012731749
4106,4048,0.00040110425
4106,18915,0.00071439485
4106,13096,0.0013308085
4106,12737,0.0010620181
4106,1998,0.0008947092
4106,12527,0.0011026098
4106,2011,0.00067781407
4106,1037,0.00062313926
4106,2644,0.0005789211
4106,19429,0.00062722375
4106,2239,0.0005224048
4106,1012,0.02222445
4106,2122,0.0013193579
4106,24501,0.0006988449
4106,2271,0.00062673615
4106,21593,0.0009917859
4106,6592,0.002325294
4106,2008,0.00073644303
4106,2025,0.000404749
4106,2069,0.00038520305
4106,1996,0.0007266092
4106,7977,0.0015789521
4106,4962,0.0020132156
4106,3972,0.00061801006
4106,20624,0.00057843665
4106,2239,0.00045694425
4106,1997,0.0008094103
4106,5387,0.00080534176
4106,11814,0.00048781457
4106,4962,0.0014526327
4106,2021,0.00036614895
4106,2036,0.00015554806
4106,1996,0.00024268084
4106,2391,0.00032131586
4106,14494,0.0012200932
4106,2030,0.00028032038
4106,2235,0.00031290343
4106,16371,0.00013536747
4106,14321,0.00023571774
4106,26601,0.0006775433
4106,3972,0.0002128941
4106,20624,0.00028147627
4106,2239,0.0002310615
4106,2008,0.0003708549
4106,2089,0.00032691492
4106,3426,0.00051875896
4106,1996,0.008307144
4106,24191,0.0005240918
4106,1997,0.0004285304
4106,16861,0.0007044286
4106,2592,0.0007585099
4106,2015,0.00036754474
4106,2005,0.00037551517
4106,9677,0.00036173643
4106,5250,0.0014263085
4106,10752,0.0010184316
4106,2003,0.00041652258
4106,3653,0.00027722932
4106,10521,0.00027215248
4106,19155,0.0003064785
4106,2000,0.00038189042
4106,2458,0.0007367498
4106,1997,0.00044967685
4106,3424,0.00044563832
4106,1011,0.00025273339
4106,5387,0.00039258398
4106,11814,0.00026323966
4106,25456,0.0014293188
4106,1999,0.00059071154
4106,5022,0.0012114199
4106,2007,0.00050657353
4106,19610,0.0005259692
4106,7361,0.00018155386
4106,19466,0.00053579605
4106,2401,0.0004667542
4106,1038,0.0003836781
4106,1012,0.0010510294
4106,102,0.27065748
2020,101,0.03609844
2020,6064,0.0014701562
2020,5537,0.0010034798
2020,4106,0.00427414
2020,1997,0.0023401533
2020,2093,0.0018837324
2020,24054,0.0008307151
2020,1011,0.0010160558
2020,3893,0.00081356487
2020,19610,0.00029815515
2020,7361,0.00019558248
2020,19466,0.0003433775
2020,2401,0.00083809416
2020,1038,0.00084575353
2020,5022,0.0024431183
2020,2302,0.0018651531
2020,7977,0.000715582
2020,4962,0.0006512057
2020,3972,0.00037587035
2020,20624,0.00042953918
2020,2239,0.0006481366
2020,1024,0.010353327
2020,8720,0.002675621
2020,1997,0.001531198
2020,2176,0.0010325662
2020,3117,0.0010518288
2020,14494,0.0009859254
2020,1999,0.0008152323
2020,5387,0.0006595448
2020,11814,0.00042624967
2020,4962,0.00069686637
2020,1012,0.012844056
2020,2093,0.010494856
2020,19610,0.00042992376
2020,7361,0.00025073407
2020,19466,0.00042609463
2020,2401,0.0013521473
2020,1038,0.0013294524
2020,5022,0.0141177075
2020,2007,0.0030390073
2020,3424,0.00076490454
2020,1011,0.0006443912
2020,5387,0.00087556214
2020,11814,0.0007067763
2020,22931,0.0026325167
2020,2040,0.01191853
2020,2018,0.005895161
2020,2053,0.0038550794
2020,11487,0.002239658
2020,3085,0.0031139941
2020,7977,0.0012416827
2020,3972,0.00071543886
2020,20624,0.0007610213
2020,2239,0.0031762414
2020,1997,0.0025189307
2020,1996,0.0024133208
2020,5387,0.0013179344
2020,11814,0.0008670361
2020,4962,0.0026796395
2020,2011,0.017434571
2020,2670,0.006990751
2020,1038,0.0016745911
2020,10994,0.003939118
2020,3436,0.008584246
2020,4106,0.033924587
2020,2020,0.032736573
2020,10847,0.09140188
2020,2012,0.017283486
2020,1996,0.017331192
2020,8382,0.008783104
2020,2504,0.008415833
2020,1012,0.041211274
2020,2035,0.008661561
2020,2809,0.0038901758
2020,4654,0.0010779111
2020,5644,0.0028871417
2020,1010,0.0063898545
2020,5642,0.00431979
2020,2011,0.00274901
2020,2037,0.0041187056
2020,11867,0.00032945132
2020,10415,0.0006391075
2020,2075,0.0008605472
2020,5098,0.0010227585
2020,4573,0.0012399533
2020,1998,0.003777322
2020,3653,0.0006014977
2020,17421,0.00052832766
2020,24971,0.0009953359
2020,15543,0.0010157429
2020,4655,0.0019025861
2020,1997,0.0014403318
2020,1996,0.0014482116
2020,5387,0.0008394657
2020,11814,0.0007501073
2020,4962,0.0012514585
2020,1999,0.0028982868
2020,2122,0.0049828403
2020,5022,0.0037322599
2020,1006,0.0021833268
2020,2561,0.0021218432
2020,1019,0.00041168343
2020,1012,0.00062567886
2020,1019,0.00038975145
2020,21677,0.0012052882
2020,1999,0.0007200663
2020,3091,0.00093015697
2020,1007,0.012189955
2020,2020,0.011160498
2020,26986,0.0023768884
2020,2007,0.002147862
2020,1996,0.0011724944
2020,2224,0.0010338528
2020,1997,0.00058986526
2020,1996,0.0008091711
2020,17782,0.0004493344
2020,11022,0.00040267096
2020,4677,0.0004085589
2020,4668,0.0006110374
2020,1010,0.0015248323
2020,2628,0.0026823191
2020,2011,0.0017626975
2020,3143,0.000848932
2020,16371,0.0001741701
2020,14321,0.00027216764
2020,26601,0.00037731358
2020,5537,0.0004943376
2020,4106,0.0009084253
2020,1012,0.0019114047
2020,2093,0.0009160035
2020,2367,0.0007881879
2020,4127,0.0006783091
2020,1997,0.0005072415
2020,3117,0.000679498
2020,2309,0.00033826023
2020,2918,0.00025944225
2020,20885,0.00046123742
2020,2015,0.000373634
2020,1998,0.0007152328
2020,1037,0.00032910897
2020,1016,0.00031061636
2020,2918,0.00028293103
2020,1011,0.00036685998
2020,3940,0.00048580786
2020,16371,0.00015290584
2020,14321,0.00022489148
2020,26601,0.00048149555
2020,3972,0.00021729272
2020,20624,0.00028704444
2020,2239,0.00033665478
2020,2020,0.008992427
2020,4453,0.010877011
2020,1012,0.010487564
2020,5776,0.0024584313
2020,1044,0.00050279376
2020,2497,0.00043264581
2020,1011,0.0006180402
2020,1019,0.00046719672
2020,2018,0.002388364
2020,2048,0.0004153902
2020,2391,0.00033931344
2020,14494,0.0007034593
2020,1999,0.00042444645
2020,2010,0.0013697945
2020,5387,0.0005041217
2020,11814,0.00029586029
2020,4962,0.00058331166
2020,1012,0.0011312953
2020,2028,0.00064678566
2020,2001,0.003597127
2020,2284,0.00092003815
2020,2012,0.0005152213
2020,1996,0.0004684402
2020,15543,0.0005163154
2020,2555,0.0005177674
2020,2012,0.0006059519
2020,16371,0.0001586808
2020,14321,0.00021752731
2020,26601,0.00044938704
2020,1011,0.0006346302
2020,6535,0.00031120455
2020,2509,0.0004338245
2020,1998,0.0013545555
2020,1996,0.00070415053
2020,2060,0.0006607787
2020,1006,0.00083500677
2020,1039,0.00028107667
2020,1011,0.00069902523
2020,2000,0.00026262781
2020,1011,0.00048939505
2020,1056,0.00027801693
2020,6653,0.00037453172
2020,1007,0.0006938198
2020,2001,0.0035370577
2020,2179,0.0020672209
2020,1999,0.0008777268
2020,4654,0.00034165912
2020,2239,0.00037053865
2020,6819,0.00047644967
2020,1997,0.0008272118
2020,1996,0.0006970272
2020,4962,0.000841353
2020,5278,0.0009224777
2020,1043,0.00027467735
2020,19666,0.0003349338
2020,1011,0.0006430027
2020,19871,0.0004566961
2020,2000,0.00065090583
2020,1037,0.0005296181
2020,2644,0.00048790817
