from,to,weight
5776,17421,0.0002316007
5776,24971,0.00040126688
5776,15543,0.00073061435
5776,4655,0.00032840995
5776,1997,0.00021532249
5776,1996,0.00031685198
5776,5387,0.0006160073
5776,11814,0.00051751063
5776,4962,0.00069532153
5776,1999,0.00055501703
5776,2122,0.00070074754
5776,5022,0.0047197305
5776,1006,0.00027465835
5776,2561,0.0003854803
5776,1019,0.00017712201
5776,1012,0.00026516817
5776,1019,0.00018353033
5776,21677,0.0008234303
5776,1999,0.00023212323
5776,3091,0.00037221337
5776,1007,0.012377008
5776,2020,0.0006941441
5776,26986,0.0005504933
5776,2007,0.00037895792
5776,1996,0.0004622797
5776,2224,0.0003903097
5776,1997,0.00027303622
5776,1996,0.00062767864
5776,17782,0.00079705886
5776,11022,0.0010036482
5776,4677,0.0005625861
5776,4668,0.0006082977
5776,1010,0.0005564986
5776,2628,0.00057134614
5776,2011,0.00040758413
5776,3143,0.00034326836
5776,16371,0.0003682981
5776,14321,0.00035132148
5776,26601,0.0009130584
5776,5537,0.0006305631
5776,4106,0.0007328402
5776,1012,0.0016703043
5776,2093,0.00085884443
5776,2367,0.0007449311
5776,4127,0.0011297031
5776,1997,0.0006308772
5776,3117,0.001030742
5776,2309,0.000665455
5776,2918,0.0008668735
5776,20885,0.0012224662
5776,2015,0.0006779721
5776,1998,0.0010843974
5776,1037,0.0008481226
5776,1016,0.00057091285
5776,2918,0.0010327889
5776,1011,0.0006111984
5776,3940,0.0010465572
5776,16371,0.0006703933
5776,14321,0.0008838841
5776,26601,0.0019968003
5776,3972,0.00094619766
5776,20624,0.0017277859
5776,2239,0.0016479861
5776,2020,0.005181187
5776,4453,0.005336789
5776,1012,0.04006042
5776,5776,0.036555767
5776,1044,0.030781282
5776,2497,0.01015266
5776,1011,0.009838638
5776,1019,0.007462328
5776,2018,0.017192448
5776,2048,0.0032378063
5776,2391,0.0017826036
5776,14494,0.0048794607
5776,1999,0.0028761125
5776,2010,0.020531943
5776,5387,0.0026136923
5776,11814,0.0026861955
5776,4962,0.0061775804
5776,1012,0.0060039195
5776,2028,0.001319815
5776,2001,0.002078851
5776,2284,0.0015448645
5776,2012,0.00093799393
5776,1996,0.001451335
5776,15543,0.0015973959
5776,2555,0.0008446546
5776,2012,0.0011153163
5776,16371,0.00048244922
5776,14321,0.00053068186
5776,26601,0.0016657612
5776,1011,0.0009225462
5776,6535,0.000589253
5776,2509,0.0008151548
5776,1998,0.0017942807
5776,1996,0.0013832146
5776,2060,0.0011773683
5776,1006,0.001085383
5776,1039,0.0015481338
5776,1011,0.0005194413
5776,2000,0.0012013089
5776,1011,0.00059016404
5776,1056,0.0010601785
5776,6653,0.001320434
5776,1007,0.0008729897
5776,2001,0.002507373
5776,2179,0.0018216206
5776,1999,0.0023163173
5776,4654,0.00058276113
5776,2239,0.0012981312
5776,6819,0.0010310627
5776,1997,0.0008234293
5776,1996,0.001344116
5776,4962,0.0014983562
5776,5278,0.0006438319
5776,1043,0.0002882325
5776,19666,0.00049574656
5776,1011,0.00039426875
5776,19871,0.0005059175
5776,2000,0.00035450663
5776,1037,0.00037978502
5776,2644,0.00055719994
5776,19429,0.0006143794
5776,2239,0.00039631527
5776,1012,0.0023464516
5776,5776,0.013845761
5776,1044,0.0007625821
5776,2497,0.00034640817
5776,1011,0.0005660536
5776,1020,0.0005371841
5776,2018,0.0008306704
5776,1037,0.00039541427
5776,2391,0.0004219654
5776,16221,0.001097312
5776,1006,0.00031768702
5776,1043,0.00025994662
5776,1011,0.00020663122
5776,2000,0.00028445065
5776,1011,0.00021953369
5776,1037,0.00021736091
5776,1007,0.00029120388
5776,1999,0.00040306573
5776,1996,0.0008075248
5776,11867,0.00024828137
5776,13231,0.0014166284
5776,5138,0.0008394665
5776,2953,0.00042700008
5776,2609,0.0006594902
5776,1010,0.007165447
5776,2029,0.00039358478
5776,7153,0.00047456747
5776,1996,0.00042851223
5776,3671,0.0007126148
5776,11867,0.00018708858
5776,10415,0.000289855
5776,2075,0.00017953085
5776,1997,0.00020433856
5776,1996,0.00033864906
5776,2197,0.00029237205
5776,17174,0.00078328844
5776,2078,0.00024872122
5776,1043,0.00017866465
5776,1012,0.019237278
5776,1037,0.00028579723
5776,2235,0.00019845909
5776,2048,0.000121183904
5776,1011,0.0001400875
5776,16371,0.0002584913
5776,14321,0.00024757866
5776,26601,0.00074603903
5776,3972,0.00018801726
5776,20624,0.00028065365
5776,2239,0.0002426495
5776,1999,0.00029106584
5776,4654,0.00038602846
5776,2239,0.00048601316
5776,3523,0.00039733032
5776,2001,0.0004921022
5776,11156,0.0006643185
5776,1999,0.0012270787
5776,5776,0.013516872
5776,1044,0.001622254
5776,2497,0.00036280075
5776,1011,0.00049337576
5776,1021,0.00022064646
5776,1998,0.00023893466
5776,17544,0.00044106858
5776,11048,0.00046057327
5776,4048,0.00014313623
5776,18915,0.00032527623
5776,13096,0.00072345964
5776,12737,0.0006565507
5776,1998,0.00019356313
5776,12527,0.00043320333
5776,2011,0.00016972993
5776,1037,0.0001229073
5776,2644,0.0003060203
5776,19429,0.00036077516
5776,2239,0.00017169889
5776,1012,0.0192786
5776,2122,0.00041953428
5776,24501,0.0002795121
5776,2271,0.00038360173
5776,21593,0.0005861286
5776,6592,0.0008792792
5776,2008,0.00044172342
5776,2025,0.0001706473
5776,2069,0.0001713888
5776,1996,0.00035311992
5776,7977,0.0006059737
5776,4962,0.00073573895
5776,3972,0.0001669675
5776,20624,0.0003188095
5776,2239,0.00021625582
5776,1997,0.00027354926
5776,5387,0.00076558895
5776,11814,0.00052635773
5776,4962,0.00089076004
5776,2021,0.00026052358
5776,2036,0.00020500559
5776,1996,0.0002463029
5776,2391,0.000299347
5776,14494,0.0009295041
5776,2030,0.00026459916
5776,2235,0.0001839584
5776,16371,0.0002752309
5776,14321,0.0002461136
5776,26601,0.00066127
5776,3972,0.00016673372
5776,20624,0.00029913275
5776,2239,0.0002367706
5776,2008,0.0003575275
5776,2089,0.0004582238
5776,3426,0.0004660289
5776,1996,0.008162432
5776,24191,0.0006124526
5776,1997,0.00033620375
5776,16861,0.0010713303
5776,2592,0.0006009413
5776,2015,0.00043854336
5776,2005,0.00060110155
5776,9677,0.0014029596
5776,5250,0.0021730294
5776,10752,0.0019073358
5776,2003,0.0008565372
5776,3653,0.00068413303
5776,10521,0.0005094086
5776,19155,0.0005508176
5776,2000,0.00070434384
5776,2458,0.0011664081
5776,1997,0.0014218623
5776,3424,0.00044221862
5776,1011,0.0006086201
5776,5387,0.00072442036
5776,11814,0.00055156264
5776,25456,0.001987882
5776,1999,0.0014157651
5776,5022,0.006550486
5776,2007,0.0018782107
5776,19610,0.0005720729
5776,7361,0.00031854564
5776,19466,0.000562288
5776,2401,0.0017227499
5776,1038,0.0010183428
5776,1012,0.0023795024
5776,102,0.30760852
1044,101,0.09325385
1044,6064,0.0020743378
1044,5537,0.0011176888
1044,4106,0.0012003771
1044,1997,0.0009032164
1044,2093,0.0010122409
1044,24054,0.0026529573
1044,1011,0.0011396132
1044,3893,0.0027062153
1044,19610,0.0021581056
1044,7361,0.0020751634
1044,19466,0.0034461294
1044,2401,0.0025999185
1044,1038,0.002830225
1044,5022,0.0030472788
1044,2302,0.0012352603
1044,7977,0.0016310506
1044,4962,0.0014390476
1044,3972,0.00077047467
1044,20624,0.00085237034
1044,2239,0.00092096586
1044,1024,0.0020530722
1044,8720,0.0011775158
1044,1997,0.00069767196
1044,2176,0.0007053167
1044,3117,0.00091621996
1044,14494,0.0017271338
1044,1999,0.000605179
1044,5387,0.0017352003
1044,11814,0.0024981366
1044,4962,0.0015316624
1044,1012,0.002056887
1044,2093,0.0011512311
1044,19610,0.0013360489
1044,7361,0.0010867213
1044,19466,0.001756577
1044,2401,0.0023331349
1044,1038,0.0033382312
1044,5022,0.0019431926
1044,2007,0.0011038731
1044,3424,0.0011945335
1044,1011,0.0006845559
1044,5387,0.0018183171
1044,11814,0.0022231212
1044,22931,0.0041097123
1044,2040,0.0007813124
1044,2018,0.0005146369
1044,2053,0.0004093764
1044,11487,0.0006999758
1044,3085,0.00043435715
1044,7977,0.0005843642
1044,3972,0.00045483292
1044,20624,0.00042786144
1044,2239,0.0004162485
1044,1997,0.00037926753
1044,1996,0.0005564483
1044,5387,0.000905625
1044,11814,0.0013210071
1044,4962,0.0006970824
1044,2011,0.00037212612
1044,2670,0.0006561058
1044,1038,0.0010081196
1044,10994,0.0012665597
1044,3436,0.00033760234
1044,4106,0.0006690004
1044,2020,0.0007320278
1044,10847,0.0006519167
1044,2012,0.00040250947
1044,1996,0.0053833015
1044,8382,0.0008480287
1044,2504,0.00044558736
1044,1012,0.013451761
1044,2035,0.0003045376
1044,2809,0.0003254457
1044,4654,0.00042280796
1044,5644,0.00057848886
1044,1010,0.00036794195
1044,5642,0.00029517064
1044,2011,0.00023116423
1044,2037,0.00021159755
1044,11867,0.00042194236
1044,10415,0.00032988153
1044,2075,0.00019146009
1044,5098,0.00039454192
1044,4573,0.0002695296
1044,1998,0.00027267975
1044,3653,0.00017431079
1044,17421,0.00023080358
1044,24971,0.00026110772
1044,15543,0.0006332245
1044,4655,0.00031118718
1044,1997,0.0002428536
1044,1996,0.0003475729
1044,5387,0.0010625148
1044,11814,0.0013333234
1044,4962,0.0006348001
1044,1999,0.0002568469
1044,2122,0.00048123585
1044,5022,0.00093092665
1044,1006,0.00029108088
1044,2561,0.00028623745
1044,1019,0.00025788715
1044,1012,0.0002511419
1044,1019,0.00027327504
1044,21677,0.0010520295
1044,1999,0.00020324292
1044,3091,0.00034175062
1044,1007,0.013010226
1044,2020,0.00042879142
1044,26986,0.00053620327
1044,2007,0.00032683232
1044,1996,0.00034346888
1044,2224,0.0002777472
1044,1997,0.00034608887
1044,1996,0.0005643003
1044,17782,0.00081360183
1044,11022,0.0009853855
1044,4677,0.0004531205
1044,4668,0.00046967773
1044,1010,0.00041943914
1044,2628,0.0003207751
1044,2011,0.00029760072
1044,3143,0.00034751478
1044,16371,0.0005162846
1044,14321,0.0003828671
1044,26601,0.0012141303
1044,5537,0.00066646346
1044,4106,0.0005802987
1044,1012,0.0011689248
1044,2093,0.0005547397
1044,2367,0.0005713969
1044,4127,0.00081314286
1044,1997,0.00052473106
1044,3117,0.0008044759
1044,2309,0.00051857275
1044,2918,0.00064789027
1044,20885,0.00071584655
1044,2015,0.00049384165
1044,1998,0.0006283833
1044,1037,0.0008090218
1044,1016,0.00077956886
1044,2918,0.00084638724
1044,1011,0.00049854064
1044,3940,0.0011335801
1044,16371,0.00082325627
1044,14321,0.0006810745
1044,26601,0.0020095136
1044,3972,0.001149404
1044,20624,0.001315306
1044,2239,0.0012807479
1044,2020,0.0017129134
1044,4453,0.002894787
1044,1012,0.022066036
1044,5776,0.049644966
1044,1044,0.04192414
1044,2497,0.061200064
1044,1011,0.01637546
1044,1019,0.012293718
1044,2018,0.0076613775
1044,2048,0.0019270914
1044,2391,0.0013146235
1044,14494,0.0039655096
1044,1999,0.0015497074
1044,2010,0.015035674
1044,5387,0.0032744647
1044,11814,0.0030005507
1044,4962,0.0034215327
1044,1012,0.0036234302
1044,2028,0.0010327402
1044,2001,0.0011143782
1044,2284,0.0009969624
1044,2012,0.0005355159
1044,1996,0.00070620136
1044,15543,0.0012724262
1044,2555,0.0006843836
1044,2012,0.0006477604
1044,16371,0.0010179717
1044,14321,0.00047291387
1044,26601,0.0015708805
1044,1011,0.0010073506
1044,6535,0.0011844762
1044,2509,0.0011620993
1044,1998,0.00091470487
1044,1996,0.0007154655
1044,2060,0.00070062495
1044,1006,0.0009907819
1044,1039,0.0016868705
1044,1011,0.00076050195
1044,2000,0.0009505749
1044,1011,0.0010768393
1044,1056,0.0022477235
1044,6653,0.0010346933
1044,1007,0.0005786081
1044,2001,0.000975674
1044,2179,0.00091149233
1044,1999,0.0007815935
1044,4654,0.0005830715
1044,2239,0.0006200365
1044,6819,0.0013635965
1044,1997,0.00050357945
1044,1996,0.0006685297
1044,4962,0.0008870411
1044,5278,0.00040534345
1044,1043,0.0017800087
1044,19666,0.0009143607
1044,1011,0.0004690759
1044,19871,0.0005866345
1044,2000,0.00023186363
1044,1037,0.0003584405
1044,2644,0.00051685
1044,19429,0.0005314069
1044,2239,0.00034515644
1044,1012,0.0011100979
1044,5776,0.0011363816
1044,1044,0.009626314
1044,2497,0.0022339316
1044,1011,0.0004615755
1044,1020,0.0011007019
1044,2018,0.0005523649
1044,1037,0.0003386525
1044,2391,0.00034548732
1044,16221,0.0009899356
1044,1006,0.0003277304
1044,1043,0.0012267433
1044,1011,0.000228958
1044,2000,0.00021083905
1044,1011,0.00025561292
1044,1037,0.000353763
1044,1007,0.00024374585
1044,1999,0.00025019693
1044,1996,0.0003866415
1044,11867,0.00041568791
1044,13231,0.0014442538
1044,5138,0.00033345484
1044,2953,0.00049755693
1044,2609,0.00048329282
1044,1010,0.0073242495
1044,2029,0.00023828351
1044,7153,0.0003501323
1044,1996,0.00024161786
1044,3671,0.00036868113
1044,11867,0.0002921159
1044,10415,0.00030893646
1044,2075,0.0001635236
1044,1997,0.00020415764
1044,1996,0.00017510478
1044,2197,0.00019276568
1044,17174,0.0007509735
1044,2078,0.00033340152
1044,1043,0.00079340657
1044,1012,0.019455468
1044,1037,0.0002573311
1044,2235,0.00016218204
1044,2048,0.00012257852
1044,1011,0.00014742839
1044,16371,0.00027320022
1044,14321,0.0002037077
1044,26601,0.00068195775
1044,3972,0.00022303655
1044,20624,0.00029262318
1044,2239,0.00020280211
1044,1999,0.00022167788
1044,4654,0.0003216218
1044,2239,0.00032460957
1044,3523,0.000715632
1044,2001,0.00032344088
1044,11156,0.00047110787
1044,1999,0.00023198762
1044,5776,0.0008743933
1044,1044,0.016449986
1044,2497,0.006311775
1044,1011,0.00046599557
1044,1021,0.00046197977
1044,1998,0.00016562741
1044,17544,0.00026517236
1044,11048,0.00031526227
1044,4048,0.00022866414
1044,18915,0.00029001344
1044,13096,0.0007588742
1044,12737,0.0004376439
1044,1998,0.00013946739
1044,12527,0.00025189025
1044,2011,0.000133409
1044,1037,0.00013298087
1044,2644,0.00020865072
1044,19429,0.00027230172
1044,2239,0.0001726218
1044,1012,0.019800615
1044,2122,0.00020052359
1044,24501,0.00018711248
1044,2271,0.000331335
1044,21593,0.00037288386
1044,6592,0.00040298462
1044,2008,0.00023795794
1044,2025,0.00016367825
1044,2069,0.0001265295
1044,1996,0.00019102218
1044,7977,0.0006032786
1044,4962,0.000453385
1044,3972,0.00025739893
1044,20624,0.00026223733
1044,2239,0.00018382336
1044,1997,0.00023860355
1044,5387,0.0016751828
1044,11814,0.0013762977
1044,4962,0.0005067941
1044,2021,0.000229459
1044,2036,0.00014181407
1044,1996,0.00014872396
1044,2391,0.00021003479
1044,14494,0.00060826767
1044,2030,0.00020014677
1044,2235,0.0001718769
1044,16371,0.0002981414
1044,14321,0.00022516552
1044,26601,0.00064331386
1044,3972,0.00020597171
1044,20624,0.0002921991
1044,2239,0.0002495943
1044,2008,0.00018188174
1044,2089,0.00025756043
1044,3426,0.00030099563
1044,1996,0.00813694
1044,24191,0.00031198256
1044,1997,0.00024569532
1044,16861,0.0005641683
1044,2592,0.00035926007
1044,2015,0.0002651019
1044,2005,0.00028576705
1044,9677,0.00065422116
1044,5250,0.0013634594
1044,10752,0.00093387667
1044,2003,0.00048028646
1044,3653,0.00030334695
1044,10521,0.00037125606
1044,19155,0.00046096416
1044,2000,0.00037259626
1044,2458,0.00046833677
1044,1997,0.00054168404
1044,3424,0.00046413403
1044,1011,0.0004566848
1044,5387,0.00094275177
1044,11814,0.0010047435
1044,25456,0.0018551996
1044,1999,0.00048333837
1044,5022,0.00097338867
1044,2007,0.0005195984
1044,19610,0.00056438975
1044,7361,0.00047225077
1044,19466,0.0006803688
1044,2401,0.00081520475
1044,1038,0.0023239136
1044,1012,0.0014026398
1044,102,0.29814154
2497,101,0.083617195
2497,6064,0.0017321429
2497,5537,0.0010295664
2497,4106,0.0010097141
2497,1997,0.0011772321
2497,2093,0.0010684323
2497,24054,0.002693064
2497,1011,0.0010150573
2497,3893,0.002434833
2497,19610,0.0022266826
2497,7361,0.002229947
2497,19466,0.003527571
2497,2401,0.0023760137
2497,1038,0.0029628512
2497,5022,0.0027487858
2497,2302,0.001273387
2497,7977,0.0014153492
2497,4962,0.0015030071
2497,3972,0.0006725803
2497,20624,0.0009638313
2497,2239,0.0011247541
2497,1024,0.0017688503
2497,8720,0.0010310824
2497,1997,0.0010229935
2497,2176,0.00081521884
2497,3117,0.0007561573
2497,14494,0.0015548549
2497,1999,0.0007613134
2497,5387,0.001043371
2497,11814,0.0025319634
2497,4962,0.0013711489
2497,1012,0.0015619695
2497,2093,0.0008200402
2497,19610,0.0008402662
2497,7361,0.00091694854
2497,19466,0.0011421975
2497,2401,0.0015118481
2497,1038,0.0019064707
2497,5022,0.0015554314
2497,2007,0.0010928456
2497,3424,0.0010037085
2497,1011,0.00072212354
2497,5387,0.0010638374
2497,11814,0.0022359204
2497,22931,0.0030908904
2497,2040,0.00075194734
2497,2018,0.0004217186
2497,2053,0.00036588588
2497,11487,0.00046707215
2497,3085,0.0002982882
2497,7977,0.00048243575
2497,3972,0.00038538693
2497,20624,0.00049180916
2497,2239,0.00054781075
2497,1997,0.00052641076
2497,1996,0.0006376159
2497,5387,0.0005682043
2497,11814,0.0013517344
2497,4962,0.0006545245
2497,2011,0.00046931353
2497,2670,0.00056415936
2497,1038,0.00066339195
2497,10994,0.00034779077
2497,3436,0.00043993248
2497,4106,0.0005504196
2497,2020,0.0006550388
2497,10847,0.0006433131
2497,2012,0.0003985353
2497,1996,0.005074891
2497,8382,0.00080814783
2497,2504,0.00034867707
2497,1012,0.013066043
2497,2035,0.0003195802
2497,2809,0.00043242096
2497,4654,0.0005211572
2497,5644,0.00076989405
2497,1010,0.00043868998
2497,5642,0.0002268783
2497,2011,0.0003559452
2497,2037,0.0002445732
2497,11867,0.00034133377
2497,10415,0.0003925712
2497,2075,0.00032141624
2497,5098,0.00040535734
2497,4573,0.00029355206
2497,1998,0.00050853344
2497,3653,0.00016684849
2497,17421,0.00031227723
2497,24971,0.0002510185
2497,15543,0.0005967018
2497,4655,0.00027326893
2497,1997,0.00034145027
2497,1996,0.0004116081
2497,5387,0.0006466655
2497,11814,0.0013642984
2497,4962,0.00068763254
2497,1999,0.00034954448
2497,2122,0.0011435637
2497,5022,0.0011072312
2497,1006,0.0003397163
2497,2561,0.00023305423
2497,1019,0.00035815526
2497,1012,0.0004023573
2497,1019,0.00050662283
2497,21677,0.0014236311
2497,1999,0.0002933952
2497,3091,0.00031046217
2497,1007,0.012359095
2497,2020,0.00043809984
2497,26986,0.0005562509
2497,2007,0.00037889762
2497,1996,0.00046428354
2497,2224,0.00032631314
2497,1997,0.00042243794
2497,1996,0.00072015874
2497,17782,0.00078819867
2497,11022,0.0010576304
2497,4677,0.00044014616
2497,4668,0.00040623234
2497,1010,0.00060081057
2497,2628,0.00032919474
2497,2011,0.00047453944
2497,3143,0.00029534654
2497,16371,0.0005290334
2497,14321,0.00048265877
2497,26601,0.0014303334
2497,5537,0.00086344295
2497,4106,0.00073897064
2497,1012,0.001432228
2497,2093,0.0008364419
2497,2367,0.00052788894
2497,4127,0.00075602793
2497,1997,0.0011870692
2497,3117,0.0007603628
2497,2309,0.00057592493
2497,2918,0.0007031856
2497,20885,0.00095207413
2497,2015,0.00094333745
2497,1998,0.0014321248
2497,1037,0.0012373511
2497,1016,0.0009772204
2497,2918,0.0010416443
2497,1011,0.00087110937
2497,3940,0.001256837
2497,16371,0.0011943256
2497,14321,0.0009776708
2497,26601,0.0023947703
2497,3972,0.0009097087
2497,20624,0.0014108169
2497,2239,0.0018235495
2497,2020,0.0019897926
2497,4453,0.0024568066
2497,1012,0.02117213
2497,5776,0.0514332
2497,1044,0.05076241
2497,2497,0.032233436
2497,1011,0.04778033
2497,1019,0.027819598
2497,2018,0.0112823825
2497,2048,0.0030032343
2497,2391,0.0016739884
2497,14494,0.0048055183
2497,1999,0.0023203853
2497,2010,0.01712782
2497,5387,0.0020961375
2497,11814,0.0041098655
2497,4962,0.005634997
2497,1012,0.0032774864
2497,2028,0.001215782
2497,2001,0.0011400521
2497,2284,0.0010865887
2497,2012,0.00081735547
2497,1996,0.0012568989
2497,15543,0.001322006
2497,2555,0.00089588534
2497,2012,0.0008747716
2497,16371,0.0005471081
2497,14321,0.00062063825
2497,26601,0.0020243581
2497,1011,0.0015297537
2497,6535,0.0010759231
2497,2509,0.0013037142
2497,1998,0.0012337897
2497,1996,0.00095163286
2497,2060,0.0007423492
2497,1006,0.0010786481
2497,1039,0.0014523421
2497,1011,0.0007680633
2497,2000,0.0015237017
2497,1011,0.0007242888
2497,1056,0.0023464349
2497,6653,0.0013961866
2497,1007,0.00066254777
2497,2001,0.0009339195
2497,2179,0.00091825594
2497,1999,0.00094222213
2497,4654,0.00056424644
2497,2239,0.0010813655
2497,6819,0.0013484311
2497,1997,0.0008395592
2497,1996,0.0010059172
2497,4962,0.0009068518
2497,5278,0.00033198955
2497,1043,0.0006642403
2497,19666,0.0015173919
2497,1011,0.00071078155
2497,19871,0.00066453393
2497,2000,0.00040334323
2497,1037,0.0004690098
2497,2644,0.00034004243
2497,19429,0.00072212686
2497,2239,0.0006179928
2497,1012,0.0011270453
2497,5776,0.000942111
2497,1044,0.0007907674
2497,2497,0.011975386
2497,1011,0.0013887609
2497,1020,0.0013104692
2497,2018,0.00049247564
2497,1037,0.00040804793
2497,2391,0.0002946448
2497,16221,0.0008406747
2497,1006,0.00044772128
2497,1043,0.00045037124
2497,1011,0.00032552646
2497,2000,0.00041772626
2497,1011,0.00032947157
2497,1037,0.00047644146
2497,1007,0.0002908452
2497,1999,0.0003186399
2497,1996,0.00050759
2497,11867,0.00046815464
2497,13231,0.0012937532
2497,5138,0.00041311482
2497,2953,0.00053059723
2497,2609,0.0005452101
2497,1010,0.007063552
2497,2029,0.00031923843
2497,7153,0.00037514776
2497,1996,0.00036578684
2497,3671,0.00023925697
2497,11867,0.0003382012
2497,10415,0.00040220623
2497,2075,0.00024021417
2497,1997,0.0003119415
2497,1996,0.00032395203
2497,2197,0.00022426393
2497,17174,0.00052255363
2497,2078,0.0006007443
2497,1043,0.0002977079
2497,1012,0.019070426
2497,1037,0.0003190493
2497,2235,0.00015250454
2497,2048,0.00015501375
2497,1011,0.0002477427
2497,16371,0.00020060466
2497,14321,0.00026071156
2497,26601,0.00073670805
2497,3972,0.0002327066
2497,20624,0.00030898643
2497,2239,0.00041209892
2497,1999,0.00027453527
2497,4654,0.00041523762
2497,2239,0.0006047444
2497,3523,0.0006592997
2497,2001,0.00031498328
2497,11156,0.00040921936
2497,1999,0.0003258834
2497,5776,0.00110822
2497,1044,0.0011344999
2497,2497,0.015071603
2497,1011,0.0034722076
2497,1021,0.0037602307
2497,1998,0.0003722076
2497,17544,0.00033729928
2497,11048,0.0003374513
2497,4048,0.0003034317
2497,18915,0.0002460076
2497,13096,0.000645249
2497,12737,0.00048797106
2497,1998,0.00033245914
2497,12527,0.00023927739
2497,2011,0.00022499189
2497,1037,0.0001721102
2497,2644,0.00015291407
2497,19429,0.0003718303
2497,2239,0.00037272906
2497,1012,0.019170012
2497,2122,0.00024723794
2497,24501,0.00019615293
2497,2271,0.00046817565
2497,21593,0.0005627167
2497,6592,0.00053190294
2497,2008,0.0003103035
2497,2025,0.00016202098
2497,2069,0.0001553477
2497,1996,0.00029645814
2497,7977,0.0006081339
2497,4962,0.0005079949
2497,3972,0.00036507045
2497,20624,0.00052487873
2497,2239,0.00034185278
2497,1997,0.0004087602
2497,5387,0.000953886
2497,11814,0.0014209636
2497,4962,0.00074188923
2497,2021,0.00028552627
2497,2036,0.00025789952
2497,1996,0.00026470257
2497,2391,0.0002194525
2497,14494,0.00061497744
2497,2030,0.00030163655
2497,2235,0.00017952707
2497,16371,0.00024073152
2497,14321,0.00029717706
2497,26601,0.00079072756
2497,3972,0.00024251836
2497,20624,0.00034947548
2497,2239,0.00041465764
2497,2008,0.00029932187
2497,2089,0.0003607852
2497,3426,0.00026118735
2497,1996,0.007818
2497,24191,0.00031330428
2497,1997,0.00047666012
2497,16861,0.0008551377
2497,2592,0.0004111339
2497,2015,0.00046204415
2497,2005,0.0004887811
2497,9677,0.0007587965
2497,5250,0.0017385249
2497,10752,0.0011708267
2497,2003,0.00074340747
2497,3653,0.00039751604
2497,10521,0.00047194483
2497,19155,0.000607316
2497,2000,0.00058539014
2497,2458,0.0006330287
2497,1997,0.0015500655
2497,3424,0.00041272098
2497,1011,0.00071804953
2497,5387,0.0007196194
2497,11814,0.0010628974
2497,25456,0.0019074351
2497,1999,0.000926036
2497,5022,0.0013561122
2497,2007,0.00067783124
2497,19610,0.00042366862
2497,7361,0.0005053743
2497,19466,0.0005649691
2497,2401,0.0009311338
2497,1038,0.0022787447
2497,1012,0.0025512034
2497,102,0.25702316
1011,101,0.065852806
1011,6064,0.0016784155
1011,5537,0.0013743468
1011,4106,0.0015213415
1011,1997,0.0014802553
1011,2093,0.0016885205
1011,24054,0.002415144
1011,1011,0.0028774173
1011,3893,0.0042494335
1011,19610,0.002197468
1011,7361,0.001699261
1011,19466,0.002741879
1011,2401,0.0034464963
1011,1038,0.0033307907
1011,5022,0.0047478946
1011,2302,0.0023781285
1011,7977,0.0017039465
1011,4962,0.0021930577
1011,3972,0.00082724646
1011,20624,0.0010558743
1011,2239,0.001259696
1011,1024,0.0027305402
1011,8720,0.001688032
1011,1997,0.0011478878
1011,2176,0.0011556196
1011,3117,0.00096981437
1011,14494,0.0019074228
1011,1999,0.0010976462
1011,5387,0.0015214277
1011,11814,0.0013075464
1011,4962,0.0020513465
1011,1012,0.002354321
1011,2093,0.001452076
1011,19610,0.00062846934
1011,7361,0.000715798
1011,19466,0.0010913367
1011,2401,0.0019741147
1011,1038,0.0024595407
1011,5022,0.002801233
1011,2007,0.0021276928
1011,3424,0.0015075842
1011,1011,0.0016778985
1011,5387,0.0014493748
1011,11814,0.0015020564
1011,22931,0.00374638
1011,2040,0.0013547834
1011,2018,0.00086784107
1011,2053,0.00045855876
1011,11487,0.00062785804
1011,3085,0.0004316295
1011,7977,0.0006202893
1011,3972,0.00031639842
1011,20624,0.00041810444
1011,2239,0.00040573074
1011,1997,0.0005169476
1011,1996,0.000626596
1011,5387,0.00063018233
1011,11814,0.00066345424
1011,4962,0.000884538
1011,2011,0.00051856524
1011,2670,0.0006726117
1011,1038,0.00026359968
1011,10994,0.00032859182
1011,3436,0.00032787563
1011,4106,0.000801817
1011,2020,0.0010702644
1011,10847,0.0009187661
1011,2012,0.00044719948
1011,1996,0.0052170665
1011,8382,0.0007352963
1011,2504,0.0005005188
1011,1012,0.012667502
1011,2035,0.00052886753
1011,2809,0.00052063406
1011,4654,0.0005010402
1011,5644,0.00079627987
1011,1010,0.00045076985
1011,5642,0.00035985655
1011,2011,0.00028489257
1011,2037,0.00035610044
1011,11867,0.00015312759
1011,10415,0.0003265535
1011,2075,0.0002788433
1011,5098,0.0003481198
1011,4573,0.0002868443
1011,1998,0.00046122386
1011,3653,0.00016096719
1011,17421,0.00020757869
1011,24971,0.0002127278
1011,15543,0.00053259014
1011,4655,0.0002723172
1011,1997,0.00031646507
1011,1996,0.00036048196
1011,5387,0.0006159973
1011,11814,0.0008304971
1011,4962,0.0008192488
1011,1999,0.00039326775
1011,2122,0.0013271545
1011,5022,0.0017337836
1011,1006,0.0005215142
1011,2561,0.0003748891
1011,1019,0.0003188943
1011,1012,0.00044941655
1011,1019,0.000445773
1011,21677,0.0018089169
1011,1999,0.00026588386
1011,3091,0.00039508412
1011,1007,0.011959423
1011,2020,0.00063982257
1011,26986,0.0005025037
1011,2007,0.00036953008
