test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8925373134328358,0.9151515151515152,0.0023150059714246154,31,37
0.9134328358208955,0.9393939393939394,0.0022991771128640245,39,38
0.8925373134328358,0.9090909090909091,0.0023122004608609782,47,39
0.8985074626865671,0.9151515151515152,0.0023072349491404065,21,40
0.8925373134328358,0.9212121212121213,0.0023023455890256966,33,41
0.9044776119402985,0.9454545454545454,0.002294473505731839,22,42
0.9074626865671642,0.9151515151515152,0.002308121012217963,18,43
0.9044776119402985,0.9090909090909091,0.0023150066831218665,42,44
0.9014925373134328,0.9030303030303031,0.0022996382926827046,32,45
0.9044776119402985,0.9212121212121213,0.0022925533465485075,17,46
