test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9134328358208955,0.9151515151515152,0.0005433552300752099,17,37
0.9104477611940298,0.9151515151515152,0.000544464766089596,15,38
0.9104477611940298,0.9090909090909091,0.0005432498988820546,15,39
0.9223880597014925,0.9151515151515152,0.0005534862404438987,9,40
0.9164179104477612,0.9090909090909091,0.0005588054656982422,12,41
0.9164179104477612,0.9151515151515152,0.0005590645234976242,14,42
0.9194029850746268,0.9212121212121213,0.0005591356932227291,13,43
0.9194029850746268,0.9151515151515152,0.0005561515466490788,11,44
0.9223880597014925,0.9151515151515152,0.0005546185507703183,16,45
0.9164179104477612,0.9030303030303031,0.0005452113365059468,6,46
