split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,246,296,227328,3862,556128,783456
train,247,109,83712,524,75456,159168
train,248,428,328704,8074,1162656,1491360
train,249,160,122880,1129,162576,285456
train,250,289,221952,3682,530208,752160
train,251,390,299520,6704,965376,1264896
train,252,140,107520,864,124416,231936
train,253,281,215808,3481,501264,717072
train,254,275,211200,3334,480096,691296
train,255,217,166656,2076,298944,465600
train,256,295,226560,3836,552384,778944
train,257,339,260352,5065,729360,989712
train,258,252,193536,2799,403056,596592
train,259,312,239616,4291,617904,857520
train,260,108,82944,515,74160,157104
train,261,298,228864,3914,563616,792480
train,262,290,222720,3707,533808,756528
train,263,326,250368,4684,674496,924864
train,264,214,164352,2019,290736,455088
train,265,132,101376,768,110592,211968
train,266,424,325632,7924,1141056,1466688
train,267,228,175104,2292,330048,505152
train,268,344,264192,5216,751104,1015296
train,269,389,298752,6670,960480,1259232
train,270,401,307968,7088,1020672,1328640
train,271,243,186624,2603,374832,561456
train,272,439,337152,8494,1223136,1560288
train,273,313,240384,4318,621792,862176
train,274,172,132096,1304,187776,319872
train,275,328,251904,4742,682848,934752
train,276,181,139008,1444,207936,346944
train,277,202,155136,1799,259056,414192
train,278,283,217344,3530,508320,725664
train,279,566,434688,13187,1898928,2333616
train,280,331,254208,4829,695376,949584
train,281,225,172800,2232,321408,494208
train,282,258,198144,2934,422496,620640
train,283,272,208896,3261,469584,678480
train,284,228,175104,2292,330048,505152
train,285,390,299520,6704,965376,1264896
train,286,343,263424,5186,746784,1010208
train,287,454,348672,9085,1308240,1656912
train,288,339,260352,5065,729360,989712
train,289,77,59136,262,37728,96864
train,290,504,387072,11196,1612224,1999296
train,291,215,165120,2038,293472,458592
train,292,334,256512,4917,708048,964560
train,293,281,215808,3481,501264,717072
train,294,350,268800,5399,777456,1046256
train,295,418,321024,7701,1108944,1429968
train,296,312,239616,4291,617904,857520
train,297,268,205824,3166,455904,661728
train,298,192,147456,1625,234000,381456
train,299,318,244224,4457,641808,886032
train,300,158,121344,1101,158544,279888
train,301,136,104448,816,117504,221952
train,302,300,230400,3967,571248,801648
train,303,153,117504,1032,148608,266112
train,304,234,179712,2414,347616,527328
train,305,354,271872,5524,795456,1067328
train,306,494,379392,10756,1548864,1928256
train,307,368,282624,5969,859536,1142160
train,308,255,195840,2866,412704,608544
train,309,100,76800,441,63504,140304
train,310,240,184320,2539,365616,549936
train,311,303,232704,4047,582768,815472
train,312,424,325632,7924,1141056,1466688
train,313,364,279552,5840,840960,1120512
train,314,774,594432,20756,2988864,3583296
train,315,209,160512,1926,277344,437856
train,316,290,222720,3707,533808,756528
train,317,236,181248,2455,353520,534768
train,318,357,274176,5618,808992,1083168
train,319,220,168960,2134,307296,476256
train,320,148,113664,966,139104,252768
train,321,464,356352,9489,1366416,1722768
train,322,404,310272,7194,1035936,1346208
train,323,372,285696,6100,878400,1164096
train,324,193,148224,1642,236448,384672
train,325,394,302592,6842,985248,1287840
train,326,125,96000,689,99216,195216
train,327,143,109824,902,129888,239712
train,328,370,284160,6034,868896,1153056
train,329,187,143616,1542,222048,365664
train,330,199,152832,1746,251424,404256
train,331,165,126720,1200,172800,299520
train,332,414,317952,7555,1087920,1405872
train,333,415,318720,7591,1093104,1411824
train,334,213,163584,2000,288000,451584
train,335,162,124416,1157,166608,291024
train,336,205,157440,1853,266832,424272
train,337,77,59136,262,37728,96864
train,338,333,255744,4888,703872,959616
train,339,590,453120,14010,2017440,2470560
train,340,254,195072,2844,409536,604608
train,341,444,340992,8689,1251216,1592208
train,342,348,267264,5338,768672,1035936
train,343,100,76800,441,63504,140304
train,344,268,205824,3166,455904,661728
train,345,570,437760,13320,1918080,2355840
train,346,493,378624,10713,1542672,1921296
train,347,358,274944,5649,813456,1088400
train,348,153,117504,1032,148608,266112
train,349,320,245760,4514,650016,895776
train,350,339,260352,5065,729360,989712
train,351,400,307200,7052,1015488,1322688
train,352,257,197376,2911,419184,616560
train,353,247,189696,2689,387216,576912
train,354,345,264960,5246,755424,1020384
train,355,194,148992,1659,238896,387888
train,356,535,410880,12199,1756656,2167536
train,357,241,185088,2560,368640,553728
train,358,205,157440,1853,266832,424272
train,359,308,236544,4181,602064,838608
train,360,220,168960,2134,307296,476256
train,361,194,148992,1659,238896,387888
train,362,190,145920,1592,229248,375168
train,363,198,152064,1728,248832,400896
train,364,130,99840,745,107280,207120
train,365,405,311040,7230,1041120,1352160
train,366,372,285696,6100,878400,1164096
train,367,637,489216,15768,2270592,2759808
train,368,229,175872,2312,332928,508800
train,369,265,203520,3096,445824,649344
train,370,240,184320,2539,365616,549936
train,371,321,246528,4542,654048,900576
train,372,191,146688,1608,231552,378240
train,373,393,301824,6808,980352,1282176
train,374,295,226560,3836,552384,778944
train,375,392,301056,6773,975312,1276368
train,376,311,238848,4263,613872,852720
train,377,511,392448,11492,1654848,2047296
train,378,155,119040,1059,152496,271536
train,379,307,235776,4154,598176,833952
train,380,205,157440,1853,266832,424272
train,381,468,359424,9654,1390176,1749600
train,382,385,295680,6533,940752,1236432
train,383,158,121344,1101,158544,279888
train,384,159,122112,1115,160560,282672
train,385,135,103680,804,115776,219456
train,386,118,90624,614,88416,179040
train,387,430,330240,8150,1173600,1503840
train,388,473,363264,9861,1419984,1783248
train,389,149,114432,979,140976,255408
train,390,241,185088,2560,368640,553728
train,391,218,167424,2095,301680,469104
train,392,199,152832,1746,251424,404256
train,393,58,44544,149,21456,66000
train,394,159,122112,1115,160560,282672
train,395,145,111360,927,133488,244848
train,396,223,171264,2192,315648,486912
train,397,231,177408,2352,338688,516096
train,398,86,66048,326,46944,112992
train,399,457,350976,9205,1325520,1676496
train,400,354,271872,5524,795456,1067328
train,401,237,182016,2476,356544,538560
train,402,174,133632,1335,192240,325872
train,403,340,261120,5095,733680,994800
train,404,208,159744,1907,274608,434352
train,405,310,238080,4236,609984,848064
train,406,357,274176,5618,808992,1083168
train,407,272,208896,3261,469584,678480
train,408,379,291072,6331,911664,1202736
train,409,377,289536,6265,902160,1191696
train,410,314,241152,4346,625824,866976
train,411,362,278016,5776,831744,1109760
train,412,223,171264,2192,315648,486912
train,413,106,81408,496,71424,152832
train,414,318,244224,4457,641808,886032
train,415,396,304128,6912,995328,1299456
train,416,242,185856,2582,371808,557664
train,417,110,84480,534,76896,161376
train,418,307,235776,4154,598176,833952
train,419,432,331776,8226,1184544,1516320
train,420,133,102144,780,112320,214464
train,421,398,305664,6982,1005408,1311072
train,422,258,198144,2934,422496,620640
train,423,237,182016,2476,356544,538560
train,424,176,135168,1366,196704,331872
train,425,299,229632,3941,567504,797136
train,426,750,576000,19944,2871936,3447936
train,427,377,289536,6265,902160,1191696
train,428,140,107520,864,124416,231936
train,429,280,215040,3456,497664,712704
train,430,379,291072,6331,911664,1202736
train,431,175,134400,1350,194400,328800
train,432,77,59136,262,37728,96864
train,433,363,278784,5808,836352,1115136
train,434,200,153600,1763,253872,407472
train,435,664,509952,16867,2428848,2938800
train,436,95,72960,398,57312,130272
train,437,103,79104,468,67392,146496
train,438,305,234240,4100,590400,824640
train,439,254,195072,2844,409536,604608
train,440,447,343296,8807,1268208,1611504
train,441,387,297216,6601,950544,1247760
train,442,237,182016,2476,356544,538560
train,443,120,92160,635,91440,183600
train,444,484,371712,10325,1486800,1858512
train,445,286,219648,3606,519264,738912
train,446,374,287232,6165,887760,1174992
train,447,278,213504,3407,490608,704112
train,448,166,127488,1215,174960,302448
train,449,349,268032,5369,773136,1041168
train,450,154,118272,1046,150624,268896
train,451,403,309504,7158,1030752,1340256
train,452,191,146688,1608,231552,378240
train,453,383,294144,6466,931104,1225248
train,454,299,229632,3941,567504,797136
train,455,106,81408,496,71424,152832
train,456,383,294144,6466,931104,1225248
train,457,234,179712,2414,347616,527328
train,458,344,264192,5216,751104,1015296
train,459,83,63744,304,43776,107520
train,460,297,228096,3888,559872,787968
train,461,218,167424,2095,301680,469104
train,462,246,188928,2668,384192,573120
train,463,361,277248,5744,827136,1104384
train,464,127,97536,711,102384,199920
train,465,274,210432,3309,476496,686928
train,466,315,241920,4374,629856,871776
train,467,413,317184,7518,1082592,1399776
train,468,348,267264,5338,768672,1035936
train,469,401,307968,7088,1020672,1328640
train,470,87,66816,334,48096,114912
train,471,227,174336,2272,327168,501504
train,472,290,222720,3707,533808,756528
train,473,176,135168,1366,196704,331872
train,474,317,243456,4429,637776,881232
train,475,424,325632,7924,1141056,1466688
train,476,349,268032,5369,773136,1041168
train,477,211,162048,1963,282672,444720
train,478,220,168960,2134,307296,476256
train,479,133,102144,780,112320,214464
train,480,177,135936,1381,198864,334800
train,481,325,249600,4656,670464,920064
train,482,287,220416,3631,522864,743280
train,483,91,69888,365,52560,122448
train,484,241,185088,2560,368640,553728
train,485,493,378624,10713,1542672,1921296
train,486,303,232704,4047,582768,815472
train,487,376,288768,6231,897264,1186032
train,488,389,298752,6670,960480,1259232
train,489,381,292608,6398,921312,1213920
train,490,154,118272,1046,150624,268896
train,491,327,251136,4713,678672,929808
train,492,449,344832,8886,1279584,1624416
train,493,287,220416,3631,522864,743280
train,494,434,333312,8302,1195488,1528800
train,495,492,377856,10669,1536336,1914192
train,496,394,302592,6842,985248,1287840
train,497,145,111360,927,133488,244848
train,498,214,164352,2019,290736,455088
train,499,406,311808,7265,1046160,1357968
train,500,263,201984,3049,439056,641040
train,501,226,173568,2252,324288,497856
train,502,225,172800,2232,321408,494208
train,503,481,369408,10197,1468368,1837776
train,504,576,442368,13523,1947312,2389680
train,505,350,268800,5399,777456,1046256
train,506,310,238080,4236,609984,848064
train,507,301,231168,3994,575136,806304
train,508,412,316416,7482,1077408,1393824
train,509,148,113664,966,139104,252768
train,510,109,83712,524,75456,159168
train,511,164,125952,1186,170784,296736
train,512,430,330240,8150,1173600,1503840
train,513,286,219648,3606,519264,738912
train,514,112,86016,553,79632,165648
train,515,439,337152,8494,1223136,1560288
train,516,197,151296,1711,246384,397680
train,517,248,190464,2711,390384,580848
train,518,192,147456,1625,234000,381456
train,519,400,307200,7052,1015488,1322688
train,520,67,51456,198,28512,79968
train,521,309,237312,4209,606096,843408
train,522,460,353280,9326,1342944,1696224
train,523,377,289536,6265,902160,1191696
train,524,142,109056,889,128016,237072
train,525,421,323328,7812,1124928,1448256
train,526,166,127488,1215,174960,302448
train,527,335,257280,4947,712368,969648
train,528,82,62976,297,42768,105744
train,529,226,173568,2252,324288,497856
train,530,229,175872,2312,332928,508800
train,531,224,172032,2212,318528,490560
train,532,340,261120,5095,733680,994800
train,533,311,238848,4263,613872,852720
train,534,356,273408,5586,804384,1077792
train,535,413,317184,7518,1082592,1399776
train,536,403,309504,7158,1030752,1340256
train,537,137,105216,828,119232,224448
train,538,190,145920,1592,229248,375168
train,539,287,220416,3631,522864,743280
train,540,353,271104,5492,790848,1061952
train,541,337,258816,5006,720864,979680
train,542,339,260352,5065,729360,989712
train,543,92,70656,373,53712,124368
train,544,457,350976,9205,1325520,1676496
train,545,395,303360,6877,990288,1293648
train,546,706,542208,18586,2676384,3218592
train,547,231,177408,2352,338688,516096
train,548,186,142848,1525,219600,362448
train,549,158,121344,1101,158544,279888
train,550,214,164352,2019,290736,455088
train,551,306,235008,4127,594288,829296
train,552,252,193536,2799,403056,596592
train,553,319,244992,4485,645840,890832
train,554,93,71424,382,55008,126432
train,555,94,72192,390,56160,128352
train,556,365,280320,5872,845568,1125888
train,557,365,280320,5872,845568,1125888
train,558,246,188928,2668,384192,573120
train,559,257,197376,2911,419184,616560
train,560,537,412416,12260,1765440,2177856
train,561,178,136704,1397,201168,337872
train,562,321,246528,4542,654048,900576
train,563,328,251904,4742,682848,934752
train,564,271,208128,3237,466128,674256
train,565,341,261888,5125,738000,999888
train,566,338,259584,5036,725184,984768
train,567,508,390144,11374,1637856,2028000
train,568,153,117504,1032,148608,266112
train,569,196,150528,1694,243936,394464
train,570,327,251136,4713,678672,929808
train,571,135,103680,804,115776,219456
train,572,198,152064,1728,248832,400896
train,573,360,276480,5712,822528,1099008
train,574,401,307968,7088,1020672,1328640
train,575,343,263424,5186,746784,1010208
train,576,452,347136,9005,1296720,1643856
train,577,263,201984,3049,439056,641040
train,578,590,453120,14010,2017440,2470560
train,579,414,317952,7555,1087920,1405872
train,580,244,187392,2624,377856,565248
train,581,343,263424,5186,746784,1010208
train,582,362,278016,5776,831744,1109760
train,583,453,347904,9045,1302480,1650384
train,584,183,140544,1476,212544,353088
train,585,248,190464,2711,390384,580848
train,586,485,372480,10368,1492992,1865472
train,587,113,86784,563,81072,167856
train,588,204,156672,1835,264240,420912
train,589,85,65280,319,45936,111216
train,590,323,248064,4599,662256,910320
train,591,113,86784,563,81072,167856
train,592,178,136704,1397,201168,337872
train,593,279,214272,3431,494064,708336
train,594,310,238080,4236,609984,848064
train,595,350,268800,5399,777456,1046256
train,596,169,129792,1259,181296,311088
train,597,348,267264,5338,768672,1035936
train,598,356,273408,5586,804384,1077792
train,599,319,244992,4485,645840,890832
train,600,290,222720,3707,533808,756528
train,601,272,208896,3261,469584,678480
train,602,194,148992,1659,238896,387888
train,603,470,360960,9736,1401984,1762944
train,604,155,119040,1059,152496,271536
train,605,381,292608,6398,921312,1213920
train,606,159,122112,1115,160560,282672
train,607,444,340992,8689,1251216,1592208
train,608,231,177408,2352,338688,516096
train,609,88,67584,342,49248,116832
train,610,84,64512,311,44784,109296
train,611,387,297216,6601,950544,1247760
train,612,389,298752,6670,960480,1259232
train,613,157,120576,1087,156528,277104
train,614,317,243456,4429,637776,881232
train,615,211,162048,1963,282672,444720
train,616,301,231168,3994,575136,806304
train,617,202,155136,1799,259056,414192
train,618,514,394752,11578,1667232,2061984
train,619,162,124416,1157,166608,291024
train,620,396,304128,6912,995328,1299456
train,621,278,213504,3407,490608,704112
train,622,106,81408,496,71424,152832
train,623,158,121344,1101,158544,279888
train,624,325,249600,4656,670464,920064
train,625,427,327936,8036,1157184,1485120
train,626,280,215040,3456,497664,712704
train,627,187,143616,1542,222048,365664
train,628,234,179712,2414,347616,527328
train,629,409,314112,7373,1061712,1375824
train,630,222,170496,2173,312912,483408
train,631,260,199680,2980,429120,628800
train,632,287,220416,3631,522864,743280
train,633,361,277248,5744,827136,1104384
train,634,194,148992,1659,238896,387888
train,635,249,191232,2733,393552,584784
train,636,411,315648,7445,1072080,1387728
train,637,139,106752,852,122688,229440
train,638,368,282624,5969,859536,1142160
train,639,92,70656,373,53712,124368
train,640,304,233472,4074,586656,820128
train,641,443,340224,8650,1245600,1585824
train,642,171,131328,1289,185616,316944
train,643,283,217344,3530,508320,725664
train,644,218,167424,2095,301680,469104
train,645,383,294144,6466,931104,1225248
train,646,194,148992,1659,238896,387888
train,647,173,132864,1320,190080,322944
train,648,311,238848,4263,613872,852720
train,649,202,155136,1799,259056,414192
train,650,185,142080,1509,217296,359376
train,651,128,98304,723,104112,202416
train,652,234,179712,2414,347616,527328
train,653,243,186624,2603,374832,561456
train,654,149,114432,979,140976,255408
train,655,347,266496,5307,764208,1030704
train,656,182,139776,1460,210240,350016
train,657,481,369408,10197,1468368,1837776
train,658,306,235008,4127,594288,829296
train,659,265,203520,3096,445824,649344
train,660,348,267264,5338,768672,1035936
train,661,127,97536,711,102384,199920
train,662,281,215808,3481,501264,717072
train,663,227,174336,2272,327168,501504
train,664,251,192768,2777,399888,592656
train,665,199,152832,1746,251424,404256
train,666,270,207360,3213,462672,670032
train,667,190,145920,1592,229248,375168
train,668,283,217344,3530,508320,725664
train,669,106,81408,496,71424,152832
train,670,79,60672,276,39744,100416
train,671,301,231168,3994,575136,806304
train,672,156,119808,1073,154512,274320
train,673,333,255744,4888,703872,959616
train,674,300,230400,3967,571248,801648
train,675,310,238080,4236,609984,848064
train,676,187,143616,1542,222048,365664
train,677,480,368640,10155,1462320,1830960
train,678,285,218880,3580,515520,734400
train,679,358,274944,5649,813456,1088400
train,680,305,234240,4100,590400,824640
train,681,260,199680,2980,429120,628800
train,682,146,112128,940,135360,247488
train,683,162,124416,1157,166608,291024
train,684,376,288768,6231,897264,1186032
train,685,150,115200,992,142848,258048
train,686,331,254208,4829,695376,949584
train,687,464,356352,9489,1366416,1722768
train,688,322,247296,4570,658080,905376
train,689,342,262656,5155,742320,1004976
train,690,320,245760,4514,650016,895776
train,691,278,213504,3407,490608,704112
train,692,332,254976,4858,699552,954528
train,693,340,261120,5095,733680,994800
train,694,78,59904,269,38736,98640
train,695,281,215808,3481,501264,717072
train,696,152,116736,1019,146736,263472
train,697,283,217344,3530,508320,725664
train,698,267,205056,3142,452448,657504
train,699,498,382464,10931,1574064,1956528
train,700,417,320256,7664,1103616,1423872
train,701,346,265728,5277,759888,1025616
train,702,126,96768,700,100800,197568
train,703,163,125184,1171,168624,293808
train,704,273,209664,3285,473040,682704
train,705,254,195072,2844,409536,604608
train,706,167,128256,1230,177120,305376
train,707,407,312576,7301,1051344,1363920
train,708,164,125952,1186,170784,296736
train,709,335,257280,4947,712368,969648
train,710,379,291072,6331,911664,1202736
train,711,263,201984,3049,439056,641040
train,712,204,156672,1835,264240,420912
train,713,209,160512,1926,277344,437856
train,714,397,304896,6947,1000368,1305264
train,715,233,178944,2393,344592,523536
train,716,155,119040,1059,152496,271536
train,717,288,221184,3656,526464,747648
train,718,320,245760,4514,650016,895776
train,719,434,333312,8302,1195488,1528800
train,720,218,167424,2095,301680,469104
train,721,333,255744,4888,703872,959616
train,722,214,164352,2019,290736,455088
train,723,140,107520,864,124416,231936
train,724,395,303360,6877,990288,1293648
train,725,203,155904,1817,261648,417552
train,726,242,185856,2582,371808,557664
train,727,280,215040,3456,497664,712704
train,728,251,192768,2777,399888,592656
train,729,241,185088,2560,368640,553728
train,730,184,141312,1493,214992,356304
train,731,189,145152,1575,226800,371952
train,732,281,215808,3481,501264,717072
train,733,356,273408,5586,804384,1077792
train,734,378,290304,6298,906912,1197216
train,735,454,348672,9085,1308240,1656912
train,736,379,291072,6331,911664,1202736
train,737,117,89856,604,86976,176832
train,738,304,233472,4074,586656,820128
train,739,201,154368,1781,256464,410832
train,740,275,211200,3334,480096,691296
train,741,177,135936,1381,198864,334800
train,742,500,384000,11019,1586736,1970736
train,743,300,230400,3967,571248,801648
train,744,146,112128,940,135360,247488
train,745,192,147456,1625,234000,381456
train,746,311,238848,4263,613872,852720
train,747,157,120576,1087,156528,277104
train,748,187,143616,1542,222048,365664
train,749,342,262656,5155,742320,1004976
train,750,295,226560,3836,552384,778944
train,751,298,228864,3914,563616,792480
train,752,133,102144,780,112320,214464
train,753,249,191232,2733,393552,584784
train,754,220,168960,2134,307296,476256
train,755,209,160512,1926,277344,437856
train,756,246,188928,2668,384192,573120
train,757,302,231936,4020,578880,810816
