test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9054586381541925,0.9036568213783404,0.00018248252138772169,22,37
0.9009566685424873,0.909985935302391,0.00018160344511857513,7,38
0.9032076533483399,0.9015471167369902,0.00018181073645493525,7,39
0.8956105796285875,0.9008438818565401,0.00018157191536838444,5,40
0.9034890264490715,0.9036568213783404,0.00018195993254945463,10,41
0.8936409679234665,0.9036568213783404,0.00018139018325505124,17,42
0.889420371412493,0.9043600562587905,0.00018177538288397674,2,43
0.9012380416432189,0.9022503516174403,0.00018194738773395322,25,44
0.9009566685424873,0.9050632911392406,0.00018158352099983762,7,45
0.9018007878446821,0.9050632911392406,0.0001821929172779914,27,46
