split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,243,742,759808,9348,9348,769156
train,244,526,538624,6076,6076,544700
train,245,581,594944,7021,7021,601965
train,246,679,695296,7615,7615,702911
train,247,732,749568,8432,8432,758000
train,248,586,600064,6368,6368,606432
train,249,451,461824,6053,6053,467877
train,250,471,482304,5717,5717,488021
train,251,512,524288,6066,6066,530354
train,252,623,637952,6551,6551,644503
train,253,408,417792,5824,5824,423616
train,254,559,572416,6537,6537,578953
train,255,488,499712,5794,5794,505506
train,256,567,580608,6817,6817,587425
train,257,463,474112,5621,5621,479733
train,258,519,531456,6481,6481,537937
train,259,367,375808,4819,4819,380627
train,260,513,525312,6017,6017,531329
train,261,564,577536,6950,6950,584486
train,262,397,406528,5379,5379,411907
train,263,613,627712,7219,7219,634931
train,264,529,541696,6897,6897,548593
train,265,536,548864,6370,6370,555234
train,266,540,552960,6180,6180,559140
train,267,542,555008,6624,6624,561632
train,268,505,517120,5811,5811,522931
train,269,657,672768,7249,7249,680017
train,270,607,621568,6785,6785,628353
train,271,402,411648,5718,5718,417366
train,272,569,582656,6433,6433,589089
train,273,472,483328,5866,5866,489194
train,274,499,510976,6325,6325,517301
train,275,533,545792,5985,5985,551777
train,276,494,505856,5724,5724,511580
train,277,487,498688,5899,5899,504587
train,278,523,535552,6111,6111,541663
train,279,629,644096,7543,7543,651639
train,280,516,528384,6212,6212,534596
train,281,500,512000,6318,6318,518318
train,282,497,508928,5809,5809,514737
train,283,422,432128,5730,5730,437858
train,284,540,552960,6504,6504,559464
train,285,427,437248,5507,5507,442755
train,286,468,479232,5780,5780,485012
train,287,483,494592,5725,5725,500317
train,288,506,518144,5996,5996,524140
train,289,519,531456,6083,6083,537539
train,290,491,502784,5913,5913,508697
train,291,490,501760,6070,6070,507830
train,292,524,536576,5822,5822,542398
train,293,459,470016,5633,5633,475649
train,294,721,738304,7911,7911,746215
train,295,499,510976,6593,6593,517569
train,296,465,476160,5949,5949,482109
train,297,521,533504,6091,6091,539595
train,298,414,423936,5204,5204,429140
train,299,440,450560,5348,5348,455908
train,300,531,543744,5967,5967,549711
train,301,543,556032,6289,6289,562321
train,302,514,526336,6070,6070,532406
train,303,441,451584,6009,6009,457593
train,304,495,506880,6347,6347,513227
train,305,507,519168,6319,6319,525487
train,306,500,512000,6102,6102,518102
train,307,587,601088,6669,6669,607757
train,308,461,472064,5951,5951,478015
train,309,566,579584,6732,6732,586316
train,310,437,447488,5361,5361,452849
train,311,467,478208,5901,5901,484109
train,312,451,461824,5329,5329,467153
train,313,498,509952,5962,5962,515914
train,314,606,620544,6950,6950,627494
train,315,480,491520,5884,5884,497404
train,316,516,528384,6050,6050,534434
train,317,611,625664,6907,6907,632571
train,318,512,524288,5942,5942,530230
train,319,528,540672,6212,6212,546884
train,320,560,573440,6770,6770,580210
train,321,397,406528,5307,5307,411835
train,322,525,537600,6619,6619,544219
train,323,466,477184,5694,5694,482878
train,324,537,549888,6691,6691,556579
train,325,509,521216,6127,6127,527343
train,326,586,600064,7026,7026,607090
train,327,493,504832,6211,6211,511043
train,328,538,550912,6350,6350,557262
train,329,492,503808,6028,6028,509836
train,330,629,644096,7349,7349,651445
train,331,680,696320,8774,8774,705094
train,332,621,635904,7441,7441,643345
train,333,643,658432,7587,7587,666019
train,334,576,589824,6874,6874,596698
train,335,554,567296,6772,6772,574068
train,336,500,512000,5952,5952,517952
train,337,520,532480,6086,6086,538566
train,338,522,534528,6644,6644,541172
train,339,561,574464,6767,6767,581231
train,340,661,676864,7411,7411,684275
train,341,478,489472,5956,5956,495428
train,342,484,495616,5626,5626,501242
train,343,521,533504,6091,6091,539595
train,344,522,534528,6492,6492,541020
train,345,625,640000,7443,7443,647443
train,346,422,432128,5382,5382,437510
train,347,576,589824,6250,6250,596074
train,348,625,640000,7261,7261,647261
train,349,454,464896,5742,5742,470638
train,350,537,549888,6483,6483,556371
train,351,494,505856,5912,5912,511768
train,352,858,878592,10964,10964,889556
train,353,483,494592,6035,6035,500627
train,354,425,435200,5303,5303,440503
train,355,674,690176,7490,7490,697666
train,356,535,547840,6343,6343,554183
train,357,412,421888,5378,5378,427266
train,358,534,546816,6434,6434,553250
train,359,559,572416,6741,6741,579157
train,360,530,542720,6796,6796,549516
train,361,484,495616,5888,5888,501504
train,362,531,543744,6685,6685,550429
train,363,638,653312,7272,7272,660584
train,364,738,755712,8174,8174,763886
train,365,556,569344,6684,6684,576028
train,366,411,420864,5335,5335,426199
train,367,548,561152,6226,6226,567378
train,368,462,473088,5742,5742,478830
train,369,458,468992,5586,5586,474578
train,370,794,813056,8956,8956,822012
train,371,495,506880,5565,5565,512445
train,372,660,675840,7476,7476,683316
train,373,471,482304,5985,5985,488289
train,374,529,541696,6085,6085,547781
train,375,432,442368,5864,5864,448232
train,376,465,476160,5461,5461,481621
train,377,620,634880,7176,7176,642056
train,378,561,574464,6797,6797,581261
train,379,559,572416,6731,6731,579147
train,380,581,594944,7271,7271,602215
train,381,473,484352,5577,5577,489929
train,382,629,644096,8369,8369,652465
train,383,540,552960,6190,6190,559150
train,384,519,531456,6117,6117,537573
train,385,655,670720,7433,7433,678153
train,386,590,604160,6610,6610,610770
train,387,590,604160,7708,7708,611868
train,388,515,527360,6367,6367,533727
train,389,573,586752,7069,7069,593821
train,390,546,559104,6066,6066,565170
train,391,447,457728,5327,5327,463055
train,392,502,514048,5934,5934,519982
train,393,605,619520,6789,6789,626309
train,394,576,589824,6438,6438,596262
train,395,405,414720,5237,5237,419957
train,396,497,508928,5871,5871,514799
train,397,533,545792,6111,6111,551903
train,398,451,461824,5931,5931,467755
train,399,627,642048,7133,7133,649181
train,400,483,494592,6001,6001,500593
train,401,558,571392,6562,6562,577954
train,402,488,499712,5758,5758,505470
train,403,476,487424,5946,5946,493370
train,404,367,375808,4749,4749,380557
train,405,407,416768,4993,4993,421761
train,406,452,462848,5826,5826,468674
train,407,563,576512,6347,6347,582859
train,408,470,481280,5630,5630,486910
train,409,526,538624,6492,6492,545116
train,410,540,552960,6848,6848,559808
train,411,590,604160,7622,7622,611782
train,412,581,594944,6995,6995,601939
train,413,499,510976,5863,5863,516839
train,414,558,571392,6854,6854,578246
train,415,521,533504,6049,6049,539553
train,416,530,542720,6482,6482,549202
train,417,559,572416,6665,6665,579081
train,418,559,572416,6707,6707,579123
train,419,500,512000,6104,6104,518104
train,420,796,815104,10478,10478,825582
train,421,444,454656,5494,5494,460150
train,422,425,435200,5103,5103,440303
train,423,649,664576,7605,7605,672181
train,424,506,518144,6052,6052,524196
train,425,500,512000,6408,6408,518408
train,426,423,433152,5635,5635,438787
train,427,545,558080,6869,6869,564949
train,428,489,500736,6095,6095,506831
train,429,516,528384,5856,5856,534240
train,430,447,457728,5773,5773,463501
train,431,569,582656,6793,6793,589449
train,432,477,488448,5649,5649,494097
train,433,522,534528,6050,6050,540578
train,434,516,528384,6784,6784,535168
train,435,524,536576,6162,6162,542738
train,436,512,524288,6182,6182,530470
train,437,574,587776,6630,6630,594406
train,438,566,579584,8024,8024,587608
train,439,546,559104,6266,6266,565370
train,440,522,534528,6402,6402,540930
train,441,549,562176,6209,6209,568385
train,442,471,482304,5971,5971,488275
train,443,558,571392,6768,6768,578160
train,444,507,519168,6065,6065,525233
train,445,443,453632,5467,5467,459099
train,446,542,555008,6994,6994,562002
train,447,505,517120,5777,5777,522897
train,448,553,566272,6235,6235,572507
train,449,575,588800,6555,6555,595355
train,450,544,557056,6522,6522,563578
train,451,683,699392,8019,8019,707411
train,452,523,535552,6395,6395,541947
train,453,534,546816,6908,6908,553724
train,454,556,569344,6200,6200,575544
train,455,516,528384,6528,6528,534912
train,456,492,503808,5962,5962,509770
train,457,460,471040,6046,6046,477086
train,458,432,442368,5158,5158,447526
train,459,478,489472,6052,6052,495524
train,460,559,572416,6865,6865,579281
train,461,572,585728,6932,6932,592660
train,462,518,530432,6734,6734,537166
train,463,468,479232,5810,5810,485042
train,464,516,528384,6390,6390,534774
train,465,503,515072,6301,6301,521373
train,466,556,569344,7054,7054,576398
train,467,460,471040,5850,5850,476890
train,468,516,528384,6038,6038,534422
train,469,453,463872,6117,6117,469989
train,470,498,509952,6000,6000,515952
train,471,499,510976,5757,5757,516733
train,472,515,527360,6557,6557,533917
train,473,450,460800,5476,5476,466276
train,474,455,465920,6111,6111,472031
train,475,465,476160,5451,5451,481611
train,476,589,603136,6395,6395,609531
train,477,591,605184,6843,6843,612027
train,478,510,522240,6160,6160,528400
train,479,565,578560,6911,6911,585471
train,480,540,552960,6518,6518,559478
train,481,560,573440,6734,6734,580174
train,482,513,525312,6339,6339,531651
train,483,639,654336,7505,7505,661841
train,484,430,440320,5248,5248,445568
train,485,584,598016,7076,7076,605092
train,486,498,509952,5962,5962,515914
train,487,539,551936,6163,6163,558099
train,488,513,525312,6223,6223,531535
train,489,429,439296,5179,5179,444475
train,490,452,462848,6114,6114,468962
train,491,397,406528,5043,5043,411571
train,492,645,660480,7627,7627,668107
train,493,511,523264,6247,6247,529511
train,494,523,535552,6503,6503,542055
train,495,566,579584,6662,6662,586246
train,496,615,629760,7197,7197,636957
train,497,422,432128,5504,5504,437632
train,498,531,543744,5989,5989,549733
train,499,647,662528,7103,7103,669631
validation,0,606,620544,7022,7022,627566
validation,1,443,453632,5459,5459,459091
validation,2,448,458752,5428,5428,464180
validation,3,517,529408,6471,6471,535879
validation,4,462,473088,5536,5536,478624
validation,5,473,484352,5951,5951,490303
validation,6,456,466944,6086,6086,473030
validation,7,598,612352,6786,6786,619138
validation,8,472,483328,5934,5934,489262
validation,9,472,483328,5832,5832,489160
validation,10,487,498688,6043,6043,504731
validation,11,587,601088,6661,6661,607749
validation,12,460,471040,5450,5450,476490
validation,13,466,477184,5558,5558,482742
validation,14,367,375808,5369,5369,381177
validation,15,525,537600,6705,6705,544305
validation,16,519,531456,6351,6351,537807
validation,17,454,464896,5356,5356,470252
validation,18,448,458752,5350,5350,464102
validation,19,509,521216,6223,6223,527439
validation,20,486,497664,6022,6022,503686
validation,21,515,527360,5985,5985,533345
validation,22,436,446464,5702,5702,452166
validation,23,500,512000,6212,6212,518212
validation,24,496,507904,5772,5772,513676
validation,25,482,493568,6422,6422,499990
validation,26,610,624640,7010,7010,631650
validation,27,614,628736,7134,7134,635870
validation,28,643,658432,7349,7349,665781
validation,29,518,530432,7060,7060,537492
validation,30,508,520192,6178,6178,526370
validation,31,572,585728,6618,6618,592346
validation,32,510,522240,5842,5842,528082
validation,33,513,525312,6273,6273,531585
validation,34,507,519168,5693,5693,524861
validation,35,573,586752,6921,6921,593673
validation,36,446,456704,5200,5200,461904
validation,37,476,487424,6158,6158,493582
validation,38,510,522240,5698,5698,527938
validation,39,685,701440,7365,7365,708805
validation,40,542,555008,6604,6604,561612
validation,41,568,581632,6852,6852,588484
validation,42,465,476160,5777,5777,481937
validation,43,471,482304,6089,6089,488393
validation,44,497,508928,5721,5721,514649
validation,45,475,486400,5461,5461,491861
validation,46,466,477184,6042,6042,483226
validation,47,519,531456,6437,6437,537893
validation,48,425,435200,5197,5197,440397
validation,49,508,520192,5558,5558,525750
validation,50,625,640000,7231,7231,647231
validation,51,588,602112,6690,6690,608802
validation,52,648,663552,7570,7570,671122
validation,53,398,407552,5384,5384,412936
validation,54,478,489472,5702,5702,495174
validation,55,530,542720,6562,6562,549282
validation,56,450,460800,5960,5960,466760
validation,57,520,532480,6116,6116,538596
validation,58,579,592896,6235,6235,599131
validation,59,500,512000,6022,6022,518022
validation,60,529,541696,6213,6213,547909
validation,61,481,492544,5719,5719,498263
validation,62,615,629760,7115,7115,636875
validation,63,526,538624,6584,6584,545208
validation,64,622,636928,7332,7332,644260
validation,65,566,579584,6808,6808,586392
validation,66,545,558080,6753,6753,564833
validation,67,477,488448,5943,5943,494391
validation,68,603,617472,7081,7081,624553
validation,69,549,562176,6375,6375,568551
validation,70,647,662528,7253,7253,669781
validation,71,405,414720,5131,5131,419851
validation,72,432,442368,5124,5124,447492
validation,73,518,530432,6530,6530,536962
validation,74,497,508928,5639,5639,514567
validation,75,619,633856,7285,7285,641141
validation,76,550,563200,6806,6806,570006
validation,77,474,485376,5776,5776,491152
validation,78,566,579584,6362,6362,585946
validation,79,501,513024,5963,5963,518987
validation,80,505,517120,5859,5859,522979
validation,81,507,519168,6411,6411,525579
validation,82,554,567296,6716,6716,574012
validation,83,555,568320,5999,5999,574319
validation,84,505,517120,5767,5767,522887
validation,85,521,533504,5919,5919,539423
validation,86,571,584704,6725,6725,591429
validation,87,546,559104,5832,5832,564936
validation,88,482,493568,5662,5662,499230
validation,89,473,484352,6249,6249,490601
validation,90,634,649216,7340,7340,656556
validation,91,511,523264,6465,6465,529729
validation,92,503,515072,6317,6317,521389
validation,93,495,506880,6039,6039,512919
validation,94,649,664576,7285,7285,671861
validation,95,512,524288,5706,5706,529994
validation,96,555,568320,7023,7023,575343
validation,97,420,430080,5394,5394,435474
validation,98,485,496640,6041,6041,502681
validation,99,485,496640,5631,5631,502271
validation,100,582,595968,6796,6796,602764
validation,101,467,478208,6059,6059,484267
validation,102,483,494592,5641,5641,500233
validation,103,519,531456,5719,5719,537175
validation,104,499,510976,6587,6587,517563
validation,105,451,461824,5813,5813,467637
validation,106,506,518144,5736,5736,523880
validation,107,577,590848,7025,7025,597873
validation,108,539,551936,6403,6403,558339
validation,109,402,411648,5306,5306,416954
validation,110,430,440320,5294,5294,445614
validation,111,450,460800,5258,5258,466058
validation,112,529,541696,6607,6607,548303
validation,113,463,474112,5427,5427,479539
validation,114,598,612352,6954,6954,619306
validation,115,551,564224,6749,6749,570973
validation,116,509,521216,6111,6111,527327
validation,117,515,527360,6481,6481,533841
validation,118,370,378880,4886,4886,383766
validation,119,544,557056,6222,6222,563278
validation,120,499,510976,5801,5801,516777
validation,121,593,607232,7025,7025,614257
validation,122,469,480256,6177,6177,486433
validation,123,422,432128,5854,5854,437982
validation,124,565,578560,6797,6797,585357
validation,125,494,505856,5760,5760,511616
validation,126,641,656384,6973,6973,663357
validation,127,535,547840,6897,6897,554737
validation,128,472,483328,5506,5506,488834
validation,129,522,534528,6542,6542,541070
validation,130,451,461824,5291,5291,467115
validation,131,563,576512,6659,6659,583171
validation,132,469,480256,5853,5853,486109
validation,133,551,564224,6745,6745,570969
validation,134,492,503808,5894,5894,509702
validation,135,602,616448,7142,7142,623590
validation,136,508,520192,5878,5878,526070
validation,137,464,475136,5656,5656,480792
validation,138,588,602112,6746,6746,608858
validation,139,605,619520,6843,6843,626363
validation,140,570,583680,6918,6918,590598
validation,141,424,434176,5676,5676,439852
validation,142,559,572416,6665,6665,579081
validation,143,417,427008,5367,5367,432375
validation,144,568,581632,7040,7040,588672
validation,145,429,439296,5827,5827,445123
validation,146,609,623616,7041,7041,630657
validation,147,552,565248,6286,6286,571534
validation,148,501,513024,6057,6057,519081
validation,149,482,493568,5602,5602,499170
validation,150,492,503808,5926,5926,509734
validation,151,481,492544,5689,5689,498233
validation,152,541,553984,6909,6909,560893
validation,153,536,548864,6376,6376,555240
validation,154,531,543744,6517,6517,550261
validation,155,413,422912,5109,5109,428021
validation,156,448,458752,5980,5980,464732
validation,157,552,565248,6760,6760,572008
validation,158,601,615424,6485,6485,621909
validation,159,397,406528,5267,5267,411795
validation,160,466,477184,5574,5574,482758
validation,161,478,489472,5758,5758,495230
validation,162,527,539648,5889,5889,545537
validation,163,492,503808,5916,5916,509724
validation,164,533,545792,6125,6125,551917
test,0,531,543744,6251,6251,549995
test,1,525,537600,6285,6285,543885
test,2,628,643072,7066,7066,650138
test,3,419,429056,5507,5507,434563
test,4,563,576512,6709,6709,583221
test,5,570,583680,7056,7056,590736
test,6,460,471040,5892,5892,476932
test,7,504,516096,5654,5654,521750
test,8,553,566272,6635,6635,572907
test,9,463,474112,5811,5811,479923
test,10,513,525312,6799,6799,532111
test,11,577,590848,6385,6385,597233
test,12,627,642048,7133,7133,649181
test,13,468,479232,6422,6422,485654
test,14,527,539648,6721,6721,546369
test,15,602,616448,7008,7008,623456
test,16,553,566272,6121,6121,572393
test,17,504,516096,6384,6384,522480
test,18,529,541696,6397,6397,548093
test,19,548,561152,5916,5916,567068
test,20,519,531456,7149,7149,538605
test,21,461,472064,5517,5517,477581
test,22,608,622592,7362,7362,629954
test,23,578,591872,6518,6518,598390
test,24,535,547840,6535,6535,554375
test,25,575,588800,6247,6247,595047
test,26,551,564224,6347,6347,570571
test,27,662,677888,7658,7658,685546
test,28,493,504832,6243,6243,511075
test,29,517,529408,6437,6437,535845
test,30,463,474112,5889,5889,480001
test,31,538,550912,6522,6522,557434
test,32,1226,1255424,15382,15382,1270806
test,33,482,493568,5674,5674,499242
test,34,383,392192,5489,5489,397681
test,35,451,461824,5913,5913,467737
test,36,567,580608,6623,6623,587231
test,37,500,512000,6038,6038,518038
test,38,488,499712,5644,5644,505356
test,39,436,446464,5504,5504,451968
test,40,421,431104,5029,5029,436133
test,41,534,546816,6024,6024,552840
test,42,521,533504,6035,6035,539539
test,43,633,648192,8141,8141,656333
test,44,515,527360,6033,6033,533393
test,45,517,529408,6293,6293,535701
test,46,611,625664,7569,7569,633233
test,47,367,375808,5185,5185,380993
test,48,583,596992,7187,7187,604179
test,49,484,495616,5952,5952,501568
test,50,435,445440,5519,5519,450959
test,51,485,496640,5629,5629,502269
test,52,522,534528,6038,6038,540566
test,53,572,585728,6518,6518,592246
test,54,432,442368,5490,5490,447858
test,55,574,587776,6874,6874,594650
test,56,519,531456,6241,6241,537697
test,57,578,591872,7158,7158,599030
test,58,548,561152,6752,6752,567904
test,59,514,526336,6090,6090,532426
test,60,519,531456,6289,6289,537745
test,61,661,676864,7425,7425,684289
test,62,608,622592,7232,7232,629824
test,63,585,599040,6611,6611,605651
test,64,587,601088,7019,7019,608107
test,65,514,526336,6126,6126,532462
test,66,525,537600,5919,5919,543519
test,67,421,431104,5009,5009,436113
test,68,417,427008,5783,5783,432791
test,69,528,540672,6450,6450,547122
test,70,521,533504,5851,5851,539355
test,71,619,633856,7197,7197,641053
test,72,491,502784,5865,5865,508649
test,73,464,475136,5990,5990,481126
test,74,447,457728,5281,5281,463009
test,75,695,711680,7669,7669,719349
test,76,476,487424,5682,5682,493106
test,77,518,530432,6416,6416,536848
test,78,465,476160,5553,5553,481713
test,79,405,414720,5403,5403,420123
test,80,528,540672,6690,6690,547362
test,81,522,534528,6490,6490,541018
test,82,548,561152,6326,6326,567478
test,83,527,539648,6323,6323,545971
test,84,493,504832,6109,6109,510941
test,85,654,669696,7538,7538,677234
test,86,479,490496,5761,5761,496257
test,87,483,494592,5653,5653,500245
test,88,623,637952,6851,6851,644803
test,89,530,542720,6450,6450,549170
test,90,490,501760,5886,5886,507646
test,91,500,512000,6106,6106,518106
test,92,473,484352,5729,5729,490081
test,93,580,593920,6912,6912,600832
test,94,467,478208,5429,5429,483637
test,95,643,658432,7855,7855,666287
test,96,592,606208,7006,7006,613214
test,97,418,428032,5066,5066,433098
test,98,426,436224,5766,5766,441990
