test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9307409624356209,0.9559963655781749,0.00027277873715835925,54,37
0.9137879290736504,0.9426606361373132,0.00027254663574581225,27,38
0.9160464101424779,0.9532964815877354,0.00027505629353460085,61,39
0.9342398482947513,0.9486747541950887,0.00027618761093118737,61,40
0.9409909663985364,0.9530389971034432,0.00027435835554698876,45,41
0.9405823154510797,0.9559073031060127,0.00027468314504122394,52,42
0.9369339682759543,0.9605309505022906,0.00027399903947003307,42,43
0.9213743617252453,0.9476281145149604,0.0002740802913019242,37,44
0.9268239200918971,0.9461796465354162,0.00027248978124682136,62,45
0.9179389846520692,0.9567102810394018,0.0002630943029969182,39,46
