test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9253731343283582,0.9333333333333333,0.001374486667006763,22,37
0.9283582089552239,0.9454545454545454,0.0013693524830376924,18,38
0.9104477611940298,0.9333333333333333,0.001369563857121254,23,39
0.9373134328358209,0.9454545454545454,0.001371374414927924,24,40
0.9194029850746268,0.9393939393939394,0.0013726106330529968,26,41
0.9134328358208955,0.9393939393939394,0.0013708392185951346,19,42
0.9253731343283582,0.9333333333333333,0.0013796144457005742,17,43
0.9223880597014925,0.9272727272727272,0.0013806093984575414,18,44
0.9074626865671642,0.9393939393939394,0.001376931347064118,12,45
0.9253731343283582,0.9393939393939394,0.001378774642944336,15,46
