split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
test,20,519,531456,8186,1571712,2103168
test,21,461,472064,8243,1582656,2054720
test,22,608,622592,11466,2201472,2824064
test,23,578,591872,11411,2190912,2782784
test,24,535,547840,9147,1756224,2304064
test,25,575,588800,12539,2407488,2996288
test,26,551,564224,9948,1910016,2474240
test,27,662,677888,13141,2523072,3200960
test,28,493,504832,8531,1637952,2142784
test,29,517,529408,8673,1665216,2194624
test,30,463,474112,7901,1516992,1991104
test,31,538,550912,9269,1779648,2330560
test,32,1226,1255424,30664,5887488,7142912
test,33,482,493568,9011,1730112,2223680
test,34,383,392192,5312,1019904,1412096
test,35,451,461824,7397,1420224,1882048
test,36,567,580608,10647,2044224,2624832
test,37,500,512000,8975,1723200,2235200
test,38,488,499712,9237,1773504,2273216
test,39,436,446464,7373,1415616,1862080
test,40,421,431104,6875,1320000,1751104
test,41,534,546816,10460,2008320,2555136
test,42,521,533504,9649,1852608,2386112
test,43,633,648192,11588,2224896,2873088
test,44,515,527360,9570,1837440,2364800
test,45,517,529408,8814,1692288,2221696
test,46,611,625664,11468,2201856,2827520
test,47,367,375808,5181,994752,1370560
test,48,583,596992,10640,2042880,2639872
test,49,484,495616,8353,1603776,2099392
test,50,435,445440,7313,1404096,1849536
test,51,485,496640,8948,1718016,2214656
test,52,522,534528,9974,1915008,2449536
test,53,572,585728,10942,2100864,2686592
test,54,432,442368,7186,1379712,1822080
test,55,574,587776,9339,1793088,2380864
test,56,519,531456,9087,1744704,2276160
test,57,578,591872,10401,1996992,2588864
test,58,548,561152,9871,1895232,2456384
test,59,514,526336,8941,1716672,2243008
test,60,519,531456,8784,1686528,2217984
test,61,661,676864,12964,2489088,3165952
test,62,608,622592,11538,2215296,2837888
test,63,585,599040,11159,2142528,2741568
test,64,587,601088,10643,2043456,2644544
test,65,514,526336,8847,1698624,2224960
test,66,525,537600,10690,2052480,2590080
test,67,421,431104,6875,1320000,1751104
test,68,417,427008,5931,1138752,1565760
test,69,528,540672,9114,1749888,2290560
test,70,521,533504,10528,2021376,2554880
test,71,619,633856,11892,2283264,2917120
test,72,491,502784,8886,1706112,2208896
test,73,464,475136,7691,1476672,1951808
test,74,447,457728,7750,1488000,1945728
test,75,695,711680,15074,2894208,3605888
test,76,476,487424,7905,1517760,2005184
test,77,518,530432,8729,1675968,2206400
test,78,465,476160,8330,1599360,2075520
test,79,405,414720,5893,1131456,1546176
test,80,528,540672,8967,1721664,2262336
test,81,522,534528,9023,1732416,2266944
test,82,548,561152,10768,2067456,2628608
test,83,527,539648,9946,1909632,2449280
test,84,493,504832,8498,1631616,2136448
test,85,654,669696,12495,2399040,3068736
test,86,479,490496,8626,1656192,2146688
test,87,483,494592,8697,1669824,2164416
test,88,623,637952,12793,2456256,3094208
test,89,530,542720,9851,1891392,2434112
test,90,490,501760,8796,1688832,2190592
test,91,500,512000,8498,1631616,2143616
test,92,473,484352,8678,1666176,2150528
test,93,580,593920,10584,2032128,2626048
test,94,467,478208,8459,1624128,2102336
test,95,643,658432,11683,2243136,2901568
test,96,592,606208,10462,2008704,2614912
test,97,418,428032,6777,1301184,1729216
test,98,426,436224,6124,1175808,1612032
test,99,646,661504,12817,2460864,3122368
test,100,521,533504,9427,1809984,2343488
test,101,525,537600,10203,1958976,2496576
test,102,477,488448,8568,1645056,2133504
test,103,593,607232,11164,2143488,2750720
test,104,428,438272,7105,1364160,1802432
test,105,503,515072,8358,1604736,2119808
test,106,520,532480,10106,1940352,2472832
test,107,424,434176,6434,1235328,1669504
test,108,624,638976,11668,2240256,2879232
test,109,427,437248,7072,1357824,1795072
test,110,539,551936,11099,2131008,2682944
test,111,485,496640,8238,1581696,2078336
test,112,597,611328,10767,2067264,2678592
test,113,520,532480,8803,1690176,2222656
test,114,481,492544,8974,1723008,2215552
test,115,492,503808,8921,1712832,2216640
test,116,460,471040,8207,1575744,2046784
test,117,390,399360,5900,1132800,1532160
test,118,481,492544,8771,1684032,2176576
test,119,519,531456,8694,1669248,2200704
test,120,502,514048,8690,1668480,2182528
test,121,556,569344,10733,2060736,2630080
test,122,529,541696,9964,1913088,2454784
test,123,433,443392,7272,1396224,1839616
test,124,578,591872,10310,1979520,2571392
test,125,547,560128,9444,1813248,2373376
test,126,487,498688,9199,1766208,2264896
test,127,597,611328,11403,2189376,2800704
test,128,549,562176,9689,1860288,2422464
test,129,598,612352,10854,2083968,2696320
test,130,471,482304,8028,1541376,2023680
test,131,537,549888,10240,1966080,2515968
test,132,478,489472,8129,1560768,2050240
test,133,531,543744,9132,1753344,2297088
test,134,633,648192,12175,2337600,2985792
test,135,484,495616,8172,1569024,2064640
test,136,507,519168,9160,1758720,2277888
test,137,576,589824,10568,2029056,2618880
test,138,520,532480,8679,1666368,2198848
test,139,502,514048,8564,1644288,2158336
test,140,486,497664,7663,1471296,1968960
test,141,421,431104,6749,1295808,1726912
test,142,498,509952,9619,1846848,2356800
test,143,514,526336,10247,1967424,2493760
test,144,401,410624,6141,1179072,1589696
test,145,516,528384,9275,1780800,2309184
test,146,437,447488,7055,1354560,1802048
test,147,591,605184,12732,2444544,3049728
test,148,624,638976,12659,2430528,3069504
test,149,414,423936,6648,1276416,1700352
test,150,506,518144,8985,1725120,2243264
test,151,572,585728,10225,1963200,2548928
test,152,468,479232,8324,1598208,2077440
test,153,530,542720,8612,1653504,2196224
test,154,570,583680,9460,1816320,2400000
test,155,468,479232,7576,1454592,1933824
test,156,580,593920,10077,1934784,2528704
test,157,537,549888,9193,1765056,2314944
test,158,499,510976,9658,1854336,2365312
test,159,623,637952,12578,2414976,3052928
test,160,538,550912,9145,1755840,2306752
test,161,445,455680,7681,1474752,1930432
test,162,548,561152,9662,1855104,2416256
test,163,534,546816,8811,1691712,2238528
test,164,420,430080,6842,1313664,1743744
test,165,496,507904,8814,1692288,2200192
test,166,420,430080,6842,1313664,1743744
test,167,525,537600,8908,1710336,2247936
test,168,520,532480,9259,1777728,2310208
test,169,399,408576,6175,1185600,1594176
test,170,529,541696,9763,1874496,2416192
test,171,585,599040,10723,2058816,2657856
test,172,561,574464,10755,2064960,2639424
test,173,546,559104,9591,1841472,2400576
test,174,588,602112,12354,2371968,2974080
test,175,669,685056,14376,2760192,3445248
test,176,446,456704,7497,1439424,1896128
test,177,431,441344,7205,1383360,1824704
test,178,551,564224,10377,1992384,2556608
test,179,548,561152,9491,1822272,2383424
test,180,524,536576,9790,1879680,2416256
test,181,478,489472,8341,1601472,2090944
test,182,478,489472,7406,1421952,1911424
test,183,535,547840,8666,1663872,2211712
test,184,497,508928,8407,1614144,2123072
test,185,541,553984,11352,2179584,2733568
test,186,658,673792,14078,2702976,3376768
test,187,442,452608,7578,1454976,1907584
test,188,544,557056,10211,1960512,2517568
test,189,505,517120,8913,1711296,2228416
test,190,515,527360,9391,1803072,2330432
test,191,473,484352,7627,1464384,1948736
test,192,525,537600,9825,1886400,2424000
test,193,523,535552,9283,1782336,2317888
test,194,633,648192,12556,2410752,3058944
test,195,518,530432,9630,1848960,2379392
test,196,505,517120,8886,1706112,2223232
test,197,633,648192,12430,2386560,3034752
test,198,557,570368,10382,1993344,2563712
test,199,412,421888,6584,1264128,1686016
test,200,614,628736,11605,2228160,2856896
test,201,497,508928,8134,1561728,2070656
test,202,474,485376,7607,1460544,1945920
test,203,487,498688,8889,1706688,2205376
test,204,480,491520,8936,1715712,2207232
test,205,533,545792,9739,1869888,2415680
test,206,490,501760,7830,1503360,2005120
test,207,534,546816,9522,1828224,2375040
test,208,431,441344,7205,1383360,1824704
test,209,550,563200,10918,2096256,2659456
test,210,564,577536,10510,2017920,2595456
test,211,393,402432,5991,1150272,1552704
test,212,546,559104,9854,1891968,2451072
test,213,563,576512,9837,1888704,2465216
test,214,519,531456,8859,1700928,2232384
test,215,447,457728,7750,1488000,1945728
test,216,573,586752,10420,2000640,2587392
test,217,397,406528,5881,1129152,1535680
test,218,570,583680,10656,2045952,2629632
test,219,515,527360,8526,1636992,2164352
test,220,482,493568,9011,1730112,2223680
test,221,449,459776,7654,1469568,1929344
test,222,280,286720,3041,583872,870592
test,223,520,532480,9914,1903488,2435968
test,224,538,550912,10118,1942656,2493568
test,225,529,541696,10199,1958208,2499904
test,226,451,461824,7509,1441728,1903552
test,227,547,560128,10177,1953984,2514112
test,228,564,577536,10327,1982784,2560320
test,229,517,529408,9852,1891584,2420992
test,230,505,517120,9769,1875648,2392768
test,231,652,667648,13091,2513472,3181120
test,232,394,403456,6021,1156032,1559488
test,233,453,463872,7959,1528128,1992000
test,234,437,447488,7407,1422144,1869632
test,235,455,465920,7562,1451904,1917824
test,236,548,561152,11253,2160576,2721728
test,237,586,600064,10341,1985472,2585536
test,238,612,626688,11643,2235456,2862144
test,239,606,620544,11629,2232768,2853312
test,240,484,495616,7645,1467840,1963456
test,241,543,556032,9487,1821504,2377536
test,242,609,623616,12572,2413824,3037440
test,243,562,575488,10913,2095296,2670784
test,244,442,452608,7578,1454976,1907584
test,245,903,924672,18853,3619776,4544448
test,246,471,482304,8604,1651968,2134272
test,247,606,620544,11218,2153856,2774400
test,248,439,449536,6948,1334016,1783552
test,249,477,488448,8825,1694400,2182848
test,250,595,609280,11034,2118528,2727808
test,251,1062,1087488,26006,4993152,6080640
test,252,486,497664,8165,1567680,2065344
test,253,530,542720,9302,1785984,2328704
test,254,481,492544,7980,1532160,2024704
test,255,583,596992,10644,2043648,2640640
test,256,982,1005568,22493,4318656,5324224
test,257,481,492544,8370,1607040,2099584
test,258,493,504832,8206,1575552,2080384
test,259,613,627712,11353,2179776,2807488
test,260,530,542720,9919,1904448,2447168
test,261,555,568320,10235,1965120,2533440
test,262,439,449536,6729,1291968,1741504
test,263,563,576512,12294,2360448,2936960
test,264,611,625664,10956,2103552,2729216
test,265,447,457728,7381,1417152,1874880
test,266,526,538624,10261,1970112,2508736
test,267,439,449536,7169,1376448,1825984
test,268,593,607232,10772,2068224,2675456
test,269,473,484352,8537,1639104,2123456
test,270,462,473088,7872,1511424,1984512
test,271,522,534528,8599,1651008,2185536
test,272,538,550912,9830,1887360,2438272
test,273,566,579584,10884,2089728,2669312
test,274,495,506880,8496,1631232,2138112
test,275,577,590848,10717,2057664,2648512
test,276,508,520192,9230,1772160,2292352
test,277,483,494592,9048,1737216,2231808
test,278,465,476160,7488,1437696,1913856
test,279,578,591872,12238,2349696,2941568
test,280,574,587776,10992,2110464,2698240
test,281,505,517120,8832,1695744,2212864
test,282,511,523264,9346,1794432,2317696
test,283,472,483328,8526,1636992,2120320
test,284,480,491520,7815,1500480,1992000
test,285,446,456704,7230,1388160,1844864
test,286,623,637952,11744,2254848,2892800
test,287,419,429056,6379,1224768,1653824
test,288,609,623616,11503,2208576,2832192
test,289,469,480256,8532,1638144,2118400
test,290,569,582656,10789,2071488,2654144
test,291,518,530432,9321,1789632,2320064
test,292,512,524288,8917,1712064,2236352
test,293,463,474112,7969,1530048,2004160
test,294,605,619520,11304,2170368,2789888
test,295,619,633856,12158,2334336,2968192
test,296,676,692224,13284,2550528,3242752
test,297,466,477184,8423,1617216,2094400
test,298,442,452608,6605,1268160,1720768
test,299,537,549888,9367,1798464,2348352
test,300,554,567296,11560,2219520,2786816
test,301,484,495616,9086,1744512,2240128
test,302,504,516096,8647,1660224,2176320
test,303,448,458752,7785,1494720,1953472
test,304,664,679936,13188,2532096,3212032
test,305,558,571392,11642,2235264,2806656
test,306,610,624640,10994,2110848,2735488
test,307,582,595968,10779,2069568,2665536
test,308,544,557056,9868,1894656,2451712
test,309,488,499712,8732,1676544,2176256
test,310,451,461824,6913,1327296,1789120
test,311,579,592896,10222,1962624,2555520
test,312,552,565248,9567,1836864,2402112
test,313,566,579584,10443,2005056,2584640
test,314,513,525312,8844,1698048,2223360
test,315,583,596992,11296,2168832,2765824
test,316,745,762880,15569,2989248,3752128
test,317,442,452608,7578,1454976,1907584
test,318,520,532480,9317,1788864,2321344
test,319,583,596992,11055,2122560,2719552
test,320,452,462848,6818,1309056,1771904
test,321,577,590848,10249,1967808,2558656
test,322,504,516096,8234,1580928,2097024
test,323,484,495616,9086,1744512,2240128
test,324,515,527360,9211,1768512,2295872
test,325,415,424960,6680,1282560,1707520
test,326,469,480256,8417,1616064,2096320
test,327,455,465920,8030,1541760,2007680
test,328,601,615424,11231,2156352,2771776
test,329,456,466944,8065,1548480,2015424
test,330,443,453632,7142,1371264,1824896
test,331,565,578560,10369,1990848,2569408
test,332,573,586752,10285,1974720,2561472
test,333,489,500736,8018,1539456,2040192
test,334,540,552960,11042,2120064,2673024
