test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9104477611940298,0.9030303030303031,0.0022721788776454642,12,37
0.9104477611940298,0.9090909090909091,0.002268202625103851,30,38
0.9313432835820895,0.9030303030303031,0.002269658045982247,18,39
0.9104477611940298,0.896969696969697,0.002263910378982772,23,40
0.9074626865671642,0.9090909090909091,0.0022670318831258746,15,41
0.9014925373134328,0.9212121212121213,0.0022691221379522067,13,42
0.9104477611940298,0.9151515151515152,0.0022674610365682572,11,43
0.9134328358208955,0.9030303030303031,0.0022653885741732013,23,44
0.9074626865671642,0.8909090909090909,0.0022712337436960705,16,45
0.8985074626865671,0.9212121212121213,0.002271821605625437,18,46
