dataset,index,split,window_size,approach,time,nodes,edges,density
Ohsumed,1828,test,4,MPAD,0.0005848407745361328,93,610,0.07052838478436814
Ohsumed,1828,test,4,TextING,0.0010116100311279297,92,424,0.0500945179584121
Ohsumed,1828,test,5,MPAD,0.0007090568542480469,93,746,0.08625274598219447
Ohsumed,1828,test,5,TextING,0.0014789104461669922,92,558,0.06592627599243857
Ohsumed,1828,test,5,MPAD,0.0007221698760986328,93,746,0.08625274598219447
Ohsumed,1828,test,5,TextING,0.0014872550964355469,92,558,0.06592627599243857
Ohsumed,1828,test,5,MPAD,0.00070953369140625,93,746,0.08625274598219447
Ohsumed,1828,test,5,TextING,0.0014820098876953125,92,558,0.06592627599243857
R8,854,test,2,MPAD,0.0002856254577636719,51,186,0.07151095732410612
R8,854,test,2,TextING,0.00027632713317871094,50,86,0.0344
R8,854,test,2,MPAD,0.000247955322265625,51,186,0.07151095732410612
R8,854,test,2,TextING,0.00026798248291015625,50,86,0.0344
R8,854,test,2,MPAD,0.00024580955505371094,51,186,0.07151095732410612
R8,854,test,2,TextING,0.0002655982971191406,50,86,0.0344
R8,854,test,3,MPAD,0.0003368854522705078,51,278,0.10688196847366398
R8,854,test,3,TextING,0.00045990943908691406,50,176,0.0704
R8,854,test,3,MPAD,0.00034117698669433594,51,278,0.10688196847366398
R8,854,test,3,TextING,0.0004582405090332031,50,176,0.0704
R8,854,test,3,MPAD,0.00034618377685546875,51,278,0.10688196847366398
R8,854,test,3,TextING,0.0004546642303466797,50,176,0.0704
R8,854,test,4,MPAD,0.00043511390686035156,51,351,0.13494809688581316
R8,854,test,4,TextING,0.0007162094116210938,50,246,0.0984
R8,854,test,4,MPAD,0.00043773651123046875,51,351,0.13494809688581316
R8,854,test,4,TextING,0.00070953369140625,50,246,0.0984
R8,854,test,4,MPAD,0.00043582916259765625,51,351,0.13494809688581316
R8,854,test,4,TextING,0.0007131099700927734,50,246,0.0984
R8,854,test,5,MPAD,0.0005326271057128906,51,421,0.16186082276047675
R8,854,test,5,TextING,0.0010454654693603516,50,315,0.126
R8,854,test,5,MPAD,0.0005326271057128906,51,421,0.16186082276047675
R8,854,test,5,TextING,0.0010416507720947266,50,315,0.126
R8,854,test,5,MPAD,0.000530242919921875,51,421,0.16186082276047675
R8,854,test,5,TextING,0.0010437965393066406,50,315,0.126
SST-2,483,validation,2,MPAD,9.846687316894531e-05,20,58,0.145
SST-2,483,validation,2,TextING,8.034706115722656e-05,19,20,0.055401662049861494
SST-2,483,validation,2,MPAD,6.985664367675781e-05,20,58,0.145
SST-2,483,validation,2,TextING,7.271766662597656e-05,19,20,0.055401662049861494
SST-2,483,validation,2,MPAD,6.604194641113281e-05,20,58,0.145
SST-2,483,validation,2,TextING,7.009506225585938e-05,19,20,0.055401662049861494
SST-2,483,validation,3,MPAD,8.082389831542969e-05,20,77,0.1925
SST-2,483,validation,3,TextING,0.0001010894775390625,19,39,0.10803324099722991
SST-2,483,validation,3,MPAD,8.296966552734375e-05,20,77,0.1925
SST-2,483,validation,3,TextING,0.00010061264038085938,19,39,0.10803324099722991
SST-2,483,validation,3,MPAD,8.225440979003906e-05,20,77,0.1925
SST-2,483,validation,3,TextING,9.822845458984375e-05,19,39,0.10803324099722991
SST-2,483,validation,4,MPAD,9.703636169433594e-05,20,95,0.2375
SST-2,483,validation,4,TextING,0.0001373291015625,19,57,0.15789473684210525
SST-2,483,validation,4,MPAD,9.679794311523438e-05,20,95,0.2375
SST-2,483,validation,4,TextING,0.00013566017150878906,19,57,0.15789473684210525
SST-2,483,validation,4,MPAD,9.489059448242188e-05,20,95,0.2375
SST-2,483,validation,4,TextING,0.0001385211944580078,19,57,0.15789473684210525
SST-2,483,validation,5,MPAD,0.00010800361633300781,20,112,0.28
SST-2,483,validation,5,TextING,0.00017976760864257812,19,73,0.20221606648199447
SST-2,483,validation,5,MPAD,0.00010848045349121094,20,112,0.28
SST-2,483,validation,5,TextING,0.00017642974853515625,19,73,0.20221606648199447
SST-2,483,validation,5,MPAD,0.00010800361633300781,20,112,0.28
SST-2,483,validation,5,TextING,0.00018215179443359375,19,73,0.20221606648199447
R8,256,validation,2,MPAD,0.0004658699035644531,118,437,0.031384659580580294
R8,256,validation,2,TextING,0.0005090236663818359,117,202,0.014756373730732705
R8,256,validation,2,MPAD,0.0004451274871826172,118,437,0.031384659580580294
R8,256,validation,2,TextING,0.0005002021789550781,117,202,0.014756373730732705
R8,256,validation,2,MPAD,0.0004417896270751953,118,437,0.031384659580580294
R8,256,validation,2,TextING,0.0004992485046386719,117,202,0.014756373730732705
R8,256,validation,3,MPAD,0.0006062984466552734,118,649,0.046610169491525424
R8,256,validation,3,TextING,0.000881195068359375,117,414,0.030243261012491782
R8,256,validation,3,MPAD,0.0006101131439208984,118,649,0.046610169491525424
R8,256,validation,3,TextING,0.0008673667907714844,117,414,0.030243261012491782
R8,256,validation,3,MPAD,0.0006084442138671875,118,649,0.046610169491525424
R8,256,validation,3,TextING,0.000865936279296875,117,414,0.030243261012491782
R8,256,validation,4,MPAD,0.0007846355438232422,118,854,0.06133295030163746
R8,256,validation,4,TextING,0.0013818740844726562,117,618,0.045145737453429764
R8,256,validation,4,MPAD,0.0007793903350830078,118,854,0.06133295030163746
R8,256,validation,4,TextING,0.0013828277587890625,117,618,0.045145737453429764
R8,256,validation,4,MPAD,0.0007812976837158203,118,854,0.06133295030163746
R8,256,validation,4,TextING,0.0013794898986816406,117,618,0.045145737453429764
R8,256,validation,5,MPAD,0.0009386539459228516,118,1045,0.07505027291008332
R8,256,validation,5,TextING,0.002084493637084961,117,807,0.05895244356782818
R8,256,validation,5,MPAD,0.0009486675262451172,118,1045,0.07505027291008332
R8,256,validation,5,TextING,0.0020585060119628906,117,807,0.05895244356782818
R8,256,validation,5,MPAD,0.0009479522705078125,118,1045,0.07505027291008332
R8,256,validation,5,TextING,0.002056598663330078,117,807,0.05895244356782818
Ohsumed,1966,test,2,MPAD,0.0004715919494628906,96,356,0.038628472222222224
Ohsumed,1966,test,2,TextING,0.00047588348388671875,95,166,0.018393351800554018
Ohsumed,1966,test,2,MPAD,0.00042700767517089844,96,356,0.038628472222222224
Ohsumed,1966,test,2,TextING,0.0004680156707763672,95,166,0.018393351800554018
Ohsumed,1966,test,2,MPAD,0.0004203319549560547,96,356,0.038628472222222224
Ohsumed,1966,test,2,TextING,0.00046539306640625,95,166,0.018393351800554018
Ohsumed,1966,test,3,MPAD,0.0005724430084228516,96,534,0.057942708333333336
Ohsumed,1966,test,3,TextING,0.0008053779602050781,95,343,0.038005540166204985
Ohsumed,1966,test,3,MPAD,0.0005872249603271484,96,534,0.057942708333333336
Ohsumed,1966,test,3,TextING,0.0008060932159423828,95,343,0.038005540166204985
Ohsumed,1966,test,3,MPAD,0.0005779266357421875,96,534,0.057942708333333336
Ohsumed,1966,test,3,TextING,0.0008022785186767578,95,343,0.038005540166204985
Ohsumed,1966,test,4,MPAD,0.0007359981536865234,96,706,0.07660590277777778
Ohsumed,1966,test,4,TextING,0.0012676715850830078,95,514,0.05695290858725762
Ohsumed,1966,test,4,MPAD,0.000736236572265625,96,706,0.07660590277777778
Ohsumed,1966,test,4,TextING,0.0012612342834472656,95,514,0.05695290858725762
Ohsumed,1966,test,4,MPAD,0.0007374286651611328,96,706,0.07660590277777778
Ohsumed,1966,test,4,TextING,0.0012774467468261719,95,514,0.05695290858725762
Ohsumed,1966,test,5,MPAD,0.0008862018585205078,96,864,0.09375
Ohsumed,1966,test,5,TextING,0.0018680095672607422,95,671,0.07434903047091412
Ohsumed,1966,test,5,MPAD,0.0008947849273681641,96,864,0.09375
Ohsumed,1966,test,5,TextING,0.0018613338470458984,95,671,0.07434903047091412
Ohsumed,1966,test,5,MPAD,0.0008876323699951172,96,864,0.09375
Ohsumed,1966,test,5,TextING,0.0018873214721679688,95,671,0.07434903047091412
R8,1523,test,2,MPAD,0.0007083415985107422,170,639,0.022110726643598616
R8,1523,test,2,TextING,0.0007491111755371094,169,301,0.01053884667903785
R8,1523,test,2,MPAD,0.0006582736968994141,170,639,0.022110726643598616
R8,1523,test,2,TextING,0.0007383823394775391,169,301,0.01053884667903785
R8,1523,test,2,MPAD,0.0006566047668457031,170,639,0.022110726643598616
R8,1523,test,2,TextING,0.0007276535034179688,169,301,0.01053884667903785
R8,1523,test,3,MPAD,0.0009143352508544922,170,946,0.03273356401384083
R8,1523,test,3,TextING,0.0012907981872558594,169,607,0.021252757256398587
R8,1523,test,3,MPAD,0.0009300708770751953,170,946,0.03273356401384083
R8,1523,test,3,TextING,0.0012891292572021484,169,607,0.021252757256398587
R8,1523,test,3,MPAD,0.0009195804595947266,170,946,0.03273356401384083
R8,1523,test,3,TextING,0.0012946128845214844,169,607,0.021252757256398587
R8,1523,test,4,MPAD,0.0011813640594482422,170,1237,0.042802768166089966
R8,1523,test,4,TextING,0.0021088123321533203,169,898,0.031441476138790656
R8,1523,test,4,MPAD,0.0011942386627197266,170,1237,0.042802768166089966
R8,1523,test,4,TextING,0.002088785171508789,169,898,0.031441476138790656
R8,1523,test,4,MPAD,0.001190185546875,170,1237,0.042802768166089966
R8,1523,test,4,TextING,0.0020885467529296875,169,898,0.031441476138790656
R8,1523,test,5,MPAD,0.0014574527740478516,170,1515,0.05242214532871972
R8,1523,test,5,TextING,0.003221750259399414,169,1175,0.04114001610587865
R8,1523,test,5,MPAD,0.001466512680053711,170,1515,0.05242214532871972
R8,1523,test,5,TextING,0.0030794143676757812,169,1175,0.04114001610587865
R8,1523,test,5,MPAD,0.0014646053314208984,170,1515,0.05242214532871972
R8,1523,test,5,TextING,0.003092527389526367,169,1175,0.04114001610587865
R8,570,test,2,MPAD,0.00019812583923339844,45,137,0.06765432098765432
R8,570,test,2,TextING,0.00014448165893554688,44,49,0.0253099173553719
R8,570,test,2,MPAD,0.00012540817260742188,45,137,0.06765432098765432
R8,570,test,2,TextING,0.00013327598571777344,44,49,0.0253099173553719
R8,570,test,2,MPAD,0.00012159347534179688,45,137,0.06765432098765432
R8,570,test,2,TextING,0.00013208389282226562,44,49,0.0253099173553719
R8,570,test,3,MPAD,0.0001614093780517578,45,186,0.09185185185185185
R8,570,test,3,TextING,0.00021219253540039062,44,98,0.0506198347107438
R8,570,test,3,MPAD,0.0001609325408935547,45,186,0.09185185185185185
R8,570,test,3,TextING,0.000209808349609375,44,98,0.0506198347107438
R8,570,test,3,MPAD,0.00016069412231445312,45,186,0.09185185185185185
R8,570,test,3,TextING,0.00020933151245117188,44,98,0.0506198347107438
R8,570,test,4,MPAD,0.00019621849060058594,45,234,0.11555555555555555
R8,570,test,4,TextING,0.0003192424774169922,44,146,0.07541322314049587
R8,570,test,4,MPAD,0.0001983642578125,45,234,0.11555555555555555
R8,570,test,4,TextING,0.00031495094299316406,44,146,0.07541322314049587
R8,570,test,4,MPAD,0.00019931793212890625,45,234,0.11555555555555555
R8,570,test,4,TextING,0.0003237724304199219,44,146,0.07541322314049587
R8,570,test,5,MPAD,0.00022983551025390625,45,282,0.13925925925925925
R8,570,test,5,TextING,0.00045299530029296875,44,194,0.10020661157024793
R8,570,test,5,MPAD,0.00023031234741210938,45,282,0.13925925925925925
R8,570,test,5,TextING,0.00044846534729003906,44,194,0.10020661157024793
R8,570,test,5,MPAD,0.00022983551025390625,45,282,0.13925925925925925
R8,570,test,5,TextING,0.0004467964172363281,44,194,0.10020661157024793
Ohsumed,1952,test,2,MPAD,0.0004932880401611328,120,433,0.030069444444444444
Ohsumed,1952,test,2,TextING,0.0005280971527099609,119,195,0.013770213967940117
Ohsumed,1952,test,2,MPAD,0.0004684925079345703,120,433,0.030069444444444444
Ohsumed,1952,test,2,TextING,0.0005180835723876953,119,195,0.013770213967940117
Ohsumed,1952,test,2,MPAD,0.00045871734619140625,120,433,0.030069444444444444
Ohsumed,1952,test,2,TextING,0.0005171298980712891,119,195,0.013770213967940117
Ohsumed,1952,test,3,MPAD,0.0006234645843505859,120,626,0.043472222222222225
Ohsumed,1952,test,3,TextING,0.0008842945098876953,119,388,0.02739919497210649
Ohsumed,1952,test,3,MPAD,0.0006265640258789062,120,626,0.043472222222222225
Ohsumed,1952,test,3,TextING,0.0008835792541503906,119,388,0.02739919497210649
Ohsumed,1952,test,3,MPAD,0.0006258487701416016,120,626,0.043472222222222225
Ohsumed,1952,test,3,TextING,0.0008780956268310547,119,388,0.02739919497210649
Ohsumed,1952,test,4,MPAD,0.0007936954498291016,120,823,0.057152777777777775
Ohsumed,1952,test,4,TextING,0.0013883113861083984,119,585,0.041310641903820354
Ohsumed,1952,test,4,MPAD,0.0007936954498291016,120,823,0.057152777777777775
Ohsumed,1952,test,4,TextING,0.0013737678527832031,119,585,0.041310641903820354
Ohsumed,1952,test,4,MPAD,0.0007913112640380859,120,823,0.057152777777777775
Ohsumed,1952,test,4,TextING,0.0013837814331054688,119,585,0.041310641903820354
Ohsumed,1952,test,5,MPAD,0.0009474754333496094,120,1020,0.07083333333333333
Ohsumed,1952,test,5,TextING,0.002039194107055664,119,781,0.05515147235364734
Ohsumed,1952,test,5,MPAD,0.0009605884552001953,120,1020,0.07083333333333333
Ohsumed,1952,test,5,TextING,0.002033233642578125,119,781,0.05515147235364734
Ohsumed,1952,test,5,MPAD,0.0009484291076660156,120,1020,0.07083333333333333
Ohsumed,1952,test,5,TextING,0.0020334720611572266,119,781,0.05515147235364734
R8,1498,test,2,MPAD,0.00016736984252929688,32,105,0.1025390625
R8,1498,test,2,TextING,0.0001342296600341797,31,43,0.044745057232049947
R8,1498,test,2,MPAD,0.00011610984802246094,32,105,0.1025390625
R8,1498,test,2,TextING,0.0001251697540283203,31,43,0.044745057232049947
R8,1498,test,2,MPAD,0.0001125335693359375,32,105,0.1025390625
R8,1498,test,2,TextING,0.0001220703125,31,43,0.044745057232049947
R8,1498,test,3,MPAD,0.00015091896057128906,32,144,0.140625
R8,1498,test,3,TextING,0.00020503997802734375,31,79,0.08220603537981269
R8,1498,test,3,MPAD,0.0001499652862548828,32,144,0.140625
R8,1498,test,3,TextING,0.00019359588623046875,31,79,0.08220603537981269
R8,1498,test,3,MPAD,0.00014925003051757812,32,144,0.140625
R8,1498,test,3,TextING,0.0002129077911376953,31,79,0.08220603537981269
R8,1498,test,4,MPAD,0.00019168853759765625,32,179,0.1748046875
R8,1498,test,4,TextING,0.0002961158752441406,31,112,0.11654526534859522
R8,1498,test,4,MPAD,0.00019216537475585938,32,179,0.1748046875
R8,1498,test,4,TextING,0.0002932548522949219,31,112,0.11654526534859522
R8,1498,test,4,MPAD,0.00019049644470214844,32,179,0.1748046875
R8,1498,test,4,TextING,0.0002923011779785156,31,112,0.11654526534859522
R8,1498,test,5,MPAD,0.00022459030151367188,32,210,0.205078125
R8,1498,test,5,TextING,0.0004184246063232422,31,143,0.14880332986472425
R8,1498,test,5,MPAD,0.0002257823944091797,32,210,0.205078125
R8,1498,test,5,TextING,0.0004165172576904297,31,143,0.14880332986472425
R8,1498,test,5,MPAD,0.00022554397583007812,32,210,0.205078125
R8,1498,test,5,TextING,0.0004184246063232422,31,143,0.14880332986472425
SST-2,288,test,2,MPAD,5.7220458984375e-05,6,14,0.3888888888888889
SST-2,288,test,2,TextING,3.933906555175781e-05,5,4,0.16
SST-2,288,test,2,MPAD,4.1961669921875e-05,6,14,0.3888888888888889
SST-2,288,test,2,TextING,3.4809112548828125e-05,5,4,0.16
SST-2,288,test,2,MPAD,3.337860107421875e-05,6,14,0.3888888888888889
SST-2,288,test,2,TextING,3.409385681152344e-05,5,4,0.16
SST-2,288,test,3,MPAD,3.62396240234375e-05,6,17,0.4722222222222222
SST-2,288,test,3,TextING,3.9577484130859375e-05,5,7,0.28
SST-2,288,test,3,MPAD,3.600120544433594e-05,6,17,0.4722222222222222
SST-2,288,test,3,TextING,3.7670135498046875e-05,5,7,0.28
SST-2,288,test,3,MPAD,3.552436828613281e-05,6,17,0.4722222222222222
SST-2,288,test,3,TextING,3.695487976074219e-05,5,7,0.28
SST-2,288,test,4,MPAD,3.838539123535156e-05,6,19,0.5277777777777778
SST-2,288,test,4,TextING,3.910064697265625e-05,5,9,0.36
SST-2,288,test,4,MPAD,3.838539123535156e-05,6,19,0.5277777777777778
SST-2,288,test,4,TextING,3.743171691894531e-05,5,9,0.36
SST-2,288,test,4,MPAD,3.719329833984375e-05,6,19,0.5277777777777778
SST-2,288,test,4,TextING,3.719329833984375e-05,5,9,0.36
SST-2,288,test,5,MPAD,4.00543212890625e-05,6,20,0.5555555555555556
SST-2,288,test,5,TextING,3.528594970703125e-05,5,10,0.4
SST-2,288,test,5,MPAD,3.9577484130859375e-05,6,20,0.5555555555555556
SST-2,288,test,5,TextING,3.62396240234375e-05,5,10,0.4
SST-2,288,test,5,MPAD,4.00543212890625e-05,6,20,0.5555555555555556
SST-2,288,test,5,TextING,3.457069396972656e-05,5,10,0.4
R8,262,validation,2,MPAD,0.00014662742614746094,36,114,0.08796296296296297
R8,262,validation,2,TextING,0.00014400482177734375,35,44,0.035918367346938776
R8,262,validation,2,MPAD,0.0001289844512939453,36,114,0.08796296296296297
R8,262,validation,2,TextING,0.0001366138458251953,35,44,0.035918367346938776
R8,262,validation,2,MPAD,0.00012612342834472656,36,114,0.08796296296296297
R8,262,validation,2,TextING,0.00013518333435058594,35,44,0.035918367346938776
R8,262,validation,3,MPAD,0.00017118453979492188,36,156,0.12037037037037036
R8,262,validation,3,TextING,0.00022745132446289062,35,82,0.06693877551020408
R8,262,validation,3,MPAD,0.0001704692840576172,36,156,0.12037037037037036
R8,262,validation,3,TextING,0.0002155303955078125,35,82,0.06693877551020408
R8,262,validation,3,MPAD,0.0001690387725830078,36,156,0.12037037037037036
R8,262,validation,3,TextING,0.00021505355834960938,35,82,0.06693877551020408
R8,262,validation,4,MPAD,0.0002162456512451172,36,188,0.14506172839506173
R8,262,validation,4,TextING,0.000331878662109375,35,114,0.09306122448979592
R8,262,validation,4,MPAD,0.00022149085998535156,36,188,0.14506172839506173
R8,262,validation,4,TextING,0.0003306865692138672,35,114,0.09306122448979592
R8,262,validation,4,MPAD,0.0002143383026123047,36,188,0.14506172839506173
R8,262,validation,4,TextING,0.00033092498779296875,35,114,0.09306122448979592
R8,262,validation,5,MPAD,0.0002551078796386719,36,218,0.16820987654320987
R8,262,validation,5,TextING,0.00047779083251953125,35,144,0.11755102040816326
