dataset,index,split,window_size,approach,time,nodes,edges,density
Ohsumed,3429,test,3,TextING,0.00087738037109375,120,388,0.026944444444444444
Ohsumed,3429,test,3,MPAD,0.0006315708160400391,121,629,0.04296154634246294
Ohsumed,3429,test,3,TextING,0.0008809566497802734,120,388,0.026944444444444444
Ohsumed,3429,test,4,MPAD,0.0007946491241455078,121,819,0.05593880199439929
Ohsumed,3429,test,4,TextING,0.0013818740844726562,120,578,0.04013888888888889
Ohsumed,3429,test,4,MPAD,0.0007963180541992188,121,819,0.05593880199439929
Ohsumed,3429,test,4,TextING,0.0013816356658935547,120,578,0.04013888888888889
Ohsumed,3429,test,4,MPAD,0.0007975101470947266,121,819,0.05593880199439929
Ohsumed,3429,test,4,TextING,0.0013835430145263672,120,578,0.04013888888888889
Ohsumed,3429,test,5,MPAD,0.000946044921875,121,1013,0.06918926302848166
Ohsumed,3429,test,5,TextING,0.0020647048950195312,120,770,0.05347222222222222
Ohsumed,3429,test,5,MPAD,0.0009510517120361328,121,1013,0.06918926302848166
Ohsumed,3429,test,5,TextING,0.002038717269897461,120,770,0.05347222222222222
Ohsumed,3429,test,5,MPAD,0.000949859619140625,121,1013,0.06918926302848166
Ohsumed,3429,test,5,TextING,0.0020294189453125,120,770,0.05347222222222222
Ohsumed,1071,test,2,MPAD,0.00045609474182128906,106,376,0.03346386614453542
Ohsumed,1071,test,2,TextING,0.00045561790466308594,105,166,0.015056689342403628
Ohsumed,1071,test,2,MPAD,0.0004076957702636719,106,376,0.03346386614453542
Ohsumed,1071,test,2,TextING,0.0004470348358154297,105,166,0.015056689342403628
Ohsumed,1071,test,2,MPAD,0.00040435791015625,106,376,0.03346386614453542
Ohsumed,1071,test,2,TextING,0.00044465065002441406,105,166,0.015056689342403628
Ohsumed,1071,test,3,MPAD,0.0005481243133544922,106,550,0.048949804200783195
Ohsumed,1071,test,3,TextING,0.0007703304290771484,105,339,0.03074829931972789
Ohsumed,1071,test,3,MPAD,0.0005512237548828125,106,550,0.048949804200783195
Ohsumed,1071,test,3,TextING,0.0007653236389160156,105,339,0.03074829931972789
Ohsumed,1071,test,3,MPAD,0.0005514621734619141,106,550,0.048949804200783195
Ohsumed,1071,test,3,TextING,0.0007636547088623047,105,339,0.03074829931972789
Ohsumed,1071,test,4,MPAD,0.0006985664367675781,106,717,0.063812744749021
Ohsumed,1071,test,4,TextING,0.001203298568725586,105,503,0.04562358276643991
Ohsumed,1071,test,4,MPAD,0.0007038116455078125,106,717,0.063812744749021
Ohsumed,1071,test,4,TextING,0.001195669174194336,105,503,0.04562358276643991
Ohsumed,1071,test,4,MPAD,0.0007045269012451172,106,717,0.063812744749021
Ohsumed,1071,test,4,TextING,0.0012018680572509766,105,503,0.04562358276643991
Ohsumed,1071,test,5,MPAD,0.0008392333984375,106,873,0.07769668921324314
Ohsumed,1071,test,5,TextING,0.0017657279968261719,105,659,0.059773242630385484
Ohsumed,1071,test,5,MPAD,0.0008485317230224609,106,873,0.07769668921324314
Ohsumed,1071,test,5,TextING,0.0017688274383544922,105,659,0.059773242630385484
Ohsumed,1071,test,5,MPAD,0.000843048095703125,106,873,0.07769668921324314
Ohsumed,1071,test,5,TextING,0.0017688274383544922,105,659,0.059773242630385484
SST-2,963,test,2,MPAD,0.000102996826171875,16,47,0.18359375
SST-2,963,test,2,TextING,7.224082946777344e-05,15,17,0.07555555555555556
SST-2,963,test,2,MPAD,6.604194641113281e-05,16,47,0.18359375
SST-2,963,test,2,TextING,6.461143493652344e-05,15,17,0.07555555555555556
SST-2,963,test,2,MPAD,6.127357482910156e-05,16,47,0.18359375
SST-2,963,test,2,TextING,6.318092346191406e-05,15,17,0.07555555555555556
SST-2,963,test,3,MPAD,7.510185241699219e-05,16,63,0.24609375
SST-2,963,test,3,TextING,8.988380432128906e-05,15,33,0.14666666666666667
SST-2,963,test,3,MPAD,7.486343383789062e-05,16,63,0.24609375
SST-2,963,test,3,TextING,8.821487426757812e-05,15,33,0.14666666666666667
SST-2,963,test,3,MPAD,7.414817810058594e-05,16,63,0.24609375
SST-2,963,test,3,TextING,8.7738037109375e-05,15,33,0.14666666666666667
SST-2,963,test,4,MPAD,8.58306884765625e-05,16,78,0.3046875
SST-2,963,test,4,TextING,0.0001201629638671875,15,48,0.21333333333333335
SST-2,963,test,4,MPAD,8.606910705566406e-05,16,78,0.3046875
SST-2,963,test,4,TextING,0.00011897087097167969,15,48,0.21333333333333335
SST-2,963,test,4,MPAD,8.511543273925781e-05,16,78,0.3046875
SST-2,963,test,4,TextING,0.00011706352233886719,15,48,0.21333333333333335
SST-2,963,test,5,MPAD,9.918212890625e-05,16,93,0.36328125
SST-2,963,test,5,TextING,0.00015592575073242188,15,62,0.27555555555555555
SST-2,963,test,5,MPAD,0.00010013580322265625,16,93,0.36328125
SST-2,963,test,5,TextING,0.00015544891357421875,15,62,0.27555555555555555
SST-2,963,test,5,MPAD,9.72747802734375e-05,16,93,0.36328125
SST-2,963,test,5,TextING,0.00015425682067871094,15,62,0.27555555555555555
R8,344,test,2,MPAD,0.0001308917999267578,30,97,0.10777777777777778
R8,344,test,2,TextING,0.00012445449829101562,29,39,0.04637336504161712
R8,344,test,2,MPAD,0.00011134147644042969,30,97,0.10777777777777778
R8,344,test,2,TextING,0.00011897087097167969,29,39,0.04637336504161712
R8,344,test,2,MPAD,0.0001163482666015625,30,97,0.10777777777777778
R8,344,test,2,TextING,0.00011754035949707031,29,39,0.04637336504161712
R8,344,test,3,MPAD,0.00014162063598632812,30,137,0.15222222222222223
R8,344,test,3,TextING,0.00018835067749023438,29,78,0.09274673008323424
R8,344,test,3,MPAD,0.00014209747314453125,30,137,0.15222222222222223
R8,344,test,3,TextING,0.0001838207244873047,29,78,0.09274673008323424
R8,344,test,3,MPAD,0.00014162063598632812,30,137,0.15222222222222223
R8,344,test,3,TextING,0.0001819133758544922,29,78,0.09274673008323424
R8,344,test,4,MPAD,0.0001773834228515625,30,174,0.19333333333333333
R8,344,test,4,TextING,0.00028133392333984375,29,115,0.1367419738406659
R8,344,test,4,MPAD,0.0001780986785888672,30,174,0.19333333333333333
R8,344,test,4,TextING,0.0002799034118652344,29,115,0.1367419738406659
R8,344,test,4,MPAD,0.0001773834228515625,30,174,0.19333333333333333
R8,344,test,4,TextING,0.0002791881561279297,29,115,0.1367419738406659
R8,344,test,5,MPAD,0.0002079010009765625,30,209,0.23222222222222222
R8,344,test,5,TextING,0.0003960132598876953,29,150,0.178359096313912
R8,344,test,5,MPAD,0.0002090930938720703,30,209,0.23222222222222222
R8,344,test,5,TextING,0.00039386749267578125,29,150,0.178359096313912
R8,344,test,5,MPAD,0.0002117156982421875,30,209,0.23222222222222222
R8,344,test,5,TextING,0.0003941059112548828,29,150,0.178359096313912
SST-2,592,validation,2,MPAD,8.344650268554688e-05,17,48,0.16608996539792387
SST-2,592,validation,2,TextING,6.794929504394531e-05,16,16,0.0625
SST-2,592,validation,2,MPAD,6.103515625e-05,17,48,0.16608996539792387
SST-2,592,validation,2,TextING,6.222724914550781e-05,16,16,0.0625
SST-2,592,validation,2,MPAD,5.793571472167969e-05,17,48,0.16608996539792387
SST-2,592,validation,2,TextING,6.031990051269531e-05,16,16,0.0625
SST-2,592,validation,3,MPAD,6.985664367675781e-05,17,64,0.22145328719723184
SST-2,592,validation,3,TextING,8.487701416015625e-05,16,30,0.1171875
SST-2,592,validation,3,MPAD,7.128715515136719e-05,17,64,0.22145328719723184
SST-2,592,validation,3,TextING,8.296966552734375e-05,16,30,0.1171875
SST-2,592,validation,3,MPAD,7.05718994140625e-05,17,64,0.22145328719723184
SST-2,592,validation,3,TextING,8.177757263183594e-05,16,30,0.1171875
SST-2,592,validation,4,MPAD,8.392333984375e-05,17,76,0.2629757785467128
SST-2,592,validation,4,TextING,0.00011444091796875,16,42,0.1640625
SST-2,592,validation,4,MPAD,8.368492126464844e-05,17,76,0.2629757785467128
SST-2,592,validation,4,TextING,0.0001125335693359375,16,42,0.1640625
SST-2,592,validation,4,MPAD,8.296966552734375e-05,17,76,0.2629757785467128
SST-2,592,validation,4,TextING,0.00011110305786132812,16,42,0.1640625
SST-2,592,validation,5,MPAD,9.655952453613281e-05,17,86,0.2975778546712803
SST-2,592,validation,5,TextING,0.0001468658447265625,16,52,0.203125
SST-2,592,validation,5,MPAD,9.655952453613281e-05,17,86,0.2975778546712803
SST-2,592,validation,5,TextING,0.0001461505889892578,16,52,0.203125
SST-2,592,validation,5,MPAD,9.512901306152344e-05,17,86,0.2975778546712803
SST-2,592,validation,5,TextING,0.0001456737518310547,16,52,0.203125
Ohsumed,3715,test,2,MPAD,0.0007913112640380859,170,659,0.022802768166089966
Ohsumed,3715,test,2,TextING,0.0008499622344970703,169,320,0.011204089492664823
Ohsumed,3715,test,2,MPAD,0.0007512569427490234,170,659,0.022802768166089966
Ohsumed,3715,test,2,TextING,0.0008244514465332031,169,320,0.011204089492664823
Ohsumed,3715,test,2,MPAD,0.0007464885711669922,170,659,0.022802768166089966
Ohsumed,3715,test,2,TextING,0.0008299350738525391,169,320,0.011204089492664823
Ohsumed,3715,test,3,MPAD,0.0010368824005126953,170,977,0.033806228373702424
Ohsumed,3715,test,3,TextING,0.0014462471008300781,169,636,0.022268127866671334
Ohsumed,3715,test,3,MPAD,0.0010378360748291016,170,977,0.033806228373702424
Ohsumed,3715,test,3,TextING,0.0014431476593017578,169,636,0.022268127866671334
Ohsumed,3715,test,3,MPAD,0.0010406970977783203,170,977,0.033806228373702424
Ohsumed,3715,test,3,TextING,0.0014491081237792969,169,636,0.022268127866671334
Ohsumed,3715,test,4,MPAD,0.0013318061828613281,170,1296,0.044844290657439445
Ohsumed,3715,test,4,TextING,0.0024657249450683594,169,955,0.03343720457967158
Ohsumed,3715,test,4,MPAD,0.0013430118560791016,170,1296,0.044844290657439445
Ohsumed,3715,test,4,TextING,0.0022978782653808594,169,955,0.03343720457967158
Ohsumed,3715,test,4,MPAD,0.0013403892517089844,170,1296,0.044844290657439445
Ohsumed,3715,test,4,TextING,0.0023016929626464844,169,955,0.03343720457967158
Ohsumed,3715,test,5,MPAD,0.0016427040100097656,170,1600,0.05536332179930796
Ohsumed,3715,test,5,TextING,0.00359344482421875,169,1257,0.04401106403837401
Ohsumed,3715,test,5,MPAD,0.0016422271728515625,170,1600,0.05536332179930796
Ohsumed,3715,test,5,TextING,0.0034296512603759766,169,1257,0.04401106403837401
Ohsumed,3715,test,5,MPAD,0.0016300678253173828,170,1600,0.05536332179930796
Ohsumed,3715,test,5,TextING,0.0034341812133789062,169,1257,0.04401106403837401
IMDb-top_1000,3,test,2,MPAD,0.0018970966339111328,359,1506,0.01168519797332423
IMDb-top_1000,3,test,2,TextING,0.0021250247955322266,358,789,0.006156174900908211
IMDb-top_1000,3,test,2,MPAD,0.0018177032470703125,359,1506,0.01168519797332423
IMDb-top_1000,3,test,2,TextING,0.0020873546600341797,358,789,0.006156174900908211
IMDb-top_1000,3,test,2,MPAD,0.0018029212951660156,359,1506,0.01168519797332423
IMDb-top_1000,3,test,2,TextING,0.0020775794982910156,358,789,0.006156174900908211
IMDb-top_1000,3,test,3,MPAD,0.0025053024291992188,359,2341,0.018164042799171328
IMDb-top_1000,3,test,3,TextING,0.0037527084350585938,358,1617,0.012616647420492493
IMDb-top_1000,3,test,3,MPAD,0.0025234222412109375,359,2341,0.018164042799171328
IMDb-top_1000,3,test,3,TextING,0.003662109375,358,1617,0.012616647420492493
IMDb-top_1000,3,test,3,MPAD,0.0025243759155273438,359,2341,0.018164042799171328
IMDb-top_1000,3,test,3,TextING,0.0036499500274658203,358,1617,0.012616647420492493
IMDb-top_1000,3,test,4,MPAD,0.0034906864166259766,359,3119,0.024200619175828865
IMDb-top_1000,3,test,4,TextING,0.005852699279785156,358,2394,0.01867919228488499
IMDb-top_1000,3,test,4,MPAD,0.0034444332122802734,359,3119,0.024200619175828865
IMDb-top_1000,3,test,4,TextING,0.0057220458984375,358,2394,0.01867919228488499
IMDb-top_1000,3,test,4,MPAD,0.0035233497619628906,359,3119,0.024200619175828865
IMDb-top_1000,3,test,4,TextING,0.005734920501708984,358,2394,0.01867919228488499
IMDb-top_1000,3,test,5,MPAD,0.004244565963745117,359,3870,0.030027699971291347
IMDb-top_1000,3,test,5,TextING,0.008742094039916992,358,3139,0.02449205705190225
IMDb-top_1000,3,test,5,MPAD,0.004196643829345703,359,3870,0.030027699971291347
IMDb-top_1000,3,test,5,TextING,0.008731603622436523,358,3139,0.02449205705190225
IMDb-top_1000,3,test,5,MPAD,0.004180431365966797,359,3870,0.030027699971291347
IMDb-top_1000,3,test,5,TextING,0.008702993392944336,358,3139,0.02449205705190225
Ohsumed,333,validation,2,MPAD,0.0005202293395996094,110,382,0.0315702479338843
Ohsumed,333,validation,2,TextING,0.0004324913024902344,109,164,0.013803551889571586
Ohsumed,333,validation,2,MPAD,0.000377655029296875,110,382,0.0315702479338843
Ohsumed,333,validation,2,TextING,0.00041413307189941406,109,164,0.013803551889571586
Ohsumed,333,validation,2,MPAD,0.0003752708435058594,110,382,0.0315702479338843
Ohsumed,333,validation,2,TextING,0.0004115104675292969,109,164,0.013803551889571586
Ohsumed,333,validation,3,MPAD,0.0005044937133789062,110,549,0.04537190082644628
Ohsumed,333,validation,3,TextING,0.0007143020629882812,109,330,0.027775439777796482
Ohsumed,333,validation,3,MPAD,0.0005059242248535156,110,549,0.04537190082644628
Ohsumed,333,validation,3,TextING,0.0007023811340332031,109,330,0.027775439777796482
Ohsumed,333,validation,3,MPAD,0.0005033016204833984,110,549,0.04537190082644628
Ohsumed,333,validation,3,TextING,0.0006999969482421875,109,330,0.027775439777796482
Ohsumed,333,validation,4,MPAD,0.0006465911865234375,110,709,0.05859504132231405
Ohsumed,333,validation,4,TextING,0.0011126995086669922,109,488,0.04107398367140813
Ohsumed,333,validation,4,MPAD,0.0006518363952636719,110,709,0.05859504132231405
Ohsumed,333,validation,4,TextING,0.0011005401611328125,109,488,0.04107398367140813
Ohsumed,333,validation,4,MPAD,0.0006477832794189453,110,709,0.05859504132231405
Ohsumed,333,validation,4,TextING,0.0011005401611328125,109,488,0.04107398367140813
Ohsumed,333,validation,5,MPAD,0.0007812976837158203,110,861,0.07115702479338842
Ohsumed,333,validation,5,TextING,0.0016260147094726562,109,638,0.05369918357040653
Ohsumed,333,validation,5,MPAD,0.0007827281951904297,110,861,0.07115702479338842
Ohsumed,333,validation,5,TextING,0.001623392105102539,109,638,0.05369918357040653
Ohsumed,333,validation,5,MPAD,0.0007731914520263672,110,861,0.07115702479338842
Ohsumed,333,validation,5,TextING,0.0016138553619384766,109,638,0.05369918357040653
Ohsumed,3069,test,2,MPAD,0.0001773834228515625,37,113,0.08254200146092038
Ohsumed,3069,test,2,TextING,0.00014281272888183594,36,41,0.031635802469135804
Ohsumed,3069,test,2,MPAD,0.00013208389282226562,37,113,0.08254200146092038
Ohsumed,3069,test,2,TextING,0.00013184547424316406,36,41,0.031635802469135804
Ohsumed,3069,test,2,MPAD,0.00012087821960449219,37,113,0.08254200146092038
Ohsumed,3069,test,2,TextING,0.00012993812561035156,36,41,0.031635802469135804
Ohsumed,3069,test,3,MPAD,0.0001537799835205078,37,156,0.1139517896274653
Ohsumed,3069,test,3,TextING,0.00020003318786621094,36,84,0.06481481481481481
Ohsumed,3069,test,3,MPAD,0.0001537799835205078,37,156,0.1139517896274653
Ohsumed,3069,test,3,TextING,0.0001976490020751953,36,84,0.06481481481481481
Ohsumed,3069,test,3,MPAD,0.000152587890625,37,156,0.1139517896274653
Ohsumed,3069,test,3,TextING,0.00019693374633789062,36,84,0.06481481481481481
Ohsumed,3069,test,4,MPAD,0.00018644332885742188,37,199,0.14536157779401024
Ohsumed,3069,test,4,TextING,0.0003020763397216797,36,127,0.09799382716049383
Ohsumed,3069,test,4,MPAD,0.00019049644470214844,37,199,0.14536157779401024
Ohsumed,3069,test,4,TextING,0.00029730796813964844,36,127,0.09799382716049383
Ohsumed,3069,test,4,MPAD,0.00018978118896484375,37,199,0.14536157779401024
Ohsumed,3069,test,4,TextING,0.00029659271240234375,36,127,0.09799382716049383
Ohsumed,3069,test,5,MPAD,0.00021696090698242188,37,242,0.17677136596055515
Ohsumed,3069,test,5,TextING,0.0004200935363769531,36,168,0.12962962962962962
Ohsumed,3069,test,5,MPAD,0.00021839141845703125,37,242,0.17677136596055515
Ohsumed,3069,test,5,TextING,0.00041747093200683594,36,168,0.12962962962962962
Ohsumed,3069,test,5,MPAD,0.00021791458129882812,37,242,0.17677136596055515
Ohsumed,3069,test,5,TextING,0.00041604042053222656,36,168,0.12962962962962962
Ohsumed,1341,test,2,MPAD,0.0006489753723144531,112,429,0.03419961734693878
Ohsumed,1341,test,2,TextING,0.0006704330444335938,111,207,0.016800584368151936
Ohsumed,1341,test,2,MPAD,0.0005981922149658203,112,429,0.03419961734693878
Ohsumed,1341,test,2,TextING,0.0006513595581054688,111,207,0.016800584368151936
Ohsumed,1341,test,2,MPAD,0.0006015300750732422,112,429,0.03419961734693878
Ohsumed,1341,test,2,TextING,0.0006496906280517578,111,207,0.016800584368151936
Ohsumed,1341,test,3,MPAD,0.000827789306640625,112,649,0.05173788265306122
Ohsumed,1341,test,3,TextING,0.0011525154113769531,111,427,0.034656277899521144
Ohsumed,1341,test,3,MPAD,0.0008425712585449219,112,649,0.05173788265306122
Ohsumed,1341,test,3,TextING,0.0011415481567382812,111,427,0.034656277899521144
Ohsumed,1341,test,3,MPAD,0.0008308887481689453,112,649,0.05173788265306122
Ohsumed,1341,test,3,TextING,0.0011408329010009766,111,427,0.034656277899521144
Ohsumed,1341,test,4,MPAD,0.0010859966278076172,112,872,0.06951530612244898
Ohsumed,1341,test,4,TextING,0.0018391609191894531,111,649,0.05267429591753916
Ohsumed,1341,test,4,MPAD,0.0010752677917480469,112,872,0.06951530612244898
Ohsumed,1341,test,4,TextING,0.0018341541290283203,111,649,0.05267429591753916
Ohsumed,1341,test,4,MPAD,0.0010755062103271484,112,872,0.06951530612244898
Ohsumed,1341,test,4,TextING,0.0018401145935058594,111,649,0.05267429591753916
Ohsumed,1341,test,5,MPAD,0.0012984275817871094,112,1095,0.08729272959183673
Ohsumed,1341,test,5,TextING,0.0027451515197753906,111,869,0.07052998944890837
Ohsumed,1341,test,5,MPAD,0.0013017654418945312,112,1095,0.08729272959183673
Ohsumed,1341,test,5,TextING,0.002717256546020508,111,869,0.07052998944890837
Ohsumed,1341,test,5,MPAD,0.0013005733489990234,112,1095,0.08729272959183673
Ohsumed,1341,test,5,TextING,0.0027158260345458984,111,869,0.07052998944890837
R8,232,validation,2,MPAD,0.00028204917907714844,69,228,0.04788909892879647
R8,232,validation,2,TextING,0.00025081634521484375,68,92,0.019896193771626297
R8,232,validation,2,MPAD,0.00021600723266601562,69,228,0.04788909892879647
R8,232,validation,2,TextING,0.00023746490478515625,68,92,0.019896193771626297
R8,232,validation,2,MPAD,0.0002124309539794922,69,228,0.04788909892879647
R8,232,validation,2,TextING,0.00023317337036132812,68,92,0.019896193771626297
R8,232,validation,3,MPAD,0.0002834796905517578,69,325,0.06826296996429322
R8,232,validation,3,TextING,0.0003955364227294922,68,188,0.04065743944636678
R8,232,validation,3,MPAD,0.0002872943878173828,69,325,0.06826296996429322
R8,232,validation,3,TextING,0.0003952980041503906,68,188,0.04065743944636678
R8,232,validation,3,MPAD,0.0002846717834472656,69,325,0.06826296996429322
R8,232,validation,3,TextING,0.0004010200500488281,68,188,0.04065743944636678
R8,232,validation,4,MPAD,0.0003597736358642578,69,420,0.08821676118462508
R8,232,validation,4,TextING,0.0006122589111328125,68,282,0.06098615916955017
R8,232,validation,4,MPAD,0.0003597736358642578,69,420,0.08821676118462508
R8,232,validation,4,TextING,0.0006146430969238281,68,282,0.06098615916955017
R8,232,validation,4,MPAD,0.00035953521728515625,69,420,0.08821676118462508
R8,232,validation,4,TextING,0.0006117820739746094,68,282,0.06098615916955017
R8,232,validation,5,MPAD,0.0004279613494873047,69,511,0.10733039277462718
R8,232,validation,5,TextING,0.0009047985076904297,68,373,0.08066608996539792
R8,232,validation,5,MPAD,0.0004329681396484375,69,511,0.10733039277462718
R8,232,validation,5,TextING,0.0008966922760009766,68,373,0.08066608996539792
R8,232,validation,5,MPAD,0.0004296302795410156,69,511,0.10733039277462718
R8,232,validation,5,TextING,0.0008957386016845703,68,373,0.08066608996539792
Ohsumed,554,validation,2,MPAD,0.0004181861877441406,101,364,0.03568277619841192
Ohsumed,554,validation,2,TextING,0.0004439353942871094,100,164,0.0164
Ohsumed,554,validation,2,MPAD,0.0003783702850341797,101,364,0.03568277619841192
Ohsumed,554,validation,2,TextING,0.0004203319549560547,100,164,0.0164
Ohsumed,554,validation,2,MPAD,0.0003745555877685547,101,364,0.03568277619841192
Ohsumed,554,validation,2,TextING,0.0004181861877441406,100,164,0.0164
Ohsumed,554,validation,3,MPAD,0.0005052089691162109,101,531,0.0520537202235075
Ohsumed,554,validation,3,TextING,0.0007157325744628906,100,331,0.0331
Ohsumed,554,validation,3,MPAD,0.0005078315734863281,101,531,0.0520537202235075
Ohsumed,554,validation,3,TextING,0.0007190704345703125,100,331,0.0331
Ohsumed,554,validation,3,MPAD,0.0005078315734863281,101,531,0.0520537202235075
Ohsumed,554,validation,3,TextING,0.0007100105285644531,100,331,0.0331
Ohsumed,554,validation,4,MPAD,0.0006496906280517578,101,695,0.068130575433781
Ohsumed,554,validation,4,TextING,0.0011212825775146484,100,493,0.0493
Ohsumed,554,validation,4,MPAD,0.0006546974182128906,101,695,0.068130575433781
Ohsumed,554,validation,4,TextING,0.0011157989501953125,100,493,0.0493
Ohsumed,554,validation,4,MPAD,0.0006461143493652344,101,695,0.068130575433781
Ohsumed,554,validation,4,TextING,0.0011150836944580078,100,493,0.0493
Ohsumed,554,validation,5,MPAD,0.0007758140563964844,101,851,0.08342319380452896
Ohsumed,554,validation,5,TextING,0.0016574859619140625,100,648,0.0648
Ohsumed,554,validation,5,MPAD,0.0007755756378173828,101,851,0.08342319380452896
Ohsumed,554,validation,5,TextING,0.0016436576843261719,100,648,0.0648
Ohsumed,554,validation,5,MPAD,0.0007779598236083984,101,851,0.08342319380452896
Ohsumed,554,validation,5,TextING,0.0016405582427978516,100,648,0.0648
R8,972,validation,2,MPAD,0.00010943412780761719,16,49,0.19140625
R8,972,validation,2,TextING,7.343292236328125e-05,15,19,0.08444444444444445
R8,972,validation,2,MPAD,6.437301635742188e-05,16,49,0.19140625
R8,972,validation,2,TextING,6.604194641113281e-05,15,19,0.08444444444444445
R8,972,validation,2,MPAD,6.103515625e-05,16,49,0.19140625
R8,972,validation,2,TextING,6.461143493652344e-05,15,19,0.08444444444444445
R8,972,validation,3,MPAD,7.653236389160156e-05,16,66,0.2578125
R8,972,validation,3,TextING,9.5367431640625e-05,15,35,0.15555555555555556
R8,972,validation,3,MPAD,7.843971252441406e-05,16,66,0.2578125
R8,972,validation,3,TextING,9.226799011230469e-05,15,35,0.15555555555555556
R8,972,validation,3,MPAD,7.653236389160156e-05,16,66,0.2578125
R8,972,validation,3,TextING,9.179115295410156e-05,15,35,0.15555555555555556
R8,972,validation,4,MPAD,9.107589721679688e-05,16,81,0.31640625
R8,972,validation,4,TextING,0.0001361370086669922,15,49,0.21777777777777776
R8,972,validation,4,MPAD,9.179115295410156e-05,16,81,0.31640625
R8,972,validation,4,TextING,0.00012683868408203125,15,49,0.21777777777777776
R8,972,validation,4,MPAD,9.059906005859375e-05,16,81,0.31640625
R8,972,validation,4,TextING,0.00012564659118652344,15,49,0.21777777777777776
R8,972,validation,5,MPAD,0.00010728836059570312,16,93,0.36328125
R8,972,validation,5,TextING,0.00017213821411132812,15,61,0.27111111111111114
R8,972,validation,5,MPAD,0.00010752677917480469,16,93,0.36328125
R8,972,validation,5,TextING,0.00016951560974121094,15,61,0.27111111111111114
R8,972,validation,5,MPAD,0.00010633468627929688,16,93,0.36328125
R8,972,validation,5,TextING,0.00016951560974121094,15,61,0.27111111111111114
SST-2,1613,test,2,MPAD,7.939338684082031e-05,17,47,0.16262975778546712
SST-2,1613,test,2,TextING,6.67572021484375e-05,16,15,0.05859375
SST-2,1613,test,2,MPAD,5.91278076171875e-05,17,47,0.16262975778546712
SST-2,1613,test,2,TextING,6.031990051269531e-05,16,15,0.05859375
SST-2,1613,test,2,MPAD,5.555152893066406e-05,17,47,0.16262975778546712
SST-2,1613,test,2,TextING,5.817413330078125e-05,16,15,0.05859375
SST-2,1613,test,3,MPAD,6.771087646484375e-05,17,61,0.21107266435986158
SST-2,1613,test,3,TextING,8.106231689453125e-05,16,29,0.11328125
SST-2,1613,test,3,MPAD,6.794929504394531e-05,17,61,0.21107266435986158
SST-2,1613,test,3,TextING,7.915496826171875e-05,16,29,0.11328125
SST-2,1613,test,3,MPAD,6.604194641113281e-05,17,61,0.21107266435986158
SST-2,1613,test,3,TextING,7.748603820800781e-05,16,29,0.11328125
SST-2,1613,test,4,MPAD,7.700920104980469e-05,17,74,0.2560553633217993
SST-2,1613,test,4,TextING,0.00010561943054199219,16,42,0.1640625
SST-2,1613,test,4,MPAD,7.724761962890625e-05,17,74,0.2560553633217993
SST-2,1613,test,4,TextING,0.00010395050048828125,16,42,0.1640625
SST-2,1613,test,4,MPAD,7.700920104980469e-05,17,74,0.2560553633217993
SST-2,1613,test,4,TextING,0.00010275840759277344,16,42,0.1640625
SST-2,1613,test,5,MPAD,8.749961853027344e-05,17,86,0.2975778546712803
SST-2,1613,test,5,TextING,0.00013446807861328125,16,54,0.2109375
SST-2,1613,test,5,MPAD,8.726119995117188e-05,17,86,0.2975778546712803
SST-2,1613,test,5,TextING,0.0001342296600341797,16,54,0.2109375
SST-2,1613,test,5,MPAD,8.606910705566406e-05,17,86,0.2975778546712803
SST-2,1613,test,5,TextING,0.00013136863708496094,16,54,0.2109375
SST-2,119,validation,2,MPAD,7.152557373046875e-05,15,41,0.18222222222222223
SST-2,119,validation,2,TextING,6.127357482910156e-05,14,13,0.0663265306122449
SST-2,119,validation,2,MPAD,5.2928924560546875e-05,15,41,0.18222222222222223
SST-2,119,validation,2,TextING,5.507469177246094e-05,14,13,0.0663265306122449
SST-2,119,validation,2,MPAD,5.125999450683594e-05,15,41,0.18222222222222223
SST-2,119,validation,2,TextING,5.364418029785156e-05,14,13,0.0663265306122449
SST-2,119,validation,3,MPAD,6.341934204101562e-05,15,53,0.23555555555555555
SST-2,119,validation,3,TextING,7.390975952148438e-05,14,25,0.12755102040816327
SST-2,119,validation,3,MPAD,6.222724914550781e-05,15,53,0.23555555555555555
SST-2,119,validation,3,TextING,7.104873657226562e-05,14,25,0.12755102040816327
SST-2,119,validation,3,MPAD,6.103515625e-05,15,53,0.23555555555555555
SST-2,119,validation,3,TextING,7.009506225585938e-05,14,25,0.12755102040816327
SST-2,119,validation,4,MPAD,7.05718994140625e-05,15,64,0.28444444444444444
SST-2,119,validation,4,TextING,9.34600830078125e-05,14,36,0.1836734693877551
SST-2,119,validation,4,MPAD,7.033348083496094e-05,15,64,0.28444444444444444
SST-2,119,validation,4,TextING,9.250640869140625e-05,14,36,0.1836734693877551
SST-2,119,validation,4,MPAD,6.961822509765625e-05,15,64,0.28444444444444444
SST-2,119,validation,4,TextING,9.107589721679688e-05,14,36,0.1836734693877551
SST-2,119,validation,5,MPAD,7.796287536621094e-05,15,74,0.3288888888888889
SST-2,119,validation,5,TextING,0.00011777877807617188,14,46,0.23469387755102042
SST-2,119,validation,5,MPAD,7.843971252441406e-05,15,74,0.3288888888888889
SST-2,119,validation,5,TextING,0.00011420249938964844,14,46,0.23469387755102042
SST-2,119,validation,5,MPAD,7.748603820800781e-05,15,74,0.3288888888888889
SST-2,119,validation,5,TextING,0.0001125335693359375,14,46,0.23469387755102042
