dataset,index,split,LLM,approach,left_stride,right_stride,threshold,time,nodes,edges,density
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.7,0.08192300796508789,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.7,0.08026432991027832,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.7,0.07938909530639648,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.85,0.08009719848632812,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.85,0.08130908012390137,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.85,0.08173918724060059,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.95,0.08085989952087402,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.95,0.0819551944732666,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,64,64,0.95,0.08093595504760742,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.7,0.08093500137329102,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.7,0.08143115043640137,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.7,0.08123993873596191,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.85,0.08090591430664062,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.85,0.08037710189819336,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.85,0.08229613304138184,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.95,0.08136868476867676,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.95,0.08216333389282227,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,64,128,0.95,0.08099532127380371,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.7,0.08173942565917969,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.7,0.08062386512756348,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.7,0.08081889152526855,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.85,0.08030319213867188,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.85,0.08115315437316895,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.85,0.08091878890991211,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.95,0.08013701438903809,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.95,0.08135008811950684,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,128,64,0.95,0.08091115951538086,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.7,0.08083891868591309,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.7,0.08080792427062988,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.7,0.08000946044921875,157,7395,0.30001217087914317
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.85,0.08091878890991211,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.85,0.08151555061340332,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.85,0.08143091201782227,157,3698,0.15002637023814352
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.95,0.08124852180480957,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.95,0.0811309814453125,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Grouped,128,128,0.95,0.0809013843536377,156,1233,0.05066568047337278
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.7,0.12102460861206055,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.7,0.10909557342529297,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.7,0.10900282859802246,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.85,0.10909557342529297,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.85,0.11034727096557617,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.85,0.10900092124938965,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.95,0.10839200019836426,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.95,0.10833477973937988,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,64,0.95,0.10884475708007812,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.7,0.10936093330383301,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.7,0.12073898315429688,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.7,0.10814523696899414,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.85,0.1075444221496582,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.85,0.10832881927490234,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.85,0.10789990425109863,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.95,0.10836172103881836,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.95,0.10771393775939941,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,64,128,0.95,0.10635781288146973,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.7,0.10764288902282715,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.7,0.12153315544128418,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.7,0.10749197006225586,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.85,0.10613059997558594,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.85,0.10657358169555664,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.85,0.10830068588256836,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.95,0.10649442672729492,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.95,0.10825824737548828,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,64,0.95,0.12132763862609863,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.7,0.10846853256225586,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.7,0.12157702445983887,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.7,0.10747957229614258,350,36750,0.3
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.85,0.10657119750976562,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.85,0.1078176498413086,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.85,0.10608267784118652,350,18375,0.15
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.95,0.10684037208557129,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.95,0.10615396499633789,350,6125,0.05
Ohsumed,3419,test,facebook/bart-base,Surrogate,128,128,0.95,0.10940241813659668,350,6125,0.05
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.7,0.050534963607788086,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.7,0.047978878021240234,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.7,0.046180009841918945,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.85,0.04642009735107422,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.85,0.0477747917175293,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.85,0.046792030334472656,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.95,0.04673361778259277,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.95,0.04827523231506348,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,64,0.95,0.04686117172241211,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.7,0.048192739486694336,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.7,0.04680204391479492,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.7,0.046875715255737305,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.85,0.047490596771240234,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.85,0.04639458656311035,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.85,0.047827720642089844,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.95,0.04664945602416992,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.95,0.04782557487487793,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,64,128,0.95,0.047063350677490234,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.7,0.047124624252319336,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.7,0.04734683036804199,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.7,0.047110795974731445,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.85,0.05263018608093262,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.85,0.04791426658630371,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.85,0.04693484306335449,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.95,0.048157691955566406,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.95,0.04734921455383301,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,64,0.95,0.04707002639770508,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.7,0.04780912399291992,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.7,0.04637956619262695,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.7,0.047762155532836914,96,2765,0.3000217013888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.85,0.04674386978149414,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.85,0.04681253433227539,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.85,0.04696297645568848,96,1383,0.15006510416666666
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.95,0.04775118827819824,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.95,0.047321319580078125,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Grouped,128,128,0.95,0.04754495620727539,96,461,0.05002170138888889
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.7,0.05451202392578125,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.7,0.054208993911743164,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.7,0.05571913719177246,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.85,0.05406618118286133,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.85,0.05412006378173828,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.85,0.0550534725189209,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.95,0.05384683609008789,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.95,0.05348563194274902,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,64,0.95,0.054177284240722656,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.7,0.05385136604309082,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.7,0.05514979362487793,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.7,0.05409955978393555,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.85,0.05358147621154785,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.85,0.0548703670501709,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.85,0.05348658561706543,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.95,0.05348372459411621,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.95,0.05492734909057617,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,64,128,0.95,0.05341172218322754,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.7,0.05392909049987793,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.7,0.05457663536071777,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.7,0.05423712730407715,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.85,0.05346822738647461,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.85,0.05373406410217285,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.85,0.055184364318847656,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.95,0.05400419235229492,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.95,0.05342268943786621,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,64,0.95,0.054148197174072266,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.7,0.05351972579956055,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.7,0.05710554122924805,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.7,0.05405926704406738,165,8168,0.30001836547291094
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.85,0.05353260040283203,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.85,0.054904937744140625,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.85,0.053732872009277344,165,4084,0.15000918273645547
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.95,0.05369424819946289,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.95,0.054312705993652344,165,1362,0.05002754820936639
Ohsumed,407,validation,facebook/bart-base,Surrogate,128,128,0.95,0.053502798080444336,165,1362,0.05002754820936639
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.7,0.13994312286376953,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.7,0.12688207626342773,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.7,0.1268460750579834,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.85,0.12686896324157715,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.85,0.12650084495544434,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.85,0.12753701210021973,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.95,0.12648916244506836,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.95,0.12707138061523438,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,64,64,0.95,0.13217663764953613,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.7,0.1261885166168213,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.7,0.12729382514953613,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.7,0.12613558769226074,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.85,0.12992000579833984,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.85,0.12623047828674316,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.85,0.1258542537689209,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.95,0.1269087791442871,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.95,0.1263132095336914,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,64,128,0.95,0.12756037712097168,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.7,0.126359224319458,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.7,0.12688636779785156,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.7,0.126389741897583,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.85,0.1271202564239502,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.85,0.1265554428100586,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.85,0.12749171257019043,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.95,0.12610340118408203,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.95,0.12728333473205566,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,128,64,0.95,0.12853431701660156,212,2248,0.05001779992880028
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.7,0.12782049179077148,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.7,0.12814116477966309,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.7,0.12618446350097656,212,13483,0.29999555001779993
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.85,0.1269090175628662,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.85,0.12679147720336914,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.85,0.12657642364501953,212,6742,0.15000889996440014
Ohsumed,1146,test,facebook/bart-base,Grouped,128,128,0.95,0.13270258903503418,212,2248,0.05001779992880028
