test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.8567164179104477,0.8727272727272727,0.004565499433830603,27,37
0.8776119402985074,0.8787878787878788,0.004570080629035608,26,38
0.8746268656716418,0.8727272727272727,0.004558156853291526,55,39
0.9014925373134328,0.8606060606060606,0.004567077978333431,28,40
0.8805970149253731,0.8666666666666667,0.004567356963655842,44,41
0.9104477611940298,0.8727272727272727,0.004570215139816056,47,42
0.8746268656716418,0.8848484848484849,0.004591614452760611,27,43
0.8865671641791045,0.8848484848484849,0.004572750205424294,39,44
0.9074626865671642,0.8666666666666667,0.0045743451189638965,43,45
0.8895522388059701,0.8606060606060606,0.004571453493032882,35,46
