from_ids,from_token,to_ids,to_token,weights
399,Ġthe,400,Ġoriginal,1.2783876e-19
595,Ġexplained,595,Ġexplained,1.2751683e-19
400,Ġoriginal,399,Ġthe,1.2610623e-19
208,><,859,><,1.2596247e-19
595,Ġexplained,596,Ġwhy,1.2436491e-19
217,Ġon,221,Ġa,1.2205162e-19
137,Ġhow,139,zel,1.2199018e-19
397,Ġstart,394,Ġ1939,1.2129044e-19
803,Ġyou,800,ĠI,1.208895e-19
802,Ġwhenever,803,Ġyou,1.193763e-19
123,ls,118,Ġthe,1.1904887e-19
387,ĠAndre,385,Ġ&,1.1890092e-19
221,Ġa,217,Ġon,1.1870696e-19
596,Ġwhy,595,Ġexplained,1.1843285e-19
595,Ġexplained,594,Ġeven,1.180972e-19
594,Ġeven,595,Ġexplained,1.1774049e-19
673,Ġthe,677,Ġfilm,1.1752286e-19
816,Ġit,819,Ġso,1.1629244e-19
817,'s,819,Ġso,1.1610051e-19
596,Ġwhy,596,Ġwhy,1.1550591e-19
398,Ġof,395,Ġat,1.1540859e-19
594,Ġeven,596,Ġwhy,1.1483022e-19
395,Ġat,398,Ġof,1.1178744e-19
671,ĠPuppet,672,ĠMaster,1.0998215e-19
42,ĠT,432,ĠT,1.0982284e-19
596,Ġwhy,594,Ġeven,1.0968468e-19
334,'s,337,Ġ&,1.0909547e-19
594,Ġeven,594,Ġeven,1.0904305e-19
672,ĠMaster,671,ĠPuppet,1.0838696e-19
64,Ġdead,203,Ġdead,1.0826052e-19
371,",",372,Ġagain,1.0808679e-19
372,Ġagain,371,",",1.06452484e-19
277,ĠPuppet,278,ĠMaster,1.0576154e-19
399,Ġthe,398,Ġof,1.0509634e-19
397,Ġstart,395,Ġat,1.0498895e-19
398,Ġof,399,Ġthe,1.0442895e-19
333,Ġit,337,Ġ&,1.0345198e-19
63,Ġto,63,Ġto,1.03403057e-19
800,ĠI,802,Ġwhenever,1.0292961e-19
818,Ġwait,819,Ġso,1.0278405e-19
110,),89,ĠHe,1.02729564e-19
395,Ġat,397,Ġstart,1.0206396e-19
821,'s,820,Ġit,1.0057939e-19
27,Ġliving,64,Ġdead,9.937803e-20
595,Ġexplained,593,Ġnever,9.902308e-20
219,Ġbit,226,Ġas,9.8253224e-20
89,ĠHe,89,ĠHe,9.76874e-20
278,ĠMaster,277,ĠPuppet,9.710261e-20
141,Ġthe,137,Ġhow,9.701413e-20
614,Ġalthough,613,Ġlove,9.62867e-20
593,Ġnever,595,Ġexplained,9.6049343e-20
595,Ġexplained,597,Ġthese,9.598122e-20
399,Ġthe,397,Ġstart,9.595486e-20
137,Ġhow,141,Ġthe,9.5412104e-20
820,Ġit,821,'s,9.500677e-20
217,Ġon,214,ĠI,9.499482e-20
110,),110,),9.384047e-20
593,Ġnever,596,Ġwhy,9.367523e-20
800,ĠI,800,ĠI,9.292746e-20
596,Ġwhy,593,Ġnever,9.196928e-20
812,Ġis,804,Ġsee,9.183046e-20
594,Ġeven,593,Ġnever,9.143128e-20
44,on,434,on,9.10637e-20
597,Ġthese,595,Ġexplained,9.0309557e-20
686,Ġ(,968,),9.0175986e-20
802,Ġwhenever,802,Ġwhenever,9.010446e-20
596,Ġwhy,597,Ġthese,8.914377e-20
593,Ġnever,594,Ġeven,8.895422e-20
597,Ġthese,596,Ġwhy,8.8077655e-20
965,ĠLegacy,965,ĠLegacy,8.7336236e-20
607,ĠPuppet,608,ĠMaster,8.4441486e-20
964,ĠThe,965,ĠLegacy,8.3530643e-20
277,ĠPuppet,275,Ġnow,8.226606e-20
395,Ġat,386,Ġdespite,8.1929706e-20
802,Ġwhenever,800,ĠI,8.1348276e-20
965,ĠLegacy,964,ĠThe,8.0768506e-20
273,),276,ĠRetro,8.047572e-20
156,Ġthat,152,Ġown,8.032175e-20
161,ĠTheatre,85,ate,7.92976e-20
229,Ġbig,229,Ġbig,7.92335e-20
398,Ġof,396,Ġthe,7.8228584e-20
964,ĠThe,964,ĠThe,7.72491e-20
227,Ġbeing,229,Ġbig,7.631039e-20
819,Ġso,814,Ġpositioned,7.607728e-20
157,Ġwere,152,Ġown,7.5840546e-20
151,Ġhis,150,Ġto,7.566976e-20
672,ĠMaster,672,ĠMaster,7.494954e-20
593,Ġnever,593,Ġnever,7.458704e-20
395,Ġat,394,Ġ1939,7.424525e-20
394,Ġ1939,394,Ġ1939,7.4078334e-20
221,Ġa,226,Ġas,7.353887e-20
593,Ġnever,597,Ġthese,7.229554e-20
396,Ġthe,397,Ġstart,7.212971e-20
386,Ġdespite,386,Ġdespite,7.1913764e-20
229,Ġbig,227,Ġbeing,7.135086e-20
397,Ġstart,396,Ġthe,7.1165476e-20
144,Ġlife,149,Ġlife,6.8980685e-20
227,Ġbeing,227,Ġbeing,6.866039e-20
939,br,7,ole,6.8620067e-20
597,Ġthese,597,Ġthese,6.797551e-20
155,ets,156,Ġthat,6.77508e-20
637,br,942,br,6.6992653e-20
150,Ġto,147,Ġ&,6.6923177e-20
332,Ġwith,332,Ġwith,6.6104145e-20
608,ĠMaster,607,ĠPuppet,6.4861946e-20
371,",",371,",",6.427549e-20
395,Ġat,395,Ġat,6.4266654e-20
394,Ġ1939,395,Ġat,6.4122666e-20
140,Ġpassed,137,Ġhow,6.405568e-20
223,ĠMaster,243,Ġfranchise,6.357489e-20
179,ĠSut,180,ek,6.3154064e-20
693,Ġown,693,Ġown,6.2586146e-20
85,ate,161,ĠTheatre,6.258328e-20
180,ek,179,ĠSut,6.2180175e-20
137,Ġhow,140,Ġpassed,6.1699105e-20
272,1998,781,Ġ1999,6.1351986e-20
232,Ġthe,232,Ġthe,6.1108834e-20
205,<,938,.<,6.0913335e-20
332,Ġwith,336,Ġsetting,5.923888e-20
110,),90,Ġdescribes,5.918218e-20
181,Ġwhom,180,ek,5.7866835e-20
90,Ġdescribes,89,ĠHe,5.759639e-20
714,Ġpupp,714,Ġpupp,5.757596e-20
809,',809,',5.656108e-20
89,ĠHe,90,Ġdescribes,5.62772e-20
921,Ġthe,101,ĠEgyptian,5.626239e-20
672,ĠMaster,674,Ġonly,5.567929e-20
180,ek,181,Ġwhom,5.531389e-20
336,Ġsetting,332,Ġwith,5.530546e-20
609,Ġfans,608,ĠMaster,5.490606e-20
399,Ġthe,399,Ġthe,5.467155e-20
229,Ġbig,236,Ġdecided,5.428232e-20
921,Ġthe,97,Ġa,5.303762e-20
236,Ġdecided,236,Ġdecided,5.2837296e-20
235,ĠI,227,Ġbeing,5.2497955e-20
227,Ġbeing,236,Ġdecided,5.2182492e-20
112,Ġthe,96,Ġmet,5.107548e-20
229,Ġbig,235,ĠI,5.0954823e-20
230,Ġfan,229,Ġbig,5.0314524e-20
229,Ġbig,230,Ġfan,5.0170204e-20
4,Ġstarts,10,Ġduring,5.0090268e-20
203,Ġdead,64,Ġdead,4.974371e-20
236,Ġdecided,235,ĠI,4.959819e-20
336,Ġsetting,336,Ġsetting,4.9561496e-20
434,on,71,ĠParis,4.9040553e-20
227,Ġbeing,235,ĠI,4.8983713e-20
208,><,210,Ġ/>,4.8698653e-20
227,Ġbeing,230,Ġfan,4.8319313e-20
821,'s,821,'s,4.826607e-20
600,Ġwere,591,ĠIt,4.7935973e-20
15,ĠAndre,12,Ġwhere,4.710466e-20
404,1989,405,),4.679036e-20
963,:,965,ĠLegacy,4.6789468e-20
144,Ġlife,360,Ġlife,4.6781254e-20
608,ĠMaster,609,Ġfans,4.6483647e-20
396,Ġthe,395,Ġat,4.5418116e-20
230,Ġfan,227,Ġbeing,4.53091e-20
177,Ġancient,174,Ġcurse,4.4713633e-20
274,Ġ&,276,ĠRetro,4.4670328e-20
176,Ġthe,176,Ġthe,4.4412403e-20
815,Ġabove,819,Ġso,4.413475e-20
395,Ġat,396,Ġthe,4.3562365e-20
963,:,964,ĠThe,4.327054e-20
5,Ġin,4,Ġstarts,4.2163183e-20
810,Ġthe,801,Ġmean,4.209504e-20
151,Ġhis,152,Ġown,4.192709e-20
399,Ġthe,396,Ġthe,4.095507e-20
965,ĠLegacy,963,:,4.0656974e-20
623,Ġmake,622,Ġto,4.0138878e-20
235,ĠI,236,Ġdecided,3.98989e-20
62,Ġlife,149,Ġlife,3.947199e-20
921,Ġthe,102,Ġsorcerer,3.9425338e-20
206,br,938,.<,3.8983565e-20
964,ĠThe,963,:,3.8885538e-20
10,Ġduring,4,Ġstarts,3.8723892e-20
613,Ġlove,614,Ġalthough,3.8211763e-20
235,ĠI,235,ĠI,3.7452958e-20
138,ĠAf,137,Ġhow,3.7446676e-20
387,ĠAndre,392,Ġsuicide,3.6696346e-20
672,ĠMaster,673,Ġthe,3.6494763e-20
405,),404,1989,3.6449126e-20
150,Ġto,149,Ġlife,3.6404936e-20
179,ĠSut,177,Ġancient,3.6086514e-20
159,Ġof,152,Ġown,3.567494e-20
801,Ġmean,803,Ġyou,3.5298068e-20
137,Ġhow,138,ĠAf,3.5159115e-20
177,Ġancient,179,ĠSut,3.4866345e-20
322,ĠIII,321,ĠMaster,3.4862357e-20
623,Ġmake,624,Ġyet,3.4812788e-20
391,Ġcommitting,409,Ġalive,3.438241e-20
674,Ġonly,674,Ġonly,3.4353037e-20
623,Ġmake,625,Ġanother,3.397458e-20
242,Ġthe,232,Ġthe,3.3872868e-20
144,Ġlife,142,Ġgift,3.3551237e-20
90,Ġdescribes,90,Ġdescribes,3.3180977e-20
181,Ġwhom,177,Ġancient,3.306524e-20
805,Ġa,810,Ġthe,3.258317e-20
804,Ġsee,810,Ġthe,3.255261e-20
230,Ġfan,235,ĠI,3.2342187e-20
4,Ġstarts,5,Ġin,3.2286472e-20
623,Ġmake,621,Ġhoping,3.2255695e-20
156,Ġthat,154,Ġpupp,3.2092947e-20
230,Ġfan,230,Ġfan,3.185899e-20
623,Ġmake,627,Ġwhich,3.1754407e-20
623,Ġmake,626,Ġsequel,3.1367936e-20
144,Ġlife,143,Ġof,3.133421e-20
622,Ġto,623,Ġmake,3.1187294e-20
62,Ġlife,61,Ġgiving,3.0878087e-20
396,Ġthe,396,Ġthe,3.0786115e-20
673,Ġthe,672,ĠMaster,3.0649833e-20
392,Ġsuicide,387,ĠAndre,3.0506476e-20
607,ĠPuppet,607,ĠPuppet,3.041723e-20
11,Ġ1944,4,Ġstarts,3.0024123e-20
409,Ġalive,391,Ġcommitting,2.90559e-20
83,Ġthe,85,ate,2.8810103e-20
610,Ġhave,614,Ġalthough,2.8457624e-20
130,au,131,).,2.7599863e-20
620,Ġwas,621,Ġhoping,2.7131986e-20
812,Ġis,819,Ġso,2.6984178e-20
232,Ġthe,242,Ġthe,2.6775615e-20
62,Ġlife,360,Ġlife,2.676908e-20
801,Ġmean,802,Ġwhenever,2.664255e-20
620,Ġwas,626,Ġsequel,2.6385247e-20
149,Ġlife,144,Ġlife,2.5964094e-20
377,Ġthe,368,Ġcontinuity,2.5470646e-20
321,ĠMaster,322,ĠIII,2.5431808e-20
816,Ġit,811,Ġcamera,2.5340685e-20
817,'s,811,Ġcamera,2.5287669e-20
327,'s,319,Ġbetween,2.5187929e-20
715,ets,714,Ġpupp,2.5126895e-20
622,Ġto,620,Ġwas,2.5055012e-20
624,Ġyet,623,Ġmake,2.4695474e-20
141,Ġthe,136,Ġof,2.4598443e-20
621,Ġhoping,623,Ġmake,2.4343417e-20
714,Ġpupp,715,ets,2.4310753e-20
152,Ġown,149,Ġlife,2.4130586e-20
801,Ġmean,800,ĠI,2.4053567e-20
625,Ġanother,623,Ġmake,2.3878404e-20
524,ĠI,235,ĠI,2.3831174e-20
170,Ġlife,168,Ġgift,2.3774244e-20
170,Ġlife,171,Ġwas,2.3582391e-20
803,Ġyou,801,Ġmean,2.3131031e-20
597,Ġthese,599,ets,2.2846467e-20
111,Ġ&,106,Ġ(,2.2825036e-20
673,Ġthe,674,Ġonly,2.2769463e-20
921,Ġthe,103,Ġnamed,2.2580898e-20
674,Ġonly,673,Ġthe,2.2516472e-20
626,Ġsequel,623,Ġmake,2.2451202e-20
85,ate,83,Ġthe,2.2153438e-20
86,ĠMag,85,ate,2.208846e-20
617,Ġthat,621,Ġhoping,2.1869048e-20
607,ĠPuppet,609,Ġfans,2.1798671e-20
963,:,963,:,2.1781546e-20
597,Ġthese,598,Ġpupp,2.1732746e-20
807,Ġ',810,Ġthe,2.1654954e-20
156,Ġthat,155,ets,2.165008e-20
620,Ġwas,616,Ġsuspects,2.15549e-20
332,Ġwith,334,'s,2.1554243e-20
131,).,130,au,2.1452199e-20
627,Ġwhich,623,Ġmake,2.1449252e-20
274,Ġ&,279,Ġin,2.1116551e-20
596,Ġwhy,600,Ġwere,2.080075e-20
810,Ġthe,804,Ġsee,2.0696671e-20
332,Ġwith,333,Ġit,2.0674339e-20
62,Ġlife,60,Ġof,2.0491551e-20
231,Ġof,229,Ġbig,2.0463897e-20
249,Ġseen,238,Ġwatch,2.0387228e-20
810,Ġthe,805,Ġa,2.0358784e-20
144,Ġlife,145,Ġto,2.0201428e-20
921,Ġthe,96,Ġmet,2.0147866e-20
811,Ġcamera,815,Ġabove,1.9974835e-20
624,Ġyet,620,Ġwas,1.9839588e-20
609,Ġfans,607,ĠPuppet,1.9778077e-20
112,Ġthe,91,Ġthe,1.9747018e-20
811,Ġcamera,814,Ġpositioned,1.9623414e-20
621,Ġhoping,620,Ġwas,1.9556831e-20
229,Ġbig,231,Ġof,1.9483559e-20
334,'s,332,Ġwith,1.9224201e-20
232,Ġthe,231,Ġof,1.9179079e-20
599,ets,597,Ġthese,1.913421e-20
360,Ġlife,144,Ġlife,1.9130269e-20
227,Ġbeing,231,Ġof,1.8755031e-20
600,Ġwere,595,Ġexplained,1.8405261e-20
231,Ġof,227,Ġbeing,1.8403715e-20
333,Ġit,332,Ġwith,1.8229663e-20
3,ĠMaster,5,Ġin,1.8124613e-20
336,Ġsetting,334,'s,1.8033098e-20
598,Ġpupp,597,Ġthese,1.7935063e-20
600,Ġwere,596,Ġwhy,1.7809753e-20
800,ĠI,801,Ġmean,1.77807e-20
617,Ġthat,616,Ġsuspects,1.7373714e-20
229,Ġbig,233,Ġfirst,1.7321435e-20
334,'s,336,Ġsetting,1.7227597e-20
84,ĠThe,84,ĠThe,1.7203298e-20
232,Ġthe,233,Ġfirst,1.7045281e-20
151,Ġhis,154,Ġpupp,1.6795941e-20
180,ek,176,Ġthe,1.6633478e-20
450,ls,450,ls,1.6553593e-20
333,Ġit,336,Ġsetting,1.6336355e-20
85,ate,86,ĠMag,1.6301492e-20
170,Ġlife,169,Ġof,1.6108195e-20
231,Ġof,232,Ġthe,1.601751e-20
278,ĠMaster,278,ĠMaster,1.591385e-20
149,Ġlife,62,Ġlife,1.590687e-20
597,Ġthese,600,Ġwere,1.58023e-20
208,><,941,><,1.5757154e-20
596,Ġwhy,601,Ġused,1.5597954e-20
621,Ġhoping,617,Ġthat,1.5568053e-20
802,Ġwhenever,801,Ġmean,1.5565143e-20
616,Ġsuspects,620,Ġwas,1.551641e-20
620,Ġwas,614,Ġalthough,1.5141024e-20
136,Ġof,140,Ġpassed,1.5119958e-20
673,Ġthe,673,Ġthe,1.4924038e-20
242,Ġthe,242,Ġthe,1.4841772e-20
617,Ġthat,615,Ġone,1.4394141e-20
277,ĠPuppet,276,ĠRetro,1.4387059e-20
962,ĠMaster,963,:,1.427695e-20
600,Ġwere,593,Ġnever,1.42047e-20
609,Ġfans,609,Ġfans,1.4174063e-20
233,Ġfirst,232,Ġthe,1.4125376e-20
138,ĠAf,132,ĠHe,1.3987464e-20
406,Ġhe,391,Ġcommitting,1.387078e-20
600,Ġwere,597,Ġthese,1.3701496e-20
810,Ġthe,807,Ġ',1.3365018e-20
158,Ġpart,152,Ġown,1.31738335e-20
231,Ġof,235,ĠI,1.3129584e-20
276,ĠRetro,277,ĠPuppet,1.3127881e-20
341,Ġ&,319,Ġbetween,1.3085384e-20
450,ls,449,ĠI,1.3078099e-20
231,Ġof,230,Ġfan,1.29577245e-20
963,:,962,ĠMaster,1.2875536e-20
805,Ġa,803,Ġyou,1.2827591e-20
804,Ġsee,803,Ġyou,1.2815559e-20
601,Ġused,596,Ġwhy,1.27817725e-20
235,ĠI,233,Ġfirst,1.274477e-20
61,Ġgiving,62,Ġlife,1.2688015e-20
405,),386,Ġdespite,1.2576172e-20
449,ĠI,450,ls,1.2539573e-20
613,Ġlove,609,Ġfans,1.24895896e-20
230,Ġfan,231,Ġof,1.23723674e-20
616,Ġsuspects,617,Ġthat,1.2351712e-20
240,Ġrest,236,Ġdecided,1.2340644e-20
9,ige,912,ĠRomania,1.2287423e-20
278,ĠMaster,275,Ġnow,1.227056e-20
617,Ġthat,614,Ġalthough,1.2204039e-20
597,Ġthese,601,Ġused,1.1849742e-20
360,Ġlife,62,Ġlife,1.17200895e-20
809,',801,Ġmean,1.168411e-20
811,Ġcamera,812,Ġis,1.16429985e-20
233,Ġfirst,235,ĠI,1.1578599e-20
236,Ġdecided,240,Ġrest,1.1484945e-20
142,Ġgift,144,Ġlife,1.1440386e-20
233,Ġfirst,230,Ġfan,1.1430572e-20
237,Ġto,236,Ġdecided,1.14047e-20
803,Ġyou,804,Ġsee,1.1372681e-20
238,Ġwatch,236,Ġdecided,1.1287536e-20
921,Ġthe,100,Ġold,1.12023455e-20
803,Ġyou,805,Ġa,1.1186972e-20
108,ĠDon,107,Jack,1.1183388e-20
230,Ġfan,233,Ġfirst,1.0999426e-20
150,Ġto,145,Ġto,1.0661498e-20
715,ets,715,ets,1.0609525e-20
238,Ġwatch,235,ĠI,1.0595654e-20
149,Ġlife,150,Ġto,1.05390565e-20
143,Ġof,144,Ġlife,1.04637055e-20
609,Ġfans,611,Ġcome,1.0386514e-20
820,Ġit,805,Ġa,1.0264568e-20
611,Ġcome,609,Ġfans,1.0187642e-20
409,Ġalive,386,Ġdespite,1.0145911e-20
613,Ġlove,612,Ġto,9.9202995e-21
449,ĠI,449,ĠI,9.906837e-21
320,ĠPuppet,321,ĠMaster,9.884301e-21
2,ĠPuppet,2,ĠPuppet,9.867612e-21
601,Ġused,597,Ġthese,9.833341e-21
615,Ġone,617,Ġthat,9.748261e-21
608,ĠMaster,606,Ġall,9.69841e-21
236,Ġdecided,237,Ġto,9.685433e-21
805,Ġa,802,Ġwhenever,9.682182e-21
804,Ġsee,802,Ġwhenever,9.673137e-21
676,ĠMaster,670,ĠRetro,9.652975e-21
64,Ġdead,61,Ġgiving,9.638403e-21
815,Ġabove,811,Ġcamera,9.612846e-21
814,Ġpositioned,811,Ġcamera,9.572229e-21
236,Ġdecided,238,Ġwatch,9.49723e-21
176,Ġthe,177,Ġancient,9.4427174e-21
177,Ġancient,176,Ġthe,9.326906e-21
149,Ġlife,117,Ġlife,9.30473e-21
610,Ġhave,609,Ġfans,9.250582e-21
784,Ġcheap,781,Ġ1999,9.168305e-21
613,Ġlove,611,Ġcome,9.152161e-21
609,Ġfans,610,Ġhave,8.9583475e-21
275,Ġnow,275,Ġnow,8.8382536e-21
146,Ġhimself,144,Ġlife,8.786317e-21
235,ĠI,240,Ġrest,8.6725654e-21
136,Ġof,138,ĠAf,8.616079e-21
60,Ġof,62,Ġlife,8.5040435e-21
89,ĠHe,132,ĠHe,8.4721494e-21
612,Ġto,612,Ġto,8.447526e-21
962,ĠMaster,962,ĠMaster,8.439377e-21
279,Ġin,248,Ġhave,8.33158e-21
675,ĠPuppet,670,ĠRetro,8.2534135e-21
241,Ġof,242,Ġthe,8.211083e-21
132,ĠHe,89,ĠHe,8.203192e-21
611,Ġcome,612,Ġto,8.091926e-21
242,Ġthe,241,Ġof,8.007055e-21
628,Ġdealt,623,Ġmake,7.911507e-21
613,Ġlove,610,Ġhave,7.893719e-21
614,Ġalthough,617,Ġthat,7.836265e-21
118,Ġthe,118,Ġthe,7.82008e-21
612,Ġto,611,Ġcome,7.793426e-21
374,'s,368,Ġcontinuity,7.671986e-21
609,Ġfans,613,Ġlove,7.667656e-21
802,Ġwhenever,804,Ġsee,7.65287e-21
802,Ġwhenever,805,Ġa,7.527845e-21
242,Ġthe,243,Ġfranchise,7.49947e-21
813,Ġalways,811,Ġcamera,7.469605e-21
611,Ġcome,611,Ġcome,7.465361e-21
107,Jack,108,ĠDon,7.355989e-21
210,Ġ/>,211,As,7.316472e-21
235,ĠI,238,Ġwatch,7.171648e-21
171,Ġwas,170,Ġlife,7.086825e-21
602,Ġrather,614,Ġalthough,7.0105164e-21
393,Ġin,387,ĠAndre,6.957128e-21
815,Ġabove,808,walk,6.893987e-21
2,ĠPuppet,4,Ġstarts,6.817569e-21
145,Ġto,144,Ġlife,6.812214e-21
610,Ġhave,611,Ġcome,6.778671e-21
613,Ġlove,613,Ġlove,6.7149197e-21
168,Ġgift,170,Ġlife,6.6165672e-21
606,Ġall,607,ĠPuppet,6.5539915e-21
243,Ġfranchise,242,Ġthe,6.457676e-21
611,Ġcome,610,Ġhave,6.4388583e-21
807,Ġ',802,Ġwhenever,6.4348807e-21
242,Ġthe,240,Ġrest,6.42936e-21
64,Ġdead,60,Ġof,6.396359e-21
599,ets,599,ets,6.321598e-21
677,Ġfilm,670,ĠRetro,6.2910696e-21
334,'s,334,'s,6.2683363e-21
321,ĠMaster,320,ĠPuppet,6.208083e-21
180,ek,180,ek,6.18919e-21
599,ets,598,Ġpupp,6.013455e-21
334,'s,333,Ġit,6.012423e-21
718,Ġkill,354,Ġkill,5.950406e-21
333,Ġit,334,'s,5.944076e-21
598,Ġpupp,599,ets,5.9254667e-21
812,Ġis,811,Ġcamera,5.877359e-21
387,ĠAndre,391,Ġcommitting,5.855673e-21
610,Ġhave,610,Ġhave,5.8465893e-21
149,Ġlife,152,Ġown,5.8394787e-21
612,Ġto,613,Ġlove,5.75856e-21
963,:,960,Ġone,5.7455695e-21
524,ĠI,524,ĠI,5.7174526e-21
333,Ġit,333,Ġit,5.701401e-21
598,Ġpupp,598,Ġpupp,5.6365904e-21
611,Ġcome,613,Ġlove,5.513922e-21
807,Ġ',809,',5.46976e-21
395,Ġat,406,Ġhe,5.4371616e-21
386,Ġdespite,407,Ġis,5.263127e-21
137,Ġhow,137,Ġhow,5.149235e-21
819,Ġso,820,Ġit,5.105072e-21
597,Ġthese,605,Ġones,5.059396e-21
329,Ġ(,319,Ġbetween,5.0290703e-21
231,Ġof,231,Ġof,5.027075e-21
407,Ġis,386,Ġdespite,5.0236246e-21
610,Ġhave,613,Ġlove,5.0008335e-21
525,Ġfound,524,ĠI,4.9753367e-21
170,Ġlife,149,Ġlife,4.9639428e-21
406,Ġhe,386,Ġdespite,4.843499e-21
132,ĠHe,90,Ġdescribes,4.725816e-21
606,Ġall,609,Ġfans,4.7071763e-21
373,Ġthere,368,Ġcontinuity,4.6803903e-21
801,Ġmean,801,Ġmean,4.6023994e-21
607,ĠPuppet,606,Ġall,4.5271066e-21
600,Ġwere,599,ets,4.526744e-21
231,Ġof,233,Ġfirst,4.4677976e-21
82,Ġran,85,ate,4.4452553e-21
233,Ġfirst,231,Ġof,4.4332656e-21
241,Ġof,241,Ġof,4.4298167e-21
962,ĠMaster,955,ĠMaster,4.3894796e-21
599,ets,600,Ġwere,4.3724666e-21
391,Ġcommitting,387,ĠAndre,4.3135542e-21
169,Ġof,170,Ġlife,4.309344e-21
600,Ġwere,598,Ġpupp,4.306074e-21
149,Ġlife,64,Ġdead,4.290055e-21
524,ĠI,525,Ġfound,4.251055e-21
812,Ġis,808,walk,4.215013e-21
226,Ġas,227,Ġbeing,4.176823e-21
241,Ġof,243,Ġfranchise,4.149033e-21
955,ĠMaster,962,ĠMaster,4.0727893e-21
408,Ġseen,386,Ġdespite,4.038198e-21
670,ĠRetro,671,ĠPuppet,3.9708474e-21
672,ĠMaster,3,ĠMaster,3.9654433e-21
233,Ġfirst,233,Ġfirst,3.9400208e-21
224,Ġb,219,Ġbit,3.911239e-21
526,Ġincredible,524,ĠI,3.890822e-21
112,Ġthe,110,),3.8565987e-21
809,',807,Ġ',3.709647e-21
150,Ġto,148,Ġgave,3.7056867e-21
525,Ġfound,525,Ġfound,3.699275e-21
528,ĠI,524,ĠI,3.6611454e-21
605,Ġones,597,Ġthese,3.6461766e-21
602,Ġrather,596,Ġwhy,3.6176914e-21
943,Ġ/>,942,br,3.5867185e-21
219,Ġbit,224,Ġb,3.558277e-21
241,Ġof,240,Ġrest,3.556974e-21
180,ek,177,Ġancient,3.5365307e-21
85,ate,82,Ġran,3.509866e-21
816,Ġit,822,Ġlegs,3.4972227e-21
817,'s,822,Ġlegs,3.489893e-21
243,Ġfranchise,241,Ġof,3.4838808e-21
177,Ġancient,180,ek,3.4704573e-21
602,Ġrather,594,Ġeven,3.456334e-21
606,Ġall,611,Ġcome,3.449353e-21
61,Ġgiving,64,Ġdead,3.4219485e-21
279,Ġin,249,Ġseen,3.3950077e-21
240,Ġrest,241,Ġof,3.3406523e-21
781,Ġ1999,780,Ġin,3.334032e-21
781,Ġ1999,783,Ġwas,3.3292915e-21
599,ets,601,Ġused,3.278801e-21
243,Ġfranchise,243,Ġfranchise,3.2630296e-21
859,><,857,br,3.2603671e-21
601,Ġused,599,ets,3.2487712e-21
226,Ġas,236,Ġdecided,3.1744217e-21
108,ĠDon,109,ner,3.1709722e-21
600,Ġwere,600,Ġwere,3.1310297e-21
134,Ġthe,89,ĠHe,3.1304804e-21
240,Ġrest,243,Ġfranchise,3.1288805e-21
233,Ġfirst,243,Ġfranchise,3.1273653e-21
953,Ġfinal,347,ĠFinal,3.1116931e-21
229,Ġbig,226,Ġas,3.0935018e-21
601,Ġused,598,Ġpupp,3.0903882e-21
347,ĠFinal,953,Ġfinal,3.0887263e-21
598,Ġpupp,601,Ġused,3.0733528e-21
820,Ġit,819,Ġso,3.0662917e-21
671,ĠPuppet,670,ĠRetro,3.048052e-21
231,Ġof,240,Ġrest,3.0402716e-21
236,Ġdecided,226,Ġas,3.0111392e-21
226,Ġas,235,ĠI,2.9798301e-21
606,Ġall,610,Ġhave,2.974084e-21
227,Ġbeing,226,Ġas,2.9738343e-21
609,Ġfans,606,Ġall,2.9470694e-21
241,Ġof,238,Ġwatch,2.9413866e-21
527,",",525,Ġfound,2.9231315e-21
10,Ġduring,412,Ġduring,2.9034722e-21
224,Ġb,221,Ġa,2.8999632e-21
526,Ġincredible,525,Ġfound,2.892936e-21
602,Ġrather,593,Ġnever,2.8853863e-21
238,Ġwatch,243,Ġfranchise,2.8618729e-21
110,),112,Ġthe,2.837739e-21
243,Ġfranchise,240,Ġrest,2.7974235e-21
412,Ġduring,10,Ġduring,2.7958547e-21
145,Ġto,150,Ġto,2.7651485e-21
670,ĠRetro,672,ĠMaster,2.7458396e-21
528,ĠI,525,Ġfound,2.722144e-21
4,Ġstarts,4,Ġstarts,2.7145121e-21
240,Ġrest,240,Ġrest,2.682416e-21
233,Ġfirst,240,Ġrest,2.6811272e-21
221,Ġa,224,Ġb,2.6632273e-21
811,Ġcamera,810,Ġthe,2.6236186e-21
613,Ġlove,606,Ġall,2.5808752e-21
133,Ġtells,90,Ġdescribes,2.5806583e-21
108,ĠDon,106,Ġ(,2.5517997e-21
664,-,664,-,2.53198e-21
859,><,860,br,2.5311206e-21
354,Ġkill,718,Ġkill,2.530078e-21
606,Ġall,613,Ġlove,2.527396e-21
529,Ġmean,801,Ġmean,2.5235715e-21
152,Ġown,148,Ġgave,2.4562706e-21
238,Ġwatch,240,Ġrest,2.4534987e-21
962,ĠMaster,947,ĠMaster,2.4514404e-21
524,ĠI,527,",",2.4476095e-21
112,Ġthe,90,Ġdescribes,2.440077e-21
819,Ġso,821,'s,2.4342387e-21
413,Ġ1944,33,ĠGermany,2.4152765e-21
947,ĠMaster,962,ĠMaster,2.4062642e-21
524,ĠI,526,Ġincredible,2.37951e-21
600,Ġwere,601,Ġused,2.3478706e-21
