test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.6476962038961661,0.6315858526609995,0.0005419781501122757,31,37
0.6530236748977928,0.6263829229042328,0.0005407330425487955,27,38
0.6309879262444136,0.6305523476593796,0.0005411588110724446,16,39
0.6456425293581806,0.6366784881449048,0.0005415359877313448,24,40
0.633818117925024,0.6509291610410746,0.0005414463522526819,18,41
0.637390201409491,0.6295429618578775,0.0005432272087133023,28,42
0.6325790590122069,0.6308642763781959,0.0005415876460729953,21,43
0.6387561788889428,0.6321882743722138,0.0005566375608819267,16,44
0.6506479298092046,0.6289802126851458,0.0005414534877085491,22,45
0.629900762366853,0.6309008337688912,0.0005418856840395497,12,46
