test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9194029850746268,0.9090909090909091,0.0033226205341851532,35,37
0.9343283582089552,0.9090909090909091,0.0033224205472576086,15,38
0.9343283582089552,0.9030303030303031,0.0033187211449466534,48,39
0.9343283582089552,0.9151515151515152,0.00332183837890625,20,40
0.9164179104477612,0.9212121212121213,0.003316007443328402,35,41
0.9223880597014925,0.9212121212121213,0.003320050595411614,28,42
0.9343283582089552,0.9212121212121213,0.003322471789459684,24,43
0.9253731343283582,0.9030303030303031,0.003319073435085923,18,44
0.9373134328358209,0.896969696969697,0.003312742176340587,31,45
0.9194029850746268,0.9030303030303031,0.00331924780091243,35,46
