test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9194029850746268,0.9030303030303031,0.004793598402791949,14,37
0.9343283582089552,0.9090909090909091,0.004816232510467074,17,38
0.9283582089552239,0.9272727272727272,0.004806832413175212,29,39
0.9402985074626866,0.9151515151515152,0.004811818564116065,32,40
0.9283582089552239,0.9151515151515152,0.004802508140677836,43,41
0.9313432835820895,0.9272727272727272,0.004826411916248834,38,42
0.9343283582089552,0.9151515151515152,0.004842592353251443,31,43
0.9313432835820895,0.9030303030303031,0.004837782703228851,43,44
0.9253731343283582,0.9151515151515152,0.004800221457410214,22,45
0.9313432835820895,0.9090909090909091,0.004815305880646208,15,46
