test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.6024497174281519,0.604898029570036,0.001620706696926648,32,37
0.6059423756576902,0.6140355543946007,0.001629896043640182,33,38
0.599498262385213,0.6100599040598214,0.0015865547539661228,30,39
0.601741491939848,0.612054220918776,0.0015956794098111742,27,40
0.5982641794284674,0.6135703451779201,0.0016091422459113842,27,41
0.6154170014558268,0.6314029649207609,0.0015940926849267107,28,42
0.6026843683898838,0.5971423803941721,0.001680041255851857,26,43
0.5991314702995928,0.6130043718685995,0.001592605325688002,27,44
0.6004472453649551,0.6067087864784041,0.0015782706666163753,30,45
0.5736515074209795,0.6046769459375907,0.0016022502211335565,23,46
