test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9164179104477612,0.9151515151515152,0.0022279468934927413,40,37
0.9014925373134328,0.9030303030303031,0.002232847640763468,36,38
0.9074626865671642,0.9212121212121213,0.002239808039878731,48,39
0.9044776119402985,0.9151515151515152,0.002254946552105804,37,40
0.9074626865671642,0.9090909090909091,0.002231355923325268,52,41
0.8985074626865671,0.9212121212121213,0.0022354360836655345,42,42
0.9014925373134328,0.9090909090909091,0.0022263348992191145,40,43
0.8925373134328358,0.9151515151515152,0.0022380807506504345,51,44
0.9014925373134328,0.9090909090909091,0.002240635743781702,44,45
0.9104477611940298,0.9151515151515152,0.0022399019839158697,47,46
