test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.6197366160296255,0.6234539449845656,0.000827703858082347,24,37
0.6214012282327847,0.6340964301364135,0.0008221143783391952,31,38
0.6063529277379947,0.639846299191524,0.0008256201870276909,29,39
0.6220529016731715,0.6320436459074148,0.0008243974883338764,33,40
0.5804414037505923,0.5985185887544208,0.0008242593789318838,18,41
0.5926986279789282,0.6286403224261818,0.0008269733289312437,20,42
0.6182803389025808,0.6272415790546616,0.0008242441055180854,24,43
0.6022438080595243,0.6180877199939296,0.0008264684217152488,26,44
0.6132305241171033,0.6305103540001002,0.0008238556654536427,29,45
0.6169312225918738,0.638213052661311,0.0008254785393831195,29,46
