test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9075343090554808,0.9338107785074775,0.00030762117820659586,43,37
0.8983153979501111,0.9174384481820754,0.0003055552469099314,39,38
0.9058924604120052,0.9332291047302901,0.00030707822863289947,46,39
0.9005294052040529,0.9248888218184814,0.0003077951181201752,34,40
0.9122594321133981,0.9290602456386788,0.0003069541725517681,35,41
0.890456705182113,0.942436507585773,0.00030621833156482874,39,42
0.9164630877933783,0.9164299074251593,0.00030683926547047426,35,43
0.8916399218166836,0.9242932434919329,0.00030902816368162276,26,44
0.8983467471724356,0.9331882680000212,0.00030837945602647023,33,45
0.8764157736276821,0.9236460656992791,0.00030702573080049797,16,46
