test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9370814598375884,0.9606476300898857,0.0004471438613968279,29,37
0.9449235089663971,0.9576684251739993,0.0004471161965639856,45,38
0.9335402364329883,0.9585531700864864,0.0004469873481496059,31,39
0.9288854234707964,0.9577635565398581,0.00044885973453303896,28,40
0.941325405733777,0.9505279725324489,0.0004475562198895088,39,41
0.9445262052232393,0.9648699158456875,0.000446425011409587,43,42
0.9431409425687358,0.9467143947866073,0.0004466100608229692,36,43
0.940011987276508,0.9598013951421811,0.00044701849831571967,43,44
0.9400547118524327,0.9579055055231086,0.0004468357361522969,31,45
0.9250565997674378,0.952731896219683,0.00044708265023124766,34,46
