test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.618114559247251,0.6042329361673916,0.002063451826410249,30,37
0.6114379925315913,0.6180229970837375,0.0020614040685177676,26,38
0.6179786376428692,0.6179013827267965,0.002061720505345732,30,39
0.6126456237592349,0.60653061797873,0.0020632013188356694,30,40
0.594852210965036,0.6143945702678816,0.0020595076294662395,21,41
0.6115260883752188,0.6102219080575021,0.0020596676759722207,29,42
0.6246030126696451,0.6108987263841373,0.0020656891161635344,31,43
0.6138734921939294,0.6157347553470182,0.0020634228717918124,28,44
0.613898944889212,0.6048406577695044,0.002057969673358654,29,45
0.6233032026312213,0.6135764843029071,0.002060973877190895,30,46
