test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9104477611940298,0.9030303030303031,0.006114119914040637,8,37
0.9104477611940298,0.9151515151515152,0.0061618925920173305,18,38
0.9074626865671642,0.896969696969697,0.006142947922891645,17,39
0.9313432835820895,0.9272727272727272,0.006155716483272723,18,40
0.8955223880597015,0.9151515151515152,0.006153787072025128,33,41
0.9134328358208955,0.9333333333333333,0.006150237126136894,17,42
0.9283582089552239,0.9030303030303031,0.006156885090158946,13,43
0.9104477611940298,0.9151515151515152,0.006144635357073883,9,44
0.9044776119402985,0.9030303030303031,0.006145416088958285,7,45
0.9134328358208955,0.9151515151515152,0.007261819270119738,8,46
