test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.5960894749272151,0.6074329036924402,0.001545066559872001,24,37
0.6001482372028617,0.6064064511609139,0.0015485894700662942,18,38
0.5616944537253965,0.5838313265941524,0.001542258492620045,11,39
0.5878235610007706,0.5789378338473371,0.0015449956770790057,18,40
0.60133942974126,0.6093666757046519,0.0015497623974811668,21,41
0.5916916503814024,0.6136132097539226,0.0015487788250149698,22,42
0.580270962993651,0.575566379489837,0.0015492672204322636,21,43
0.6046307680911697,0.6119285797300505,0.001545171055969495,20,44
0.5882304817575771,0.5941220288168167,0.0015486315751529818,20,45
0.5959736054188045,0.597858415380924,0.0015429470346258797,22,46
