split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,0,512,393216,262144,37748736,38141952
train,1,512,393216,262144,37748736,38141952
train,2,512,393216,262144,37748736,38141952
train,3,512,393216,262144,37748736,38141952
train,4,512,393216,262144,37748736,38141952
train,5,512,393216,262144,37748736,38141952
train,6,512,393216,262144,37748736,38141952
train,7,512,393216,262144,37748736,38141952
train,8,512,393216,262144,37748736,38141952
train,9,512,393216,262144,37748736,38141952
train,10,512,393216,262144,37748736,38141952
train,11,512,393216,262144,37748736,38141952
train,12,512,393216,262144,37748736,38141952
train,13,512,393216,262144,37748736,38141952
train,14,512,393216,262144,37748736,38141952
train,15,512,393216,262144,37748736,38141952
train,16,512,393216,262144,37748736,38141952
train,17,512,393216,262144,37748736,38141952
train,18,512,393216,262144,37748736,38141952
train,19,512,393216,262144,37748736,38141952
train,20,512,393216,262144,37748736,38141952
train,21,512,393216,262144,37748736,38141952
train,22,512,393216,262144,37748736,38141952
train,23,512,393216,262144,37748736,38141952
train,24,512,393216,262144,37748736,38141952
train,25,512,393216,262144,37748736,38141952
train,26,512,393216,262144,37748736,38141952
train,27,512,393216,262144,37748736,38141952
train,28,512,393216,262144,37748736,38141952
train,29,512,393216,262144,37748736,38141952
train,30,512,393216,262144,37748736,38141952
train,31,512,393216,262144,37748736,38141952
train,32,512,393216,262144,37748736,38141952
train,33,512,393216,262144,37748736,38141952
train,34,512,393216,262144,37748736,38141952
train,35,512,393216,262144,37748736,38141952
train,36,512,393216,262144,37748736,38141952
train,37,512,393216,262144,37748736,38141952
train,38,512,393216,262144,37748736,38141952
train,39,512,393216,262144,37748736,38141952
train,40,512,393216,262144,37748736,38141952
train,41,512,393216,262144,37748736,38141952
train,42,512,393216,262144,37748736,38141952
train,43,512,393216,262144,37748736,38141952
train,44,512,393216,262144,37748736,38141952
train,45,512,393216,262144,37748736,38141952
train,46,512,393216,262144,37748736,38141952
train,47,512,393216,262144,37748736,38141952
train,48,512,393216,262144,37748736,38141952
train,49,512,393216,262144,37748736,38141952
train,50,512,393216,262144,37748736,38141952
train,51,512,393216,262144,37748736,38141952
train,52,512,393216,262144,37748736,38141952
train,53,512,393216,262144,37748736,38141952
train,54,512,393216,262144,37748736,38141952
train,55,512,393216,262144,37748736,38141952
train,56,512,393216,262144,37748736,38141952
train,57,512,393216,262144,37748736,38141952
train,58,512,393216,262144,37748736,38141952
train,59,512,393216,262144,37748736,38141952
train,60,512,393216,262144,37748736,38141952
train,61,512,393216,262144,37748736,38141952
train,62,512,393216,262144,37748736,38141952
train,63,512,393216,262144,37748736,38141952
train,64,512,393216,262144,37748736,38141952
train,65,512,393216,262144,37748736,38141952
train,66,512,393216,262144,37748736,38141952
train,67,512,393216,262144,37748736,38141952
train,68,512,393216,262144,37748736,38141952
train,69,512,393216,262144,37748736,38141952
train,70,512,393216,262144,37748736,38141952
train,71,512,393216,262144,37748736,38141952
train,72,512,393216,262144,37748736,38141952
train,73,512,393216,262144,37748736,38141952
train,74,512,393216,262144,37748736,38141952
train,75,512,393216,262144,37748736,38141952
train,76,512,393216,262144,37748736,38141952
train,77,512,393216,262144,37748736,38141952
train,78,512,393216,262144,37748736,38141952
train,79,512,393216,262144,37748736,38141952
train,80,512,393216,262144,37748736,38141952
train,81,512,393216,262144,37748736,38141952
train,82,512,393216,262144,37748736,38141952
train,83,512,393216,262144,37748736,38141952
train,84,512,393216,262144,37748736,38141952
train,85,512,393216,262144,37748736,38141952
train,86,512,393216,262144,37748736,38141952
train,87,512,393216,262144,37748736,38141952
train,88,512,393216,262144,37748736,38141952
train,89,512,393216,262144,37748736,38141952
train,90,512,393216,262144,37748736,38141952
train,91,512,393216,262144,37748736,38141952
train,92,512,393216,262144,37748736,38141952
train,93,512,393216,262144,37748736,38141952
train,94,512,393216,262144,37748736,38141952
train,95,512,393216,262144,37748736,38141952
train,96,512,393216,262144,37748736,38141952
train,97,512,393216,262144,37748736,38141952
train,98,512,393216,262144,37748736,38141952
train,99,512,393216,262144,37748736,38141952
train,100,512,393216,262144,37748736,38141952
train,101,512,393216,262144,37748736,38141952
train,102,512,393216,262144,37748736,38141952
train,103,512,393216,262144,37748736,38141952
train,104,512,393216,262144,37748736,38141952
train,105,512,393216,262144,37748736,38141952
train,106,512,393216,262144,37748736,38141952
train,107,512,393216,262144,37748736,38141952
train,108,512,393216,262144,37748736,38141952
train,109,512,393216,262144,37748736,38141952
train,110,512,393216,262144,37748736,38141952
train,111,512,393216,262144,37748736,38141952
train,112,512,393216,262144,37748736,38141952
train,113,512,393216,262144,37748736,38141952
train,114,512,393216,262144,37748736,38141952
train,115,512,393216,262144,37748736,38141952
train,116,512,393216,262144,37748736,38141952
train,117,512,393216,262144,37748736,38141952
train,118,512,393216,262144,37748736,38141952
train,119,512,393216,262144,37748736,38141952
train,120,512,393216,262144,37748736,38141952
train,121,512,393216,262144,37748736,38141952
train,122,512,393216,262144,37748736,38141952
train,123,512,393216,262144,37748736,38141952
train,124,512,393216,262144,37748736,38141952
train,125,512,393216,262144,37748736,38141952
train,126,512,393216,262144,37748736,38141952
train,127,512,393216,262144,37748736,38141952
train,128,512,393216,262144,37748736,38141952
train,129,512,393216,262144,37748736,38141952
train,130,512,393216,262144,37748736,38141952
train,131,512,393216,262144,37748736,38141952
train,132,512,393216,262144,37748736,38141952
train,133,512,393216,262144,37748736,38141952
train,134,512,393216,262144,37748736,38141952
train,135,512,393216,262144,37748736,38141952
train,136,512,393216,262144,37748736,38141952
train,137,512,393216,262144,37748736,38141952
train,138,512,393216,262144,37748736,38141952
train,139,512,393216,262144,37748736,38141952
train,140,512,393216,262144,37748736,38141952
train,141,512,393216,262144,37748736,38141952
train,142,512,393216,262144,37748736,38141952
train,143,512,393216,262144,37748736,38141952
train,144,512,393216,262144,37748736,38141952
train,145,512,393216,262144,37748736,38141952
train,146,512,393216,262144,37748736,38141952
train,147,512,393216,262144,37748736,38141952
train,148,512,393216,262144,37748736,38141952
train,149,512,393216,262144,37748736,38141952
train,150,512,393216,262144,37748736,38141952
train,151,512,393216,262144,37748736,38141952
train,152,512,393216,262144,37748736,38141952
train,153,512,393216,262144,37748736,38141952
