test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.6217066037007705,0.6348070123572692,0.0026051554088984095,23,37
0.6138228900880186,0.6166585124861055,0.00260554255160724,19,38
0.6090561695698953,0.6331873455833839,0.0026073582597572614,32,39
0.6044158652000209,0.6269478318138696,0.00260063713209599,22,40
0.6134798173247045,0.6394658277238409,0.0025949990015173797,22,41
0.6228960737069952,0.6469332167059112,0.002599556198988166,35,42
0.6162750078083562,0.6276655954723938,0.0025938993746945976,33,43
0.6101074504279316,0.6336712292568638,0.002659489900323385,32,44
0.6201832531218752,0.6384681279151494,0.002608627486340987,36,45
0.6138573598209893,0.6242659293159766,0.0026499007321984466,18,46
