split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
test,17,435,334080,9780,1408320,1742400
test,18,440,337920,10634,1531296,1869216
test,19,494,379392,12216,1759104,2138496
test,20,449,344832,9858,1419552,1764384
test,21,395,303360,9039,1301616,1604976
test,22,527,404736,12698,1828512,2233248
test,23,520,399360,13648,1965312,2364672
test,24,481,369408,11501,1656144,2025552
test,25,511,392448,13755,1980720,2373168
test,26,467,358656,10608,1527552,1886208
test,27,577,443136,15227,2192688,2635824
test,28,429,329472,9693,1395792,1725264
test,29,471,361728,11116,1600704,1962432
test,30,367,281856,8055,1159920,1441776
test,31,455,349440,10763,1549872,1899312
test,32,1104,847872,32977,4748688,5596560
test,33,423,324864,10524,1515456,1840320
test,34,325,249600,6437,926928,1176528
test,35,388,297984,8565,1233360,1531344
test,36,489,375552,11673,1680912,2056464
test,37,439,337152,10216,1471104,1808256
test,38,442,339456,10933,1574352,1913808
test,39,392,301056,8907,1282608,1583664
test,40,373,286464,8129,1170576,1457040
test,41,432,331776,10454,1505376,1837152
test,42,446,342528,10160,1463040,1805568
test,43,567,435456,13957,2009808,2445264
test,44,434,333312,10628,1530432,1863744
test,45,391,300288,8587,1236528,1536816
test,46,542,416256,14405,2074320,2490576
test,47,293,225024,5646,813024,1038048
test,48,490,376320,11996,1727424,2103744
test,49,393,301824,8612,1240128,1541952
test,50,393,301824,8969,1291536,1593360
test,51,437,335616,9781,1408464,1744080
test,52,484,371712,12103,1742832,2114544
test,53,509,390912,13183,1898352,2289264
test,54,382,293376,8443,1215792,1509168
test,55,477,366336,9023,1299312,1665648
test,56,469,360192,11198,1612512,1972704
test,57,466,357888,10947,1576368,1934256
test,58,446,342528,10103,1454832,1797360
test,59,455,349440,10883,1567152,1916592
test,60,452,347136,10474,1508256,1855392
test,61,593,455424,15542,2238048,2693472
test,62,522,400896,12729,1832976,2233872
test,63,511,392448,12289,1769616,2162064
test,64,462,354816,10578,1523232,1878048
test,65,454,348672,10509,1513296,1861968
test,66,469,360192,12451,1792944,2153136
test,67,357,274176,7837,1128528,1402704
test,68,364,279552,7621,1097424,1376976
test,69,440,337920,9928,1429632,1767552
test,70,471,361728,12414,1787616,2149344
test,71,528,405504,13215,1902960,2308464
test,72,438,336384,10682,1538208,1874592
test,73,415,318720,9702,1397088,1715808
test,74,392,301056,8743,1258992,1560048
test,75,596,457728,16259,2341296,2799024
test,76,419,321792,9822,1414368,1736160
test,77,449,344832,10473,1508112,1852944
test,78,406,311808,9520,1370880,1682688
test,79,325,249600,6547,942768,1192368
test,80,454,348672,10501,1512144,1860816
test,81,467,358656,10901,1569744,1928400
test,82,481,369408,11971,1723824,2093232
test,83,466,357888,11677,1681488,2039376
test,84,428,328704,9558,1376352,1705056
test,85,510,391680,12219,1759536,2151216
test,86,407,312576,9285,1337040,1649616
test,87,413,317184,9412,1355328,1672512
test,88,529,406272,13438,1935072,2341344
test,89,474,364032,11742,1690848,2054880
test,90,395,303360,8865,1276560,1579920
test,91,443,340224,10332,1487808,1828032
test,92,421,323328,10327,1487088,1810416
test,93,486,373248,11374,1637856,2011104
test,94,419,321792,9538,1373472,1695264
test,95,533,409344,12220,1759680,2169024
test,96,550,422400,13538,1949472,2371872
test,97,354,271872,7493,1078992,1350864
test,98,373,286464,7600,1094400,1380864
test,99,586,450048,15129,2178576,2628624
test,100,452,347136,10171,1464624,1811760
test,101,432,331776,10323,1486512,1818288
test,102,426,327168,9780,1408320,1735488
test,103,524,402432,12809,1844496,2246928
test,104,368,282624,8050,1159200,1441824
test,105,440,337920,10025,1443600,1781520
test,106,455,349440,11395,1640880,1990320
test,107,361,277248,7714,1110816,1388064
test,108,573,440064,14780,2128320,2568384
test,109,369,283392,8010,1153440,1436832
test,110,463,355584,11521,1659024,2014608
test,111,431,331008,9611,1383984,1714992
test,112,495,380160,11969,1723536,2103696
test,113,434,333312,9698,1396512,1729824
test,114,383,294144,8818,1269792,1563936
test,115,417,320256,9991,1438704,1758960
test,116,400,307200,9306,1340064,1647264
test,117,334,256512,6918,996192,1252704
test,118,419,321792,9492,1366848,1688640
test,119,424,325632,9548,1374912,1700544
test,120,437,335616,10175,1465200,1800816
test,121,496,380928,12315,1773360,2154288
test,122,443,340224,10939,1575216,1915440
test,123,364,279552,7763,1117872,1397424
test,124,528,405504,12954,1865376,2270880
test,125,479,367872,11072,1594368,1962240
test,126,425,326400,10193,1467792,1794192
test,127,534,410112,13639,1964016,2374128
test,128,476,365568,11215,1614960,1980528
test,129,533,409344,12754,1836576,2245920
test,130,415,318720,9672,1392768,1711488
test,131,465,357120,11391,1640304,1997424
test,132,420,322560,9238,1330272,1652832
test,133,472,362496,11353,1634832,1997328
test,134,571,438528,15049,2167056,2605584
test,135,425,326400,9410,1355040,1681440
test,136,374,287232,8089,1164816,1452048
test,137,486,373248,11000,1584000,1957248
test,138,458,351744,10430,1501920,1853664
test,139,463,355584,11375,1638000,1993584
test,140,435,334080,9659,1390896,1724976
test,141,368,282624,7840,1128960,1411584
test,142,435,334080,10368,1492992,1827072
test,143,444,340992,10782,1552608,1893600
test,144,319,244992,6401,921744,1166736
test,145,432,331776,10051,1447344,1779120
test,146,375,288000,8110,1167840,1455840
test,147,508,390144,13618,1960992,2351136
test,148,560,430080,14922,2148768,2578848
test,149,342,262656,7173,1032912,1295568
test,150,459,352512,11442,1647648,2000160
test,151,500,384000,12220,1759680,2143680
test,152,424,325632,9986,1437984,1763616
test,153,453,347904,10577,1523088,1870992
test,154,501,384768,11794,1698336,2083104
test,155,407,312576,8906,1282464,1595040
test,156,479,367872,10680,1537920,1905792
test,157,452,347136,10515,1514160,1861296
test,158,443,340224,10413,1499472,1839696
test,159,537,412416,13689,1971216,2383632
test,160,450,345600,10219,1471536,1817136
test,161,385,295680,8469,1219536,1515216
test,162,462,354816,10822,1558368,1913184
test,163,456,350208,10621,1529424,1879632
test,164,358,274944,7598,1094112,1369056
test,165,443,340224,10651,1533744,1873968
test,166,352,270336,7481,1077264,1347600
test,167,480,368640,11487,1654128,2022768
test,168,442,339456,10380,1494720,1834176
test,169,334,256512,6917,996048,1252560
test,170,483,370944,12071,1738224,2109168
test,171,491,377088,12254,1764576,2141664
test,172,518,397824,12875,1854000,2251824
test,173,461,354048,10614,1528416,1882464
test,174,505,387840,13566,1953504,2341344
test,175,580,445440,15475,2228400,2673840
test,176,385,295680,8246,1187424,1483104
test,177,378,290304,8264,1190016,1480320
test,178,523,401664,13344,1921536,2323200
test,179,482,370176,11290,1625760,1995936
test,180,486,373248,12414,1787616,2160864
test,181,426,327168,10678,1537632,1864800
test,182,435,334080,9371,1349424,1683504
test,183,466,357888,10599,1526256,1884144
test,184,440,337920,10676,1537344,1875264
test,185,482,370176,12662,1823328,2193504
test,186,545,418560,14465,2082960,2501520
test,187,374,287232,8057,1160208,1447440
test,188,498,382464,12444,1791936,2174400
test,189,447,343296,10951,1576944,1920240
test,190,442,339456,10722,1543968,1883424
test,191,422,324096,9422,1356768,1680864
test,192,466,357888,11641,1676304,2034192
test,193,455,349440,10445,1504080,1853520
test,194,558,428544,14747,2123568,2552112
test,195,438,336384,10875,1566000,1902384
test,196,448,344064,10018,1442592,1786656
test,197,569,436992,15074,2170656,2607648
test,198,491,377088,12260,1765440,2142528
test,199,361,277248,7689,1107216,1384464
test,200,528,405504,12747,1835568,2241072
test,201,426,327168,9290,1337760,1664928
test,202,384,294912,8139,1172016,1466928
test,203,422,324096,9875,1422000,1746096
test,204,393,301824,8976,1292544,1594368
test,205,482,370176,12100,1742400,2112576
test,206,446,342528,10642,1532448,1874976
test,207,486,373248,11804,1699776,2073024
test,208,371,284928,8228,1184832,1469760
test,209,473,363264,11864,1708416,2071680
test,210,489,375552,11956,1721664,2097216
test,211,349,268032,7713,1110672,1378704
test,212,478,367104,11479,1652976,2020080
test,213,506,388608,11784,1696896,2085504
test,214,473,363264,10895,1568880,1932144
test,215,384,294912,8501,1224144,1519056
test,216,506,388608,11978,1724832,2113440
test,217,344,264192,7542,1086048,1350240
test,218,496,380928,12357,1779408,2160336
test,219,430,330240,9945,1432080,1762320
test,220,432,331776,10960,1578240,1910016
test,221,371,284928,8010,1153440,1438368
test,222,240,184320,3945,568080,752400
test,223,461,354048,11092,1597248,1951296
test,224,437,335616,11046,1590624,1926240
test,225,476,365568,11978,1724832,2090400
test,226,388,297984,8475,1220400,1518384
test,227,461,354048,11243,1618992,1973040
test,228,482,370176,11925,1717200,2087376
test,229,453,347904,11150,1605600,1953504
test,230,461,354048,11091,1597104,1951152
test,231,566,434688,14753,2124432,2559120
test,232,335,257280,6962,1002528,1259808
test,233,411,315648,9717,1399248,1714896
test,234,357,274176,7836,1128384,1402560
test,235,393,301824,8954,1289376,1591200
test,236,470,360960,11761,1693584,2054544
test,237,511,392448,12561,1808784,2201232
test,238,523,401664,13037,1877328,2278992
test,239,562,431616,14541,2093904,2525520
test,240,413,317184,8575,1234800,1551984
test,241,493,378624,12347,1777968,2156592
test,242,539,413952,14113,2032272,2446224
test,243,503,386304,12993,1870992,2257296
test,244,393,301824,9105,1311120,1612944
test,245,765,587520,19979,2876976,3464496
test,246,406,311808,9457,1361808,1673616
test,247,514,394752,12070,1738080,2132832
test,248,393,301824,8965,1290960,1592784
test,249,391,300288,8924,1285056,1585344
test,250,491,377088,11859,1707696,2084784
test,251,948,728064,29176,4201344,4929408
test,252,433,332544,10405,1498320,1830864
test,253,431,331008,10029,1444176,1775184
test,254,446,342528,10466,1507104,1849632
test,255,531,407808,13220,1903680,2311488
test,256,871,668928,24603,3542832,4211760
test,257,430,330240,10411,1499184,1829424
test,258,444,340992,10091,1453104,1794096
test,259,537,412416,12496,1799424,2211840
test,260,450,345600,10935,1574640,1920240
test,261,467,358656,10967,1579248,1937904
test,262,360,276480,7656,1102464,1378944
test,263,514,394752,13741,1978704,2373456
test,264,523,401664,12283,1768752,2170416
test,265,392,301056,8870,1277280,1578336
test,266,469,360192,11784,1696896,2057088
test,267,375,288000,8048,1158912,1446912
test,268,524,402432,13707,1973808,2376240
test,269,407,312576,9297,1338768,1651344
test,270,411,315648,9688,1395072,1710720
test,271,444,340992,10157,1462608,1803600
test,272,462,354816,10996,1583424,1938240
test,273,469,360192,11434,1646496,2006688
test,274,419,321792,9493,1366992,1688784
test,275,480,368640,11483,1653552,2022192
test,276,429,329472,10432,1502208,1831680
test,277,439,337152,10637,1531728,1868880
test,278,402,308736,8715,1254960,1563696
test,279,517,397056,13536,1949184,2346240
test,280,514,394752,13151,1893744,2288496
test,281,432,331776,10090,1452960,1784736
test,282,430,330240,10009,1441296,1771536
test,283,406,311808,9044,1302336,1614144
test,284,410,314880,9217,1327248,1642128
test,285,393,301824,8689,1251216,1553040
test,286,528,405504,13533,1948752,2354256
test,287,369,283392,7865,1132560,1415952
test,288,529,406272,13082,1883808,2290080
test,289,413,317184,9993,1438992,1756176
test,290,503,386304,12045,1734480,2120784
test,291,452,347136,10941,1575504,1922640
test,292,447,343296,10484,1509696,1852992
test,293,376,288768,8397,1209168,1497936
test,294,534,410112,13658,1966752,2376864
test,295,546,419328,14542,2094048,2513376
test,296,590,453120,15416,2219904,2673024
test,297,402,308736,9339,1344816,1653552
test,298,378,290304,7771,1119024,1409328
test,299,449,344832,10363,1492272,1837104
test,300,480,368640,11937,1718928,2087568
test,301,411,315648,9706,1397664,1713312
test,302,434,333312,9770,1406880,1740192
test,303,396,304128,8993,1294992,1599120
test,304,592,454656,15686,2258784,2713440
test,305,474,364032,12424,1789056,2153088
test,306,522,400896,13119,1889136,2290032
test,307,495,380160,12211,1758384,2138544
test,308,500,384000,12709,1830096,2214096
test,309,432,331776,10181,1466064,1797840
test,310,397,304896,8447,1216368,1521264
test,311,477,366336,11036,1589184,1955520
test,312,487,374016,11821,1702224,2076240
test,313,473,363264,11244,1619136,1982400
test,314,456,350208,10663,1535472,1885680
test,315,546,419328,14030,2020320,2439648
test,316,659,506112,17150,2469600,2975712
test,317,410,314880,9270,1334880,1649760
test,318,462,354816,11200,1612800,1967616
test,319,503,386304,12041,1733904,2120208
test,320,374,287232,7732,1113408,1400640
test,321,507,389376,12029,1732176,2121552
test,322,444,340992,10042,1446048,1787040
test,323,409,314112,9659,1390896,1705008
test,324,472,362496,12081,1739664,2102160
test,325,371,284928,8140,1172160,1457088
test,326,411,315648,9596,1381824,1697472
test,327,392,301056,8667,1248048,1549104
test,328,528,405504,13420,1932480,2337984
test,329,398,305664,8981,1293264,1598928
test,330,378,290304,8766,1262304,1552608
test,331,507,389376,12838,1848672,2238048
test,332,491,377088,12085,1740240,2117328
test,333,412,316416,8927,1285488,1601904
test,334,477,366336,12022,1731168,2097504
