split,index,nodes,total_values_for_nodes,edges,total_values_for_edges,total_values_for_graph
train,191,152,116736,3131,450864,567600
train,192,149,114432,3008,433152,547584
train,193,204,156672,5639,812016,968688
train,194,112,86016,1700,244800,330816
train,195,136,104448,2506,360864,465312
train,196,170,130560,3916,563904,694464
train,197,65,49920,573,82512,132432
train,198,114,87552,1761,253584,341136
train,199,129,99072,2255,324720,423792
train,200,155,119040,3255,468720,587760
train,201,161,123648,3512,505728,629376
train,202,177,135936,4245,611280,747216
train,203,174,133632,4102,590688,724320
train,204,136,104448,2506,360864,465312
train,205,156,119808,3298,474912,594720
train,206,141,108288,2694,387936,496224
train,207,266,204288,9047,1302768,1507056
train,208,153,117504,3172,456768,574272
train,209,168,129024,3824,550656,679680
train,210,153,117504,3172,456768,574272
train,211,152,116736,3131,450864,567600
train,212,98,75264,1302,187488,262752
train,213,151,115968,3090,444960,560928
train,214,105,80640,1494,215136,295776
train,215,176,135168,4197,604368,739536
train,216,133,102144,2397,345168,447312
train,217,129,99072,2255,324720,423792
train,218,120,92160,1951,280944,373104
train,219,58,44544,456,65664,110208
train,220,150,115200,3049,439056,554256
train,221,129,99072,2255,324720,423792
train,222,151,115968,3090,444960,560928
train,223,58,44544,456,65664,110208
train,224,128,98304,2220,319680,417984
train,225,153,117504,3172,456768,574272
train,226,123,94464,2050,295200,389664
train,227,159,122112,3426,493344,615456
train,228,137,105216,2543,366192,471408
train,229,91,69888,1122,161568,231456
train,230,82,62976,911,131184,194160
train,231,224,172032,5816,837504,1009536
train,232,159,122112,3426,493344,615456
train,233,158,121344,3383,487152,608496
train,234,99,76032,1328,191232,267264
train,235,109,83712,1610,231840,315552
train,236,144,110592,2810,404640,515232
train,237,129,99072,2255,324720,423792
train,238,185,142080,4637,667728,809808
train,239,234,179712,7419,1068336,1248048
train,240,159,122112,3426,493344,615456
train,241,279,214272,9307,1340208,1554480
train,242,143,109824,2771,399024,508848
train,243,139,106752,2618,376992,483744
train,244,147,112896,2928,421632,534528
train,245,117,89856,1855,267120,356976
train,246,156,119808,3298,474912,594720
train,247,73,56064,722,103968,160032
train,248,175,134400,4150,597600,732000
train,249,92,70656,1147,165168,235824
train,250,130,99840,2290,329760,429600
train,251,171,131328,3962,570528,701856
train,252,78,59904,825,118800,178704
train,253,150,115200,3049,439056,554256
train,254,126,96768,2151,309744,406512
train,255,129,99072,2255,324720,423792
train,256,128,98304,2220,319680,417984
train,257,136,104448,2506,360864,465312
train,258,132,101376,2361,339984,441360
train,259,146,112128,2888,415872,528000
train,260,70,53760,664,95616,149376
train,261,107,82176,1552,223488,305664
train,262,151,115968,3090,444960,560928
train,263,143,109824,2771,399024,508848
train,264,141,108288,2694,387936,496224
train,265,88,67584,1050,151200,218784
train,266,212,162816,6090,876960,1039776
train,267,109,83712,1610,231840,315552
train,268,204,156672,5639,812016,968688
train,269,152,116736,3131,450864,567600
train,270,164,125952,3644,524736,650688
train,271,125,96000,2117,304848,400848
train,272,171,131328,3962,570528,701856
train,273,157,120576,3340,480960,601536
train,274,99,76032,1328,191232,267264
train,275,137,105216,2543,366192,471408
train,276,109,83712,1610,231840,315552
train,277,120,92160,1951,280944,373104
train,278,127,97536,2186,314784,412320
train,279,266,204288,8645,1244880,1449168
train,280,144,110592,2810,404640,515232
train,281,133,102144,2397,345168,447312
train,282,115,88320,1792,258048,346368
train,283,149,114432,3008,433152,547584
train,284,112,86016,1700,244800,330816
train,285,174,133632,4102,590688,724320
train,286,193,148224,5047,726768,874992
train,287,191,146688,4943,711792,858480
train,288,150,115200,3049,439056,554256
train,289,55,42240,410,59040,101280
train,290,202,155136,5529,796176,951312
train,291,115,88320,1792,258048,346368
train,292,151,115968,3090,444960,560928
train,293,149,114432,3008,433152,547584
train,294,165,126720,3689,531216,657936
train,295,165,126720,3689,531216,657936
train,296,163,125184,3600,518400,643584
train,297,159,122112,3426,493344,615456
train,298,101,77568,1382,199008,276576
train,299,145,111360,2849,410256,521616
train,300,92,70656,1147,165168,235824
train,301,80,61440,867,124848,186288
train,302,158,121344,3383,487152,608496
train,303,84,64512,956,137664,202176
train,304,112,86016,1700,244800,330816
train,305,153,117504,3172,456768,574272
train,306,205,157440,5694,819936,977376
train,307,202,155136,5529,796176,951312
train,308,144,110592,2810,404640,515232
train,309,74,56832,742,106848,163680
train,310,134,102912,2433,350352,453264
train,311,149,114432,3008,433152,547584
train,312,163,125184,3600,518400,643584
train,313,162,124416,3556,512064,636480
train,314,172,132096,3713,534672,666768
train,315,102,78336,1410,203040,281376
train,316,164,125952,3644,524736,650688
train,317,122,93696,2017,290448,384144
train,318,164,125952,3644,524736,650688
train,319,139,106752,2618,376992,483744
train,320,83,63744,934,134496,198240
train,321,206,158208,5750,828000,986208
train,322,191,146688,4943,711792,858480
train,323,158,121344,3383,487152,608496
train,324,108,82944,1581,227664,310608
train,325,151,115968,3090,444960,560928
train,326,91,69888,1122,161568,231456
train,327,79,60672,846,121824,182496
train,328,184,141312,4587,660528,801840
train,329,109,83712,1610,231840,315552
train,330,100,76800,1355,195120,271920
train,331,73,56064,722,103968,160032
train,332,159,122112,3426,493344,615456
train,333,139,106752,2618,376992,483744
train,334,102,78336,1410,203040,281376
train,335,95,72960,1223,176112,249072
train,336,126,96768,2151,309744,406512
train,337,52,39936,367,52848,92784
train,338,179,137472,4341,625104,762576
train,339,291,223488,9978,1436832,1660320
train,340,117,89856,1855,267120,356976
train,341,197,151296,5258,757152,908448
train,342,121,92928,1984,285696,378624
train,343,76,58368,783,112752,171120
train,344,132,101376,2361,339984,441360
train,345,226,173568,6389,920016,1093584
train,346,176,135168,4197,604368,739536
train,347,153,117504,3172,456768,574272
train,348,89,68352,1074,154656,223008
train,349,175,134400,4150,597600,732000
train,350,182,139776,4488,646272,786048
train,351,148,113664,2968,427392,541056
train,352,129,99072,2255,324720,423792
train,353,148,113664,2968,427392,541056
train,354,179,137472,4341,625104,762576
train,355,113,86784,1730,249120,335904
train,356,254,195072,8224,1184256,1379328
train,357,125,96000,2117,304848,400848
train,358,119,91392,1919,276336,367728
train,359,177,135936,4245,611280,747216
train,360,96,73728,1249,179856,253584
train,361,117,89856,1855,267120,356976
train,362,112,86016,1700,244800,330816
train,363,126,96768,2151,309744,406512
train,364,82,62976,911,131184,194160
train,365,199,152832,5366,772704,925536
train,366,127,97536,2186,314784,412320
train,367,195,149760,4668,672192,821952
train,368,118,90624,1887,271728,362352
train,369,114,87552,1761,253584,341136
train,370,117,89856,1855,267120,356976
train,371,152,116736,3131,450864,567600
train,372,111,85248,1670,240480,325728
train,373,181,139008,4439,639216,778224
train,374,121,92928,1984,285696,378624
train,375,170,130560,3916,563904,694464
train,376,150,115200,3049,439056,554256
train,377,231,177408,7230,1041120,1218528
train,378,100,76800,1355,195120,271920
train,379,142,109056,2732,393408,502464
train,380,122,93696,2017,290448,384144
train,381,197,151296,5258,757152,908448
train,382,176,135168,4197,604368,739536
train,383,107,82176,1552,223488,305664
train,384,91,69888,1122,161568,231456
train,385,79,60672,846,121824,182496
train,386,78,59904,825,118800,178704
train,387,177,135936,4245,611280,747216
train,388,205,157440,5694,819936,977376
train,389,80,61440,867,124848,186288
train,390,136,104448,2506,360864,465312
train,391,114,87552,1761,253584,341136
train,392,117,89856,1855,267120,356976
train,393,36,27648,176,25344,52992
train,394,94,72192,1198,172512,244704
train,395,91,69888,1122,161568,231456
train,396,124,95232,2084,300096,395328
train,397,135,103680,2470,355680,459360
train,398,59,45312,472,67968,113280
train,399,239,183552,7739,1114416,1297968
train,400,154,118272,3214,462816,581088
train,401,102,78336,1410,203040,281376
train,402,106,81408,1523,219312,300720
train,403,154,118272,3214,462816,581088
train,404,107,82176,1552,223488,305664
train,405,145,111360,2849,410256,521616
train,406,129,99072,2255,324720,423792
train,407,148,113664,2968,427392,541056
train,408,149,114432,3008,433152,547584
train,409,154,118272,3214,462816,581088
train,410,142,109056,2732,393408,502464
train,411,168,129024,3824,550656,679680
train,412,116,89088,1823,262512,351600
train,413,64,49152,555,79920,129072
train,414,169,129792,3870,557280,687072
train,415,191,146688,4943,711792,858480
train,416,109,83712,1610,231840,315552
train,417,75,57600,762,109728,167328
train,418,165,126720,3689,531216,657936
train,419,180,138240,4390,632160,770400
train,420,90,69120,1098,158112,227232
train,421,195,149760,5152,741888,891648
train,422,144,110592,2810,404640,515232
train,423,125,96000,2117,304848,400848
train,424,113,86784,1730,249120,335904
train,425,137,105216,2543,366192,471408
train,426,236,181248,6213,894672,1075920
train,427,156,119808,3298,474912,594720
train,428,86,66048,1002,144288,210336
train,429,157,120576,3340,480960,601536
train,430,161,123648,3512,505728,629376
train,431,92,70656,1147,165168,235824
train,432,55,42240,410,59040,101280
train,433,166,127488,3734,537696,665184
train,434,112,86016,1700,244800,330816
train,435,249,191232,7157,1030608,1221840
train,436,66,50688,591,85104,135792
train,437,65,49920,573,82512,132432
train,438,154,118272,3214,462816,581088
train,439,125,96000,2117,304848,400848
train,440,191,146688,4943,711792,858480
train,441,180,138240,4390,632160,770400
train,442,129,99072,2255,324720,423792
train,443,83,63744,934,134496,198240
train,444,193,148224,5047,726768,874992
train,445,131,100608,2325,334800,435408
train,446,177,135936,4245,611280,747216
train,447,145,111360,2849,410256,521616
train,448,95,72960,1223,176112,249072
train,449,188,144384,4789,689616,834000
train,450,88,67584,1050,151200,218784
train,451,161,123648,3512,505728,629376
train,452,113,86784,1730,249120,335904
train,453,159,122112,3426,493344,615456
train,454,141,108288,2694,387936,496224
train,455,73,56064,722,103968,160032
train,456,132,101376,2361,339984,441360
train,457,115,88320,1792,258048,346368
train,458,170,130560,3916,563904,694464
train,459,53,40704,381,54864,95568
train,460,152,116736,3131,450864,567600
train,461,110,84480,1640,236160,320640
train,462,139,106752,2618,376992,483744
train,463,165,126720,3689,531216,657936
train,464,81,62208,889,128016,190224
train,465,110,84480,1640,236160,320640
train,466,154,118272,3214,462816,581088
train,467,208,159744,5862,844128,1003872
train,468,170,130560,3916,563904,694464
train,469,205,157440,5694,819936,977376
train,470,61,46848,505,72720,119568
train,471,101,77568,1382,199008,276576
train,472,150,115200,3049,439056,554256
train,473,100,76800,1355,195120,271920
train,474,127,97536,2186,314784,412320
train,475,166,127488,3734,537696,665184
train,476,162,124416,3556,512064,636480
train,477,109,83712,1610,231840,315552
train,478,110,84480,1640,236160,320640
train,479,67,51456,609,87696,139152
train,480,107,82176,1552,223488,305664
train,481,151,115968,3090,444960,560928
train,482,134,102912,2433,350352,453264
train,483,64,49152,555,79920,129072
train,484,121,92928,1984,285696,378624
train,485,204,156672,5639,812016,968688
train,486,119,91392,1919,276336,367728
train,487,162,124416,3556,512064,636480
train,488,195,149760,5152,741888,891648
train,489,174,133632,4102,590688,724320
train,490,87,66816,1026,147744,214560
train,491,150,115200,3049,439056,554256
train,492,192,147456,4995,719280,866736
train,493,130,99840,2290,329760,429600
train,494,168,129024,3824,550656,679680
train,495,182,139776,4488,646272,786048
train,496,200,153600,5420,780480,934080
train,497,83,63744,934,134496,198240
train,498,132,101376,2361,339984,441360
train,499,195,149760,5152,741888,891648
train,500,149,114432,3008,433152,547584
train,501,108,82944,1581,227664,310608
train,502,124,95232,2084,300096,395328
train,503,198,152064,5312,764928,916992
train,504,193,148224,4433,638352,786576
train,505,174,133632,4102,590688,724320
train,506,132,101376,2361,339984,441360
train,507,165,126720,3689,531216,657936
train,508,172,132096,4009,577296,709392
train,509,88,67584,1050,151200,218784
train,510,66,50688,591,85104,135792
train,511,89,68352,1074,154656,223008
train,512,177,135936,4245,611280,747216
train,513,150,115200,3049,439056,554256
train,514,76,58368,783,112752,171120
train,515,190,145920,4891,704304,850224
train,516,97,74496,1275,183600,258096
train,517,128,98304,2220,319680,417984
train,518,95,72960,1223,176112,249072
train,519,170,130560,3916,563904,694464
train,520,48,36864,313,45072,81936
train,521,140,107520,2656,382464,489984
train,522,152,116736,3131,450864,567600
train,523,192,147456,4995,719280,866736
train,524,87,66816,1026,147744,214560
train,525,192,147456,4995,719280,866736
train,526,100,76800,1355,195120,271920
train,527,191,146688,4943,711792,858480
train,528,54,41472,395,56880,98352
train,529,114,87552,1761,253584,341136
train,530,134,102912,2433,350352,453264
train,531,105,80640,1494,215136,295776
train,532,174,133632,4102,590688,724320
train,533,146,112128,2888,415872,528000
train,534,160,122880,3469,499536,622416
train,535,154,118272,3214,462816,581088
train,536,156,119808,3298,474912,594720
train,537,94,72192,1198,172512,244704
train,538,112,86016,1700,244800,330816
train,539,149,114432,3008,433152,547584
train,540,181,139008,4439,639216,778224
train,541,138,105984,2581,371664,477648
train,542,162,124416,3556,512064,636480
train,543,56,43008,425,61200,104208
train,544,245,188160,8133,1171152,1359312
train,545,165,126720,3689,531216,657936
train,546,272,208896,8893,1280592,1489488
train,547,115,88320,1792,258048,346368
train,548,101,77568,1382,199008,276576
train,549,96,73728,1249,179856,253584
train,550,118,90624,1887,271728,362352
train,551,153,117504,3172,456768,574272
train,552,138,105984,2581,371664,477648
train,553,185,142080,4637,667728,809808
train,554,58,44544,456,65664,110208
train,555,57,43776,441,63504,107280
train,556,181,139008,4439,639216,778224
train,557,179,137472,4341,625104,762576
train,558,138,105984,2581,371664,477648
train,559,127,97536,2186,314784,412320
train,560,227,174336,6517,938448,1112784
train,561,84,64512,956,137664,202176
train,562,142,109056,2732,393408,502464
train,563,160,122880,3469,499536,622416
train,564,114,87552,1761,253584,341136
train,565,157,120576,3340,480960,601536
train,566,138,105984,2581,371664,477648
train,567,196,150528,5205,749520,900048
train,568,91,69888,1122,161568,231456
train,569,112,86016,1700,244800,330816
train,570,173,132864,4055,583920,716784
train,571,72,55296,703,101232,156528
train,572,112,86016,1700,244800,330816
train,573,173,132864,4055,583920,716784
train,574,175,134400,4150,597600,732000
train,575,183,140544,4538,653472,794016
train,576,170,130560,3916,563904,694464
train,577,146,112128,2888,415872,528000
train,578,223,171264,5671,816624,987888
train,579,159,122112,3426,493344,615456
train,580,122,93696,2017,290448,384144
train,581,145,111360,2849,410256,521616
train,582,179,137472,4341,625104,762576
train,583,187,143616,4738,682272,825888
train,584,110,84480,1640,236160,320640
train,585,127,97536,2186,314784,412320
train,586,177,135936,4245,611280,747216
train,587,59,45312,472,67968,113280
train,588,111,85248,1670,240480,325728
train,589,52,39936,367,52848,92784
train,590,164,125952,3644,524736,650688
train,591,71,54528,683,98352,152880
train,592,97,74496,1275,183600,258096
train,593,136,104448,2506,360864,465312
train,594,146,112128,2888,415872,528000
train,595,111,85248,1670,240480,325728
train,596,98,75264,1302,187488,262752
train,597,150,115200,3049,439056,554256
train,598,159,122112,3426,493344,615456
train,599,146,112128,2888,415872,528000
train,600,113,86784,1730,249120,335904
train,601,130,99840,2290,329760,429600
train,602,103,79104,1438,207072,286176
train,603,200,153600,5420,780480,934080
train,604,91,69888,1122,161568,231456
train,605,129,99072,2255,324720,423792
train,606,78,59904,825,118800,178704
train,607,185,142080,4637,667728,809808
train,608,127,97536,2186,314784,412320
train,609,57,43776,441,63504,107280
train,610,55,42240,410,59040,101280
train,611,203,155904,5584,804096,960000
train,612,151,115968,3090,444960,560928
train,613,92,70656,1147,165168,235824
train,614,152,116736,3131,450864,567600
train,615,136,104448,2506,360864,465312
train,616,124,95232,2084,300096,395328
train,617,111,85248,1670,240480,325728
train,618,193,148224,4969,715536,863760
train,619,91,69888,1122,161568,231456
train,620,163,125184,3600,518400,643584
train,621,106,81408,1523,219312,300720
train,622,75,57600,762,109728,167328
train,623,97,74496,1275,183600,258096
train,624,162,124416,3556,512064,636480
train,625,213,163584,6147,885168,1048752
train,626,133,102144,2397,345168,447312
train,627,77,59136,804,115776,174912
train,628,107,82176,1552,223488,305664
train,629,202,155136,5529,796176,951312
train,630,113,86784,1730,249120,335904
train,631,120,92160,1951,280944,373104
train,632,150,115200,3049,439056,554256
train,633,137,105216,2543,366192,471408
train,634,128,98304,2220,319680,417984
train,635,108,82944,1581,227664,310608
train,636,160,122880,3469,499536,622416
train,637,84,64512,956,137664,202176
train,638,155,119040,3255,468720,587760
train,639,64,49152,555,79920,129072
train,640,134,102912,2433,350352,453264
train,641,158,121344,3383,487152,608496
train,642,87,66816,1026,147744,214560
train,643,169,129792,3870,557280,687072
train,644,106,81408,1523,219312,300720
train,645,154,118272,3214,462816,581088
train,646,116,89088,1823,262512,351600
train,647,80,61440,867,124848,186288
train,648,145,111360,2849,410256,521616
train,649,125,96000,2117,304848,400848
train,650,107,82176,1552,223488,305664
train,651,72,55296,703,101232,156528
train,652,114,87552,1761,253584,341136
train,653,125,96000,2117,304848,400848
train,654,93,71424,1172,168768,240192
train,655,169,129792,3870,557280,687072
train,656,82,62976,911,131184,194160
train,657,223,171264,6738,970272,1141536
train,658,168,129024,3824,550656,679680
train,659,125,96000,2117,304848,400848
train,660,169,129792,3870,557280,687072
train,661,84,64512,956,137664,202176
train,662,128,98304,2220,319680,417984
train,663,121,92928,1984,285696,378624
train,664,126,96768,2151,309744,406512
train,665,106,81408,1523,219312,300720
train,666,128,98304,2220,319680,417984
train,667,105,80640,1494,215136,295776
train,668,139,106752,2618,376992,483744
train,669,71,54528,683,98352,152880
train,670,63,48384,538,77472,125856
train,671,132,101376,2361,339984,441360
train,672,95,72960,1223,176112,249072
train,673,142,109056,2732,393408,502464
train,674,142,109056,2732,393408,502464
train,675,127,97536,2186,314784,412320
train,676,89,68352,1074,154656,223008
train,677,192,147456,4995,719280,866736
train,678,165,126720,3689,531216,657936
train,679,176,135168,4197,604368,739536
train,680,142,109056,2732,393408,502464
train,681,122,93696,2017,290448,384144
train,682,94,72192,1198,172512,244704
train,683,97,74496,1275,183600,258096
train,684,167,128256,3779,544176,672432
train,685,90,69120,1098,158112,227232
train,686,140,107520,2656,382464,489984
train,687,240,184320,7804,1123776,1308096
train,688,138,105984,2581,371664,477648
train,689,170,130560,3916,563904,694464
train,690,124,95232,2084,300096,395328
train,691,145,111360,2849,410256,521616
train,692,173,132864,4055,583920,716784
train,693,116,89088,1823,262512,351600
train,694,55,42240,410,59040,101280
train,695,138,105984,2581,371664,477648
train,696,97,74496,1275,183600,258096
train,697,142,109056,2732,393408,502464
train,698,172,132096,4009,577296,709392
train,699,202,155136,5529,796176,951312
train,700,212,162816,6090,876960,1039776
train,701,154,118272,3214,462816,581088
train,702,88,67584,1050,151200,218784
train,703,109,83712,1610,231840,315552
train,704,147,112896,2928,421632,534528
train,705,106,81408,1523,219312,300720
train,706,99,76032,1328,191232,267264
train,707,145,111360,2849,410256,521616
train,708,90,69120,1098,158112,227232
train,709,159,122112,3426,493344,615456
train,710,172,132096,4009,577296,709392
train,711,116,89088,1823,262512,351600
train,712,117,89856,1855,267120,356976
train,713,117,89856,1855,267120,356976
train,714,166,127488,3734,537696,665184
train,715,139,106752,2618,376992,483744
train,716,95,72960,1223,176112,249072
train,717,142,109056,2732,393408,502464
train,718,156,119808,3298,474912,594720
train,719,193,148224,5047,726768,874992
train,720,117,89856,1855,267120,356976
train,721,161,123648,3512,505728,629376
train,722,124,95232,2084,300096,395328
train,723,83,63744,934,134496,198240
train,724,156,119808,3298,474912,594720
train,725,119,91392,1919,276336,367728
train,726,119,91392,1919,276336,367728
train,727,136,104448,2506,360864,465312
train,728,109,83712,1610,231840,315552
train,729,149,114432,3008,433152,547584
train,730,102,78336,1410,203040,281376
train,731,108,82944,1581,227664,310608
train,732,126,96768,2151,309744,406512
train,733,176,135168,4197,604368,739536
train,734,192,147456,4995,719280,866736
train,735,232,178176,7293,1050192,1228368
train,736,143,109824,2771,399024,508848
train,737,73,56064,722,103968,160032
train,738,164,125952,3644,524736,650688
train,739,110,84480,1640,236160,320640
train,740,135,103680,2470,355680,459360
train,741,94,72192,1198,172512,244704
train,742,200,153600,5420,780480,934080
train,743,194,148992,5100,734400,883392
train,744,95,72960,1223,176112,249072
train,745,110,84480,1640,236160,320640
train,746,141,108288,2694,387936,496224
train,747,87,66816,1026,147744,214560
train,748,97,74496,1275,183600,258096
train,749,129,99072,2255,324720,423792
train,750,148,113664,2968,427392,541056
train,751,170,130560,3916,563904,694464
train,752,91,69888,1122,161568,231456
train,753,137,105216,2543,366192,471408
train,754,109,83712,1610,231840,315552
train,755,121,92928,1984,285696,378624
train,756,124,95232,2084,300096,395328
train,757,152,116736,3131,450864,567600
train,758,161,123648,3512,505728,629376
train,759,121,92928,1984,285696,378624
train,760,145,111360,2849,410256,521616
train,761,182,139776,4488,646272,786048
train,762,57,43776,441,63504,107280
train,763,73,56064,722,103968,160032
train,764,54,41472,395,56880,98352
train,765,140,107520,2656,382464,489984
train,766,154,118272,3214,462816,581088
train,767,191,146688,4943,711792,858480
train,768,183,140544,4538,653472,794016
train,769,98,75264,1302,187488,262752
train,770,86,66048,1002,144288,210336
train,771,120,92160,1951,280944,373104
train,772,171,131328,3962,570528,701856
train,773,161,123648,3512,505728,629376
train,774,150,115200,3049,439056,554256
