test_performance,validation_performance,test_average_evaluation_runtime,checkpoint_epoch,random_state
0.9330429329813794,0.9508192088812462,0.0001400340469311557,43,37
0.9441666793645884,0.9597177634553091,0.00013950133552394429,29,38
0.9318020991428675,0.9427008060715703,0.00013997054851561607,38,39
0.9441033232619984,0.9425349432371357,0.00013728194064667042,39,40
0.9428079432766363,0.9485344453865069,0.0001404747237566673,40,41
0.9399932091808587,0.9568697258155643,0.00014027573301019926,39,42
0.9379936789413429,0.9529666633069054,0.0001387358692041975,28,43
0.9386204558336717,0.9534617969544319,0.0001400839307636036,23,44
0.9346023788906498,0.9548086791375082,0.0001393900226925867,36,45
0.9465246031393384,0.9509189543384289,0.00014065966425338473,35,46
